measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,650.0,6796.0,6796.0,17244.0,174617.0,174617.0
2001-02-01,,,,143.0,6060.0,6060.0,8306.0,85892.0,85892.0
2001-03-01,,,,137.0,5599.0,5599.0,16328.0,164259.0,164259.0
2001-04-01,,,,124.0,5057.0,5057.0,7140.0,73499.0,73499.0
2001-05-01,,,,113.0,4673.0,4673.0,13567.0,139186.0,139186.0
2001-06-01,,,,196.0,7269.0,7269.0,19781.0,212806.0,212806.0
2001-07-01,,,,945.0,18093.0,18093.0,15916.0,174272.0,174272.0
2001-08-01,,,,4074.0,44942.0,44942.0,31332.0,374314.0,374314.0
2001-09-01,,,,17191.0,221431.0,221431.0,17282.0,198577.0,198577.0
2001-10-01,,,,1468.0,18291.0,18291.0,2199.0,23448.0,23448.0
2001-11-01,,,,828.0,15069.0,15069.0,14742.0,157215.0,157215.0
2001-12-01,,,,1209.0,20419.0,20419.0,14453.0,148667.0,148667.0
2002-01-01,,,,78.0,928.0,928.0,8856.0,97522.0,97522.0
2002-02-01,,,,233.0,2549.0,2549.0,11577.0,121974.0,121974.0
2002-03-01,,,,112.0,1110.0,1110.0,15846.0,163283.0,163283.0
2002-04-01,,,,95.0,1060.0,1060.0,20004.0,204315.0,204315.0
2002-05-01,,,,71.0,742.0,742.0,10778.0,104520.0,104520.0
2002-06-01,,,,3674.0,47321.0,47321.0,16686.0,162246.0,162246.0
2002-07-01,,,,4556.0,83345.0,83345.0,24769.0,234398.0,234398.0
2002-08-01,,,,3234.0,43054.0,43054.0,19342.0,201380.0,201380.0
2002-09-01,,,,462.0,4770.0,4770.0,4167.0,44289.0,44289.0
2002-10-01,,,,417.0,5530.0,5530.0,6778.0,83059.0,83059.0
2002-11-01,,,,20.0,210.0,210.0,1872.0,19757.0,19757.0
2002-12-01,,,,29.0,288.0,288.0,3997.0,39904.0,39904.0
2003-01-01,,,,,,,14687.0,148573.0,148573.0
2003-02-01,,,,226.0,4860.0,4860.0,5179.0,110376.0,110376.0
2003-03-01,,,,758.0,11350.0,11350.0,4177.0,40610.0,40610.0
2003-04-01,,,,1448.0,23384.0,23384.0,582.0,7825.0,7825.0
2003-05-01,,,,1123.0,15143.0,15143.0,5414.0,54848.0,54848.0
2003-06-01,,,,275.0,7532.0,7532.0,9238.0,101896.0,101896.0
2003-07-01,,,,296.0,3242.0,3242.0,22245.0,243883.0,243883.0
2003-08-01,,,,1502.0,17531.0,17531.0,21224.0,224669.0,224669.0
2003-09-01,,,,214.0,2122.0,2122.0,5712.0,64207.0,64207.0
2003-10-01,,,,205.0,3873.0,3873.0,3075.0,34417.0,34417.0
2003-11-01,,,,84.0,1923.0,1923.0,235.0,5361.0,5361.0
2003-12-01,,,,244.0,5011.0,5011.0,5211.0,55818.0,55818.0
2004-01-01,,,,631.205,6350.0,6350.0,40777.041,410263.0,410263.0
2004-02-01,,,,606.491,6101.0,6101.0,4848.759,48784.0,48784.0
2004-03-01,,,,493.499,4965.0,4965.0,450.356,4531.0,4531.0
2004-04-01,,,,711.07,7154.0,7154.0,16931.42,170349.0,170349.0
2004-05-01,,,,404.922,4074.0,4074.0,3355.3810000000003,33759.0,33759.0
2004-06-01,,,,265.024,2666.0,2666.0,4139.34,41646.0,41646.0
2004-07-01,,,,205.429,2067.0,2067.0,6734.424,67756.0,67756.0
2004-08-01,,,,140.722,1416.0,1416.0,3834.371,38578.0,38578.0
2004-09-01,,,,13.973,141.0,141.0,148.356,1493.0,1493.0
2004-10-01,,,,6.564,66.0,66.0,74.818,753.0,753.0
2004-11-01,,,,11.867,119.0,119.0,129.055,1298.0,1298.0
2004-12-01,,,,54.234,546.0,546.0,18891.678,190071.0,190071.0
2005-01-01,,,,93.108,1120.52,1120.52,13652.583,164316.6,164316.6
2005-02-01,,,,82.543,993.37,993.37,5573.951,67085.67,67085.67
2005-03-01,,,,98.5,1185.42,1185.42,7670.606000000001,92320.1,92320.1
2005-04-01,,,,100.98700000000001,1215.34,1215.34,4428.804,53303.17,53303.17
2005-05-01,,,,81.925,985.93,985.93,1818.8790000000001,21891.25,21891.25
2005-06-01,,,,139.37800000000001,1677.37,1677.37,10197.305,122730.36,122730.36
2005-07-01,,,,179.608,2161.52,2161.52,12429.592,149597.2,149597.2
2005-08-01,,,,192.02800000000002,2310.99,2310.99,14628.314,176060.09,176060.09
2005-09-01,,,,127.028,1528.74,1528.74,11423.268,137485.53,137485.53
2005-10-01,,,,87.84700000000001,1057.2,1057.2,10465.358,125956.53,125956.53
2005-11-01,,,,78.852,948.96,948.96,4835.665,58199.98,58199.98
2005-12-01,,,,85.195,1025.29,1025.29,14362.673999999999,172862.96,172862.96
2006-01-01,,,,644.018,7977.0,7977.0,1220.711,16205.0,16205.0
2006-02-01,,,,728.003,9017.0,9017.0,941.9920000000001,12505.0,12505.0
2006-03-01,,,,959.3340000000001,11882.0,11882.0,408.375,5421.0,5421.0
2006-04-01,,,,793.883,9833.0,9833.0,322.291,4279.0,4279.0
2006-05-01,,,,1045.746,12952.0,12952.0,239.055,3174.0,3174.0
2006-06-01,,,,1347.04,16684.0,16684.0,570.361,7572.0,7572.0
2006-07-01,,,,2410.482,29856.0,29856.0,1214.32,16120.0,16120.0
2006-08-01,,,,2141.926,26529.0,26529.0,1197.2060000000001,15893.0,15893.0
2006-09-01,,,,1259.924,15605.0,15605.0,275.524,3658.0,3658.0
2006-10-01,,,,1364.748,16903.0,16903.0,538.678,7151.0,7151.0
