measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,865.0,2951.0,2951.0
2024-06-01,1000.0,3412.0,3412.0
2024-07-01,1001.0,3415.0,3415.0
2024-08-01,972.0,3316.0,3316.0
2024-09-01,620.0,2115.0,2115.0
2024-10-01,608.0,2074.0,2074.0
2024-11-01,235.0,802.0,802.0
2024-12-01,204.0,696.0,696.0
