measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,729.7510000000001,7473.38,7473.38
2003-02-01,629.798,6449.76,6449.76
2003-03-01,594.825,6091.6,6091.6
2003-04-01,581.4920000000001,5955.06,5955.06
2003-05-01,611.3340000000001,6260.67,6260.67
2003-06-01,642.73,6582.2,6582.2
2003-07-01,716.1940000000001,7334.54,7334.54
2003-08-01,745.643,7636.13,7636.13
2003-09-01,609.908,6246.07,6246.07
2003-10-01,613.076,6278.51,6278.51
2003-11-01,612.856,6276.26,6276.26
2003-12-01,707.652,7247.06,7247.06
2004-01-01,597.435,5987.49,5987.49
2004-02-01,395.326,3961.96,3961.96
2004-03-01,828.06,8298.82,8298.82
2004-04-01,796.226,7979.78,7979.78
2004-05-01,742.0490000000001,7436.82,7436.82
2004-06-01,439.6,4405.67,4405.67
2004-07-01,426.642,4275.81,4275.81
2004-08-01,609.825,6111.67,6111.67
2004-09-01,684.784,6862.91,6862.91
2004-10-01,482.774,4838.36,4838.36
2004-11-01,469.19800000000004,4702.3,4702.3
2004-12-01,668.082,6695.52,6695.52
2005-01-01,531.5980000000001,5315.45,5315.45
2005-02-01,431.988,4319.45,4319.45
2005-03-01,471.99100000000004,4719.44,4719.44
2005-04-01,591.69,5916.31,5916.31
2005-05-01,438.392,4383.49,4383.49
2005-06-01,392.774,3927.35,3927.35
2005-07-01,333.488,3334.54,3334.54
2005-08-01,262.951,2629.24,2629.24
2005-09-01,227.14600000000002,2271.24,2271.24
2005-10-01,462.02200000000005,4619.75,4619.75
2005-11-01,507.363,5073.12,5073.12
2005-12-01,536.5980000000001,5365.45,5365.45
2006-01-01,669.909,6645.0,6645.0
2006-02-01,604.06,5992.0,5992.0
2006-03-01,532.185,5279.0,5279.0
2006-04-01,579.2660000000001,5746.0,5746.0
2006-05-01,684.8860000000001,6793.0,6793.0
2006-06-01,672.945,6675.0,6675.0
2006-07-01,705.675,7000.0,7000.0
2006-08-01,700.575,6949.0,6949.0
2006-09-01,454.75600000000003,4511.0,4511.0
2006-10-01,400.9,3977.0,3977.0
2006-11-01,469.586,4658.0,4658.0
2006-12-01,497.25600000000003,4932.0,4932.0
2007-01-01,741.5880000000001,7330.0,7330.0
2007-02-01,256.963,2540.0,2540.0
2007-03-01,881.5490000000001,8713.0,8713.0
2007-04-01,804.907,7956.0,7956.0
2007-05-01,470.54600000000005,4651.0,4651.0
2007-06-01,193.59,1913.0,1913.0
2007-07-01,121.173,1198.0,1198.0
2007-08-01,164.743,1628.0,1628.0
2007-09-01,90.052,890.0,890.0
2007-10-01,161.607,1597.0,1597.0
2007-11-01,394.192,3896.0,3896.0
2007-12-01,699.091,6910.0,6910.0
2008-01-01,553.5880000000001,5455.0,5455.0
2008-02-01,666.162,6564.0,6564.0
2008-03-01,776.2180000000001,7649.0,7649.0
2008-04-01,597.918,5892.0,5892.0
2008-05-01,548.2420000000001,5402.0,5402.0
2008-06-01,206.435,2034.0,2034.0
2008-07-01,170.51,1680.0,1680.0
2008-08-01,115.476,1138.0,1138.0
2008-09-01,112.781,1111.0,1111.0
2008-10-01,116.738,1150.0,1150.0
2008-11-01,203.071,2001.0,2001.0
2008-12-01,592.861,5842.0,5842.0
2009-01-01,387.711,3784.0,3784.0
2009-02-01,398.87600000000003,3893.0,3893.0
2009-03-01,548.5930000000001,5354.0,5354.0
2009-04-01,519.5980000000001,5071.0,5071.0
2009-05-01,476.635,4652.0,4652.0
2009-06-01,433.61,4232.0,4232.0
2009-07-01,275.856,2692.0,2692.0
2009-08-01,362.15700000000004,3535.0,3535.0
2009-09-01,183.876,1795.0,1795.0
2009-10-01,351.421,3430.0,3430.0
2009-11-01,387.658,3784.0,3784.0
2009-12-01,566.589,5530.0,5530.0
2010-01-01,458.51800000000003,4473.0,4473.0
2010-02-01,311.56800000000004,3040.0,3040.0
2010-03-01,592.431,5780.0,5780.0
2010-04-01,421.266,4110.0,4110.0
2010-05-01,377.66700000000003,3685.0,3685.0
2010-06-01,207.09300000000002,2020.0,2020.0
2010-07-01,120.084,1172.0,1172.0
2010-08-01,109.084,1064.0,1064.0
2010-09-01,71.376,696.0,696.0
2010-10-01,373.314,3642.0,3642.0
2010-11-01,325.51,3176.0,3176.0
2010-12-01,455.089,4440.0,4440.0
2011-01-01,82.527,802.0,802.0
2011-02-01,144.118,1400.0,1400.0
2011-03-01,341.729,3320.0,3320.0
2011-04-01,324.161,3150.0,3150.0
2011-05-01,315.498,3065.0,3065.0
2011-06-01,161.946,1573.0,1573.0
2011-07-01,73.947,718.0,718.0
2011-08-01,90.079,875.0,875.0
2011-09-01,187.264,1819.0,1819.0
2011-10-01,264.162,2567.0,2567.0
2011-11-01,207.549,2017.0,2017.0
2011-12-01,271.02,2633.0,2633.0
2012-01-01,407.438,3877.0,3877.0
2012-02-01,304.005,2893.0,2893.0
2012-03-01,346.525,3298.0,3298.0
2012-04-01,217.686,2071.0,2071.0
2012-05-01,405.44,3858.0,3858.0
2012-06-01,243.004,2312.0,2312.0
2012-07-01,87.683,834.0,834.0
2012-08-01,101.495,966.0,966.0
2012-09-01,97.545,928.0,928.0
