measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,3.464,42.0,42.0,1.459,41.0,41.0
2003-02-01,3.057,37.0,37.0,1.2870000000000001,36.0,36.0
2003-03-01,3.145,38.0,38.0,1.324,37.0,37.0
2003-04-01,2.825,34.0,34.0,1.189,33.0,33.0
2003-05-01,2.883,35.0,35.0,1.214,34.0,34.0
2003-06-01,3.057,37.0,37.0,1.2870000000000001,36.0,36.0
2003-07-01,3.536,43.0,43.0,1.489,42.0,42.0
2003-08-01,3.749,45.0,45.0,1.578,44.0,44.0
2003-09-01,3.141,38.0,38.0,1.323,37.0,37.0
2003-10-01,2.947,36.0,36.0,1.241,35.0,35.0
2003-11-01,2.9370000000000003,35.0,35.0,1.237,35.0,35.0
2003-12-01,3.26,39.0,39.0,1.372,39.0,39.0
2004-01-01,26.455,177.0,177.0,4.066,39.0,39.0
2004-02-01,6.896,46.0,46.0,2.755,27.0,27.0
2004-03-01,0.9490000000000001,6.0,6.0,1.295,12.0,12.0
2004-04-01,6.773000000000001,45.0,45.0,2.775,27.0,27.0
2004-05-01,7.197,48.0,48.0,5.493,53.0,53.0
2004-06-01,9.602,64.0,64.0,9.639000000000001,93.0,93.0
2004-07-01,13.702,92.0,92.0,10.89,105.0,105.0
2004-08-01,15.315,103.0,103.0,7.132000000000001,69.0,69.0
2004-09-01,12.118,81.0,81.0,4.496,43.0,43.0
2004-10-01,17.197,115.0,115.0,5.972,57.0,57.0
2004-11-01,14.727,99.0,99.0,5.19,50.0,50.0
2004-12-01,16.069,108.0,108.0,6.298,61.0,61.0
2005-01-01,77.34100000000001,778.89,778.89,7.494000000000001,71.26,71.26
2005-02-01,26.572000000000003,267.6,267.6,5.995,57.01,57.01
2005-03-01,29.452,296.61,296.61,8.32,79.11,79.11
2005-04-01,35.674,359.28,359.28,7.898000000000001,75.09,75.09
2005-05-01,33.132000000000005,333.68,333.68,7.5520000000000005,71.81,71.81
2005-06-01,43.003,433.08,433.08,14.256,135.55,135.55
2005-07-01,43.771,440.82,440.82,18.767,178.45,178.45
2005-08-01,51.421,517.86,517.86,18.644000000000002,177.27,177.27
2005-09-01,33.661,338.99,338.99,11.287,107.33,107.33
2005-10-01,37.381,376.46,376.46,8.003,76.1,76.1
2005-11-01,30.051000000000002,302.64,302.64,7.014,66.7,66.7
2005-12-01,63.542,639.92,639.92,8.769,83.38,83.38
2006-01-01,1.175,107.0,107.0,0.08900000000000001,3.0,3.0
2006-02-01,0.615,56.0,56.0,0.1,4.0,4.0
2006-03-01,0.517,47.0,47.0,0.132,5.0,5.0
2006-04-01,0.99,90.0,90.0,0.109,4.0,4.0
2006-05-01,0.925,85.0,85.0,0.14400000000000002,5.0,5.0
2006-06-01,0.8410000000000001,77.0,77.0,0.185,7.0,7.0
2006-07-01,1.218,111.0,111.0,0.331,12.0,12.0
2006-08-01,1.181,108.0,108.0,0.295,11.0,11.0
2006-09-01,0.543,50.0,50.0,0.17300000000000001,6.0,6.0
2006-10-01,0.5730000000000001,52.0,52.0,0.188,7.0,7.0
2006-11-01,0.675,62.0,62.0,0.126,5.0,5.0
2006-12-01,0.748,68.0,68.0,0.128,5.0,5.0
2007-01-01,3.27,31.0,31.0,0.0,0.0,0.0
2007-02-01,6.519,62.0,62.0,0.0,0.0,0.0
2007-03-01,4.206,43.0,43.0,0.0,0.0,0.0
2007-04-01,4.4030000000000005,43.0,43.0,0.0,0.0,0.0
2007-05-01,3.857,37.0,37.0,0.0,0.0,0.0
2007-06-01,3.789,37.0,37.0,0.0,0.0,0.0
2007-07-01,4.046,37.0,37.0,0.0,0.0,0.0
2007-08-01,4.797000000000001,50.0,50.0,0.0,0.0,0.0
2007-09-01,5.602,56.0,56.0,0.0,0.0,0.0
2007-10-01,6.281000000000001,62.0,62.0,0.0,0.0,0.0
2007-11-01,6.239,62.0,62.0,0.0,0.0,0.0
2007-12-01,4.9910000000000005,50.0,50.0,0.0,0.0,0.0
2008-01-01,4.897,43.0,43.0,0.0,0.0,0.0
2008-02-01,4.073,37.0,37.0,0.0,0.0,0.0
2008-03-01,3.544,31.0,31.0,0.0,0.0,0.0
2008-04-01,3.615,31.0,31.0,0.0,0.0,0.0
2008-05-01,4.072,37.0,37.0,0.0,0.0,0.0
2008-06-01,2.8930000000000002,25.0,25.0,0.0,0.0,0.0
2008-07-01,2.4130000000000003,19.0,19.0,0.0,0.0,0.0
2008-08-01,3.434,31.0,31.0,0.0,0.0,0.0
2008-09-01,3.5050000000000003,31.0,31.0,0.0,0.0,0.0
2008-10-01,3.095,25.0,25.0,0.0,0.0,0.0
2008-11-01,3.845,31.0,31.0,0.0,0.0,0.0
2008-12-01,3.6140000000000003,31.0,31.0,0.0,0.0,0.0
2009-01-01,1.6260000000000001,23.0,23.0,7.7090000000000005,118.0,118.0
2009-02-01,0.643,11.0,11.0,4.434,67.0,67.0
2009-03-01,1.735,29.0,29.0,5.432,82.0,82.0
2009-04-01,1.381,23.0,23.0,5.332,81.0,81.0
2009-05-01,1.1360000000000001,17.0,17.0,4.696000000000001,71.0,71.0
2009-06-01,1.491,23.0,23.0,9.52,144.0,144.0
2009-07-01,1.3070000000000002,17.0,17.0,5.828,88.0,88.0
2009-08-01,1.247,17.0,17.0,10.285,156.0,156.0
2009-09-01,0.802,11.0,11.0,6.458,98.0,98.0
2009-10-01,1.2630000000000001,17.0,17.0,2.1470000000000002,33.0,33.0
2009-11-01,1.073,17.0,17.0,1.611,24.0,24.0
2009-12-01,0.9660000000000001,17.0,17.0,1.8780000000000001,28.0,28.0
2010-01-01,3.456,40.0,40.0,0.0,0.0,0.0
2010-02-01,3.109,35.0,35.0,0.0,0.0,0.0
2010-03-01,3.958,46.0,46.0,0.0,0.0,0.0
2010-04-01,3.6550000000000002,40.0,40.0,0.0,0.0,0.0
2010-05-01,3.706,40.0,40.0,0.0,0.0,0.0
2010-06-01,4.0280000000000005,46.0,46.0,0.0,0.0,0.0
2010-07-01,3.583,40.0,40.0,0.0,0.0,0.0
2010-08-01,4.579000000000001,52.0,52.0,0.0,0.0,0.0
2010-09-01,3.367,35.0,35.0,0.0,0.0,0.0
2010-10-01,3.3030000000000004,35.0,35.0,0.0,0.0,0.0
2010-11-01,3.128,35.0,35.0,0.0,0.0,0.0
2010-12-01,3.128,35.0,35.0,0.0,0.0,0.0
