measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,22.902,323.0,323.0
2021-02-01,22.272,313.0,313.0
2021-03-01,17.358,244.0,244.0
2021-04-01,19.773,278.0,278.0
2021-05-01,22.632,318.0,318.0
2021-06-01,30.807,433.0,433.0
2021-07-01,33.938,478.0,478.0
2021-08-01,34.61,487.0,487.0
2021-09-01,29.246,412.0,412.0
2021-10-01,24.747,348.0,348.0
2021-11-01,20.355,287.0,287.0
2021-12-01,21.36,300.0,300.0
2022-01-01,22.365,336.0,336.0
2022-02-01,19.911,299.0,299.0
2022-03-01,15.856,238.0,238.0
2022-04-01,16.528,247.0,247.0
2022-05-01,24.417,366.0,366.0
2022-06-01,29.722,445.0,445.0
2022-07-01,35.025,524.0,524.0
2022-08-01,35.207,528.0,528.0
2022-09-01,29.677,445.0,445.0
2022-10-01,22.937,343.0,343.0
2022-11-01,21.498,322.0,322.0
2022-12-01,23.857,358.0,358.0
2023-01-01,18.023,270.0,270.0
2023-02-01,16.999,256.0,256.0
2023-03-01,16.776,252.0,252.0
2023-04-01,16.202,244.0,244.0
2023-05-01,23.132,347.0,347.0
2023-06-01,26.721,401.0,401.0
2023-07-01,29.305,440.0,440.0
2023-08-01,32.255,484.0,484.0
2023-09-01,27.173,408.0,408.0
2023-10-01,20.058,301.0,301.0
2023-11-01,18.596,280.0,280.0
2023-12-01,19.76,296.0,296.0
2024-01-01,19.269,293.0,293.0
2024-02-01,13.303,203.0,203.0
2024-03-01,15.096,229.0,229.0
2024-04-01,14.183,216.0,216.0
2024-05-01,18.95,288.0,288.0
2024-06-01,21.379,325.0,325.0
2024-07-01,23.11,352.0,352.0
2024-08-01,26.112,397.0,397.0
2024-09-01,21.666,330.0,330.0
2024-10-01,18.768,286.0,286.0
2024-11-01,15.035,229.0,229.0
2024-12-01,16.129,246.0,246.0
