measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2022-06-01,-821.952,0.0,0.0
2022-07-01,-853.957,0.0,0.0
2022-08-01,-877.364,0.0,0.0
2022-09-01,-786.649,0.0,0.0
2022-10-01,-877.836,0.0,0.0
2022-11-01,-812.689,0.0,0.0
2022-12-01,-820.553,0.0,0.0
2023-01-01,-487.0,0.0,0.0
2023-02-01,-511.0,0.0,0.0
2023-03-01,-605.0,0.0,0.0
2023-04-01,-572.0,0.0,0.0
2023-05-01,-587.0,0.0,0.0
2023-06-01,-963.0,0.0,0.0
2023-07-01,-1097.0,0.0,0.0
2023-08-01,-1014.0,0.0,0.0
2023-09-01,-1111.0,0.0,0.0
2023-10-01,-1155.0,0.0,0.0
2023-11-01,-1004.0,0.0,0.0
2023-12-01,-1071.0,0.0,0.0
