measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-01-01,571.546,4169.0,4169.0
2021-02-01,484.689,3535.0,3535.0
2021-03-01,521.135,3802.0,3802.0
2021-04-01,462.421,3373.0,3373.0
2021-05-01,483.289,3526.0,3526.0
2021-06-01,660.87,4820.0,4820.0
2021-07-01,911.988,6652.0,6652.0
2021-08-01,832.676,6074.0,6074.0
2021-09-01,708.509,5168.0,5168.0
2021-10-01,675.427,4926.0,4926.0
2021-11-01,620.751,4528.0,4528.0
2021-12-01,640.699,4673.0,4673.0
2022-01-01,79.66,560.0,560.0
2022-02-01,66.138,465.0,465.0
2022-03-01,61.195,430.0,430.0
2022-04-01,62.684,440.0,440.0
2022-05-01,57.523,404.0,404.0
2022-06-01,78.236,549.0,549.0
2022-07-01,104.515,733.0,733.0
2022-08-01,126.111,886.0,886.0
2022-09-01,115.581,812.0,812.0
2022-10-01,106.143,745.0,745.0
2022-11-01,97.474,684.0,684.0
2022-12-01,107.74,756.0,756.0
2023-01-01,790.769,5132.0,5132.0
2023-02-01,673.581,4371.0,4371.0
2023-03-01,647.398,4201.0,4201.0
2023-04-01,505.753,3282.0,3282.0
2023-05-01,327.573,2126.0,2126.0
2023-06-01,430.935,2797.0,2797.0
2023-07-01,997.53,6473.0,6473.0
2023-08-01,1006.528,6532.0,6532.0
2023-09-01,712.448,4623.0,4623.0
2023-10-01,870.031,5646.0,5646.0
2023-11-01,817.297,5304.0,5304.0
2023-12-01,920.157,5971.0,5971.0
2024-01-01,630.0,4695.0,4695.0
2024-02-01,602.0,4211.0,4211.0
2024-03-01,668.0,4705.0,4705.0
2024-04-01,656.0,4609.0,4609.0
2024-05-01,669.0,4725.0,4725.0
2024-06-01,649.0,4597.0,4597.0
2024-07-01,673.0,4759.0,4759.0
2024-08-01,672.0,4775.0,4775.0
2024-09-01,648.0,4623.0,4623.0
2024-10-01,653.0,4683.0,4683.0
2024-11-01,643.0,4630.0,4630.0
2024-12-01,666.0,4805.0,4805.0
