measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,14584.0,115738.0,115738.0,0.0,0.0,0.0
2003-02-01,29302.0,246055.0,246055.0,0.0,0.0,0.0
2003-03-01,51261.0,435775.0,435775.0,0.0,0.0,0.0
2003-04-01,55160.0,469088.0,469088.0,0.0,0.0,0.0
2003-05-01,28280.0,242824.0,242824.0,0.0,0.0,0.0
2003-06-01,36195.0,312089.0,312089.0,0.0,0.0,0.0
2003-07-01,70680.0,594381.0,594381.0,0.0,0.0,0.0
2003-08-01,53520.0,452236.0,452236.0,0.0,0.0,0.0
2003-09-01,42074.0,359888.0,359888.0,0.0,0.0,0.0
2003-10-01,13950.0,120691.0,120691.0,0.0,0.0,0.0
2003-11-01,910.0,8185.0,8185.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
