measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-05-01,94695.01,1055719.0,1055719.0,249.44,2781.0,2781.0,63849.55,711835.0,711835.0
2009-06-01,96186.493,1092871.0,1092871.0,375.086,4262.0,4262.0,65092.421,739580.0,739580.0
2009-07-01,98499.441,1120615.0,1120615.0,298.242,3393.0,3393.0,67769.317,771003.0,771003.0
2009-08-01,48120.414000000004,570980.0,570980.0,290.87,3451.0,3451.0,32589.716,386698.0,386698.0
2009-09-01,46903.776,523873.0,523873.0,236.571,2642.0,2642.0,31444.653,351208.0,351208.0
2009-10-01,62105.863,672747.0,672747.0,127.43400000000001,1380.0,1380.0,43275.703,468773.0,468773.0
2009-11-01,56565.981,625265.0,625265.0,314.884,3481.0,3481.0,38849.135,429427.0,429427.0
2009-12-01,102786.525,1106742.0,1106742.0,637.044,6859.0,6859.0,68747.431,740230.0,740230.0
2010-01-01,134235.986,1496953.0,1496953.0,499.079,5566.0,5566.0,89083.935,993433.0,993433.0
2010-02-01,119537.403,1328392.0,1328392.0,438.259,4870.0,4870.0,79920.338,888136.0,888136.0
2010-03-01,64985.083,749713.0,749713.0,448.707,5177.0,5177.0,44672.21,515370.0,515370.0
2010-04-01,60357.119,694076.0,694076.0,173.40200000000002,1994.0,1994.0,41780.479,480454.0,480454.0
2010-05-01,48134.112,542971.0,542971.0,436.339,4922.0,4922.0,32670.549,368536.0,368536.0
2010-06-01,83526.397,934114.0,934114.0,528.76,5913.0,5913.0,55817.843,624236.0,624236.0
2010-07-01,87016.808,997709.0,997709.0,343.829,3942.0,3942.0,57558.363,659947.0,659947.0
2010-08-01,70072.327,849302.0,849302.0,289.767,3512.0,3512.0,44818.906,543221.0,543221.0
2010-09-01,52158.191,630376.0,630376.0,193.70600000000002,2341.0,2341.0,32080.103,387715.0,387715.0
2010-10-01,48859.615,572355.0,572355.0,246.21200000000002,2884.0,2884.0,31645.173,370700.0,370700.0
2010-11-01,53219.318,585471.0,585471.0,232.854,2562.0,2562.0,35629.828,391967.0,391967.0
2010-12-01,76274.223,854995.0,854995.0,263.63,2955.0,2955.0,50275.147,563558.0,563558.0
2011-01-01,100065.31,1113727.0,1113727.0,375.755,4182.0,4182.0,67205.932,748002.0,748002.0
2011-02-01,87753.662,993061.0,993061.0,378.909,4288.0,4288.0,57001.429,645055.0,645055.0
2011-03-01,118258.11,1301329.0,1301329.0,113.957,1254.0,1254.0,77087.932,848286.0,848286.0
2011-04-01,91306.87,984143.0,984143.0,606.261,6535.0,6535.0,60524.869,652362.0,652362.0
2011-05-01,53492.324,565014.0,565014.0,200.401,2117.0,2117.0,36787.275,388566.0,388566.0
2011-06-01,90376.005,1007482.0,1007482.0,601.845,6709.0,6709.0,58770.15,655150.0,655150.0
2011-07-01,134155.06,1459839.0,1459839.0,283.509,3085.0,3085.0,86578.435,942123.0,942123.0
2011-08-01,90572.096,1024612.0,1024612.0,249.187,2819.0,2819.0,58906.717,666392.0,666392.0
2011-09-01,97616.075,1098314.0,1098314.0,418.765,4712.0,4712.0,63334.16,712596.0,712596.0
2011-10-01,77722.253,820850.0,820850.0,535.742,5658.0,5658.0,49498.005,522764.0,522764.0
2011-11-01,88047.972,923236.0,923236.0,276.607,2900.0,2900.0,57287.421,600693.0,600693.0
2011-12-01,42775.038,498681.0,498681.0,345.403,4027.0,4027.0,28875.559,336638.0,336638.0
2012-01-01,84068.895,938719.0,938719.0,360.154,4022.0,4022.0,54874.951,612737.0,612737.0
2012-02-01,95891.81,1070202.0,1070202.0,420.192,4690.0,4690.0,64113.998,715545.0,715545.0
2012-03-01,98860.186,1093288.0,1093288.0,548.759,6069.0,6069.0,66539.055,735851.0,735851.0
2012-04-01,89610.73,1018824.0,1018824.0,472.103,5368.0,5368.0,60397.167,686682.0,686682.0
2012-05-01,101428.4,1265927.0,1265927.0,511.267,6381.0,6381.0,68084.334,849760.0,849760.0
2012-06-01,95617.05,1122102.0,1122102.0,214.713,2520.0,2520.0,63749.237,748121.0,748121.0
2012-07-01,116848.02,1596348.0,1596348.0,427.354,5838.0,5838.0,77912.622,1064422.0,1064422.0
2012-08-01,101610.79,1323208.0,1323208.0,230.206,2998.0,2998.0,67744.004,882184.0,882184.0
2012-09-01,87008.617,1036762.0,1036762.0,206.005,2455.0,2455.0,58006.378,691182.0,691182.0
2012-10-01,80704.815,930145.0,930145.0,345.975,3987.0,3987.0,53803.21,620097.0,620097.0
2012-11-01,71321.082,838265.0,838265.0,302.707,3558.0,3558.0,47556.211,558947.0,558947.0
2012-12-01,44889.722,567235.0,567235.0,221.194,2795.0,2795.0,29934.084,378253.0,378253.0
2013-01-01,73684.249,821995.0,821995.0,238.635,2662.0,2662.0,49920.116,556891.0,556891.0
2013-02-01,44047.207,530773.0,530773.0,102.371,1234.0,1234.0,29365.422,353856.0,353856.0
2013-03-01,44595.572,518311.0,518311.0,205.313,2386.0,2386.0,29729.115,345526.0,345526.0
2013-04-01,47473.688,566064.0,566064.0,179.639,2142.0,2142.0,31651.673,377407.0,377407.0
2013-05-01,55220.272,680719.0,680719.0,86.378,1065.0,1065.0,36815.35,453835.0,453835.0
2013-06-01,42596.599,508191.0,508191.0,255.737,3051.0,3051.0,28392.664,338734.0,338734.0
2013-07-01,53285.025,589126.0,589126.0,184.971,2045.0,2045.0,35522.004,392736.0,392736.0
2013-08-01,44249.701,534632.0,534632.0,243.662,2944.0,2944.0,29492.637,356335.0,356335.0
2013-09-01,38776.235,489536.0,489536.0,308.991,3901.0,3901.0,25844.774,326281.0,326281.0
2013-10-01,31036.455,371333.0,371333.0,156.21,1869.0,1869.0,20690.335,247548.0,247548.0
2013-11-01,45938.062,537033.0,537033.0,156.439,1829.0,1829.0,30609.499,357837.0,357837.0
2013-12-01,37566.509,420983.0,420983.0,508.229,5695.0,5695.0,32582.262,365128.0,365128.0
2014-01-01,54993.881,626387.0,626387.0,761.585,8675.0,8675.0,36658.534,417545.0,417545.0
2014-02-01,59640.412,591347.0,591347.0,304.918,3023.0,3023.0,38886.67,385570.0,385570.0
2014-03-01,68024.416,712598.0,712598.0,39.431,413.0,413.0,44872.153,470064.0,470064.0
2014-04-01,56315.693,572612.0,572612.0,266.315,2708.0,2708.0,37543.992,381743.0,381743.0
2014-05-01,59028.55,637785.0,637785.0,173.168,1871.0,1871.0,39319.282,424832.0,424832.0
2014-06-01,32861.092,335118.0,335118.0,280.021,2856.0,2856.0,21897.887,223315.0,223315.0
2014-07-01,47311.329,530172.0,530172.0,156.281,1751.0,1751.0,31562.39,353689.0,353689.0
2014-08-01,38632.14,395102.0,395102.0,285.355,2918.0,2918.0,25751.505,263368.0,263368.0
2014-09-01,40837.469,498619.0,498619.0,436.775,5333.0,5333.0,27228.756,332459.0,332459.0
2014-10-01,85207.839,964197.0,964197.0,152.161,1722.0,1722.0,0.0,0.0,0.0
2014-11-01,81042.607,980290.0,980290.0,166.393,2013.0,2013.0,0.0,0.0,0.0
2014-12-01,93005.004,1064296.0,1064296.0,171.996,1968.0,1968.0,0.0,0.0,0.0
2015-01-01,80890.573,915497.0,915497.0,547.427,6196.0,6196.0,0.0,0.0,0.0
2015-02-01,88382.707,1010816.0,1010816.0,88.293,1010.0,1010.0,0.0,0.0,0.0
2015-03-01,44426.297,563988.0,563988.0,381.703,4846.0,4846.0,0.0,0.0,0.0
2015-04-01,46499.075,513728.0,513728.0,322.925,3568.0,3568.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,1483.0,554.0,554.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
