measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2018-09-01,-79.621,0.0,0.0
2018-10-01,-94.568,0.0,0.0
2018-11-01,-94.619,0.0,0.0
2018-12-01,-85.192,0.0,0.0
2019-01-01,-11.195,0.0,0.0
2019-02-01,-10.366,0.0,0.0
2019-03-01,-11.269,0.0,0.0
2019-04-01,-10.587,0.0,0.0
2019-05-01,-9.609,0.0,0.0
2019-06-01,-8.275,0.0,0.0
2019-07-01,-8.453,0.0,0.0
2019-08-01,-8.544,0.0,0.0
2019-09-01,-9.35,0.0,0.0
2019-10-01,-9.496,0.0,0.0
2019-11-01,-10.228,0.0,0.0
2019-12-01,-8.628,0.0,0.0
2020-01-01,-15.658,0.0,0.0
2020-02-01,-16.47,0.0,0.0
2020-03-01,-13.778,0.0,0.0
2020-04-01,-12.671,0.0,0.0
2020-05-01,-10.584,0.0,0.0
2020-06-01,-12.099,0.0,0.0
2020-07-01,-15.284,0.0,0.0
2020-08-01,-17.552,0.0,0.0
2020-09-01,-15.693,0.0,0.0
2020-10-01,-20.15,0.0,0.0
2020-11-01,-16.484,0.0,0.0
2020-12-01,-15.577,0.0,0.0
2021-01-01,-15.861,0.0,0.0
2021-02-01,-9.814,0.0,0.0
2021-03-01,-10.66,0.0,0.0
2021-04-01,-16.332,0.0,0.0
2021-05-01,-16.983,0.0,0.0
2021-06-01,-16.052,0.0,0.0
2021-07-01,-11.901,0.0,0.0
2021-08-01,-15.041,0.0,0.0
2021-09-01,-15.143,0.0,0.0
2021-10-01,-17.533,0.0,0.0
2021-11-01,-9.976,0.0,0.0
2021-12-01,-18.704,0.0,0.0
2022-01-01,-10.797,0.0,0.0
2022-02-01,-8.402,0.0,0.0
2022-03-01,-9.143,0.0,0.0
2022-04-01,-7.579,0.0,0.0
2022-05-01,-11.762,0.0,0.0
2022-06-01,-9.823,0.0,0.0
2022-07-01,-8.848,0.0,0.0
2022-08-01,-7.895,0.0,0.0
2022-09-01,-5.891,0.0,0.0
2022-10-01,-8.057,0.0,0.0
2022-11-01,-8.326,0.0,0.0
2022-12-01,-6.477,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,-7.0,0.0,0.0
2023-03-01,-12.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,-4.0,0.0,0.0
2024-02-01,-4.0,0.0,0.0
2024-03-01,-5.0,0.0,0.0
2024-04-01,-5.0,0.0,0.0
2024-05-01,-5.0,0.0,0.0
2024-06-01,-5.0,0.0,0.0
2024-07-01,-5.0,0.0,0.0
2024-08-01,-5.0,0.0,0.0
2024-09-01,-4.0,0.0,0.0
2024-10-01,-4.0,0.0,0.0
2024-11-01,-4.0,0.0,0.0
2024-12-01,-6.0,0.0,0.0
