measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-01-01,-5.441,0.0,0.0,226.872,774.0,774.0
2022-02-01,-5.247,0.0,0.0,253.151,864.0,864.0
2022-03-01,-5.466,0.0,0.0,330.088,1126.0,1126.0
2022-04-01,-5.366,0.0,0.0,428.472,1462.0,1462.0
2022-05-01,-5.081,0.0,0.0,406.14,1386.0,1386.0
2022-06-01,-4.918,0.0,0.0,429.216,1464.0,1464.0
2022-07-01,-5.65,0.0,0.0,382.132,1304.0,1304.0
2022-08-01,-5.171,0.0,0.0,371.724,1268.0,1268.0
2022-09-01,-4.536,0.0,0.0,348.02,1187.0,1187.0
2022-10-01,-4.487,0.0,0.0,291.798,996.0,996.0
2022-11-01,-4.826,0.0,0.0,227.874,778.0,778.0
2022-12-01,-4.811,0.0,0.0,178.513,609.0,609.0
2023-01-01,-5.0,0.0,0.0,230.0,785.0,785.0
2023-02-01,-3.0,0.0,0.0,230.0,785.0,785.0
2023-03-01,-7.0,0.0,0.0,350.0,1194.0,1194.0
2023-04-01,-6.0,0.0,0.0,339.0,1157.0,1157.0
2023-05-01,-4.0,0.0,0.0,377.0,1286.0,1286.0
2023-06-01,-5.0,0.0,0.0,346.0,1181.0,1181.0
2023-07-01,-9.0,0.0,0.0,366.0,1249.0,1249.0
2023-08-01,-12.0,0.0,0.0,358.0,1221.0,1221.0
2023-09-01,-11.0,0.0,0.0,330.0,1126.0,1126.0
2023-10-01,-7.0,0.0,0.0,345.0,1177.0,1177.0
2023-11-01,-15.0,0.0,0.0,289.0,986.0,986.0
2023-12-01,-11.0,0.0,0.0,234.0,798.0,798.0
2024-01-01,-11.0,0.0,0.0,255.0,870.0,870.0
2024-02-01,-11.0,0.0,0.0,298.0,1017.0,1017.0
2024-03-01,-8.0,0.0,0.0,331.0,1129.0,1129.0
2024-04-01,-9.0,0.0,0.0,348.0,1187.0,1187.0
2024-05-01,-11.0,0.0,0.0,353.0,1204.0,1204.0
2024-06-01,-9.0,0.0,0.0,375.0,1280.0,1280.0
2024-07-01,-11.0,0.0,0.0,343.0,1170.0,1170.0
2024-08-01,-13.0,0.0,0.0,370.0,1262.0,1262.0
2024-09-01,-13.0,0.0,0.0,278.0,949.0,949.0
2024-10-01,-13.0,0.0,0.0,374.0,1276.0,1276.0
2024-11-01,-11.0,0.0,0.0,242.0,826.0,826.0
2024-12-01,-13.0,0.0,0.0,230.0,785.0,785.0
