measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2010-01-01,462.62,4513.0,4513.0
2010-02-01,483.58500000000004,4718.0,4718.0
2010-03-01,527.202,5143.0,5143.0
2010-04-01,401.95,3921.0,3921.0
2010-05-01,474.37,4628.0,4628.0
2010-06-01,308.83500000000004,3013.0,3013.0
2010-07-01,376.543,3674.0,3674.0
2010-08-01,252.275,2461.0,2461.0
2010-09-01,364.928,3560.0,3560.0
2010-10-01,834.339,8140.0,8140.0
2010-11-01,697.214,6802.0,6802.0
2010-12-01,817.139,7972.0,7972.0
2011-01-01,438.408,4260.0,4260.0
2011-02-01,528.002,5130.0,5130.0
2011-03-01,498.754,4846.0,4846.0
2011-04-01,445.344,4327.0,4327.0
2011-05-01,278.362,2705.0,2705.0
2011-06-01,251.319,2442.0,2442.0
2011-07-01,277.58,2697.0,2697.0
2011-08-01,276.562,2687.0,2687.0
2011-09-01,286.158,2780.0,2780.0
2011-10-01,590.852,5741.0,5741.0
2011-11-01,658.431,6397.0,6397.0
2011-12-01,542.228,5268.0,5268.0
2012-01-01,406.79,3871.0,3871.0
2012-02-01,401.274,3819.0,3819.0
2012-03-01,369.996,3521.0,3521.0
2012-04-01,391.577,3726.0,3726.0
2012-05-01,220.741,2101.0,2101.0
2012-06-01,259.596,2470.0,2470.0
2012-07-01,237.239,2258.0,2258.0
2012-08-01,210.209,2000.0,2000.0
2012-09-01,288.97,2750.0,2750.0
2012-10-01,380.339,3619.0,3619.0
2012-11-01,302.97,2883.0,2883.0
2012-12-01,518.299,4932.0,4932.0
2013-01-01,455.878,4350.0,4350.0
2013-02-01,346.467,3306.0,3306.0
2013-03-01,387.33,3696.0,3696.0
2013-04-01,354.065,3378.0,3378.0
2013-05-01,269.874,2575.0,2575.0
2013-06-01,287.294,2741.0,2741.0
2013-07-01,208.276,1987.0,1987.0
2013-08-01,224.08,2138.0,2138.0
2013-09-01,250.311,2388.0,2388.0
2013-10-01,351.195,3351.0,3351.0
2013-11-01,441.531,4213.0,4213.0
2013-12-01,461.699,4405.0,4405.0
2014-01-01,567.749,5399.0,5399.0
2014-02-01,442.201,4205.0,4205.0
2014-03-01,472.223,4491.0,4491.0
2014-04-01,425.446,4046.0,4046.0
2014-05-01,342.083,3253.0,3253.0
2014-06-01,215.936,2054.0,2054.0
2014-07-01,238.292,2266.0,2266.0
2014-08-01,214.192,2037.0,2037.0
2014-09-01,256.287,2437.0,2437.0
2014-10-01,441.696,4201.0,4201.0
2014-11-01,432.515,4113.0,4113.0
2014-12-01,321.38,3056.0,3056.0
2015-01-01,561.651,5234.0,5234.0
2015-02-01,356.21,3320.0,3320.0
2015-03-01,474.458,4421.0,4421.0
2015-04-01,479.29,4467.0,4467.0
2015-05-01,351.649,3277.0,3277.0
2015-06-01,354.744,3306.0,3306.0
2015-07-01,240.133,2238.0,2238.0
2015-08-01,233.618,2177.0,2177.0
2015-09-01,288.996,2693.0,2693.0
2015-10-01,575.766,5366.0,5366.0
2015-11-01,533.093,4968.0,4968.0
2015-12-01,453.392,4225.0,4225.0
2016-01-01,343.521,3171.0,3171.0
2016-02-01,434.476,4011.0,4011.0
2016-03-01,399.008,3684.0,3684.0
2016-04-01,305.01,2816.0,2816.0
2016-05-01,306.578,2830.0,2830.0
2016-06-01,276.921,2557.0,2557.0
2016-07-01,247.91,2289.0,2289.0
2016-08-01,246.526,2276.0,2276.0
2016-09-01,272.401,2515.0,2515.0
2016-10-01,335.681,3099.0,3099.0
2016-11-01,328.809,3036.0,3036.0
2016-12-01,403.159,3722.0,3722.0
2017-01-01,472.926,4357.0,4357.0
2017-02-01,535.188,4931.0,4931.0
2017-03-01,540.706,4982.0,4982.0
2017-04-01,394.402,3634.0,3634.0
2017-05-01,390.25,3595.0,3595.0
2017-06-01,355.079,3271.0,3271.0
2017-07-01,229.849,2118.0,2118.0
2017-08-01,292.418,2694.0,2694.0
2017-09-01,306.411,2823.0,2823.0
2017-10-01,458.717,4226.0,4226.0
2017-11-01,552.483,5090.0,5090.0
2017-12-01,559.571,5155.0,5155.0
2018-01-01,456.587,4157.0,4157.0
2018-02-01,317.758,2893.0,2893.0
2018-03-01,488.847,4450.0,4450.0
2018-04-01,421.892,3841.0,3841.0
2018-05-01,257.105,2341.0,2341.0
2018-06-01,247.023,2249.0,2249.0
2018-07-01,206.377,1879.0,1879.0
2018-08-01,203.069,1849.0,1849.0
2018-09-01,210.631,1918.0,1918.0
2018-10-01,385.5,3510.0,3510.0
2018-11-01,424.255,3862.0,3862.0
2018-12-01,299.956,2731.0,2731.0
2019-01-01,365.548,3255.0,3255.0
2019-02-01,394.648,3514.0,3514.0
2019-03-01,405.043,3607.0,3607.0
2019-04-01,374.89,3338.0,3338.0
2019-05-01,239.99,2137.0,2137.0
2019-06-01,220.469,1963.0,1963.0
2019-07-01,171.778,1530.0,1530.0
2019-08-01,163.496,1456.0,1456.0
2019-09-01,238.498,2124.0,2124.0
2019-10-01,305.546,2721.0,2721.0
2019-11-01,379.115,3376.0,3376.0
2019-12-01,421.979,3758.0,3758.0
2020-01-01,303.516,2661.0,2661.0
2020-02-01,323.454,2836.0,2836.0
2020-03-01,407.547,3573.0,3573.0
2020-04-01,468.271,4105.0,4105.0
2020-05-01,388.519,3406.0,3406.0
2020-06-01,214.354,1879.0,1879.0
2020-07-01,225.375,1976.0,1976.0
2020-08-01,253.554,2223.0,2223.0
2020-09-01,284.332,2493.0,2493.0
2020-10-01,302.502,2652.0,2652.0
2020-11-01,501.233,4394.0,4394.0
2020-12-01,460.343,4036.0,4036.0
2021-01-01,269.203,2381.0,2381.0
2021-02-01,328.349,2904.0,2904.0
2021-03-01,447.44,3957.0,3957.0
2021-04-01,357.383,3161.0,3161.0
2021-05-01,380.035,3361.0,3361.0
2021-06-01,258.541,2287.0,2287.0
