measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,375.343,4026.0,4517.0,0.0,0.0,0.0
2001-02-01,,,,360.37,3865.0,4337.0,0.0,0.0,0.0
2001-03-01,,,,369.99100000000004,3969.0,4452.0,0.0,0.0,0.0
2001-04-01,,,,346.803,3720.0,4173.0,0.0,0.0,0.0
2001-05-01,,,,334.115,3584.0,4021.0,0.0,0.0,0.0
2001-06-01,,,,412.533,4425.0,4964.0,0.0,0.0,0.0
2001-07-01,,,,421.57,4522.0,5073.0,0.0,0.0,0.0
2001-08-01,,,,483.90200000000004,5190.0,5823.0,0.0,0.0,0.0
2001-09-01,,,,382.91,4107.0,4608.0,0.0,0.0,0.0
2001-10-01,,,,379.21200000000005,4068.0,4563.0,0.0,0.0,0.0
2001-11-01,,,,383.80100000000004,4117.0,4619.0,0.0,0.0,0.0
2001-12-01,,,,432.45,4639.0,5204.0,0.0,0.0,0.0
2002-01-01,0.0,0.0,0.0,285.301,2417.0,3110.0,,,
2002-02-01,0.0,0.0,0.0,250.52700000000002,2122.0,2731.0,,,
2002-03-01,0.0,0.0,0.0,262.319,2222.0,2859.0,,,
2002-04-01,0.0,0.0,0.0,251.53400000000002,2131.0,2742.0,,,
2002-05-01,0.0,0.0,0.0,267.95,2270.0,2921.0,,,
2002-06-01,0.0,0.0,0.0,295.59700000000004,2504.0,3222.0,,,
2002-07-01,0.0,0.0,0.0,339.19300000000004,2874.0,3697.0,,,
2002-08-01,0.0,0.0,0.0,347.797,2947.0,3791.0,,,
2002-09-01,0.0,0.0,0.0,303.654,2573.0,3310.0,,,
2002-10-01,0.0,0.0,0.0,270.904,2295.0,2953.0,,,
2002-11-01,0.0,0.0,0.0,239.99,2033.0,2616.0,,,
2002-12-01,0.0,0.0,0.0,282.235,2391.0,3076.0,,,
2003-01-01,0.0,0.0,0.0,301.372,2202.0,3133.0,,,
2003-02-01,0.0,0.0,0.0,272.171,1989.0,2829.0,,,
2003-03-01,0.0,0.0,0.0,279.244,2040.0,2902.0,,,
2003-04-01,0.0,0.0,0.0,252.037,1842.0,2620.0,,,
2003-05-01,0.0,0.0,0.0,254.982,1863.0,2650.0,,,
2003-06-01,0.0,0.0,0.0,282.821,2067.0,2940.0,,,
2003-07-01,0.0,0.0,0.0,328.79,2402.0,3417.0,,,
2003-08-01,0.0,0.0,0.0,333.78200000000004,2439.0,3469.0,,,
2003-09-01,0.0,0.0,0.0,281.392,2056.0,2925.0,,,
2003-10-01,0.0,0.0,0.0,269.648,1970.0,2803.0,,,
2003-11-01,0.0,0.0,0.0,264.851,1935.0,2753.0,,,
2003-12-01,0.0,0.0,0.0,298.91,2184.0,3107.0,,,
2004-01-01,116.64463,709.25,1335.11,43.29137,263.23,495.51,,,
2004-02-01,76.02687,462.28,870.18,99.52812999999999,605.18,1139.17,,,
2004-03-01,77.46988999999999,471.06,886.7,113.14911,688.0,1295.08,,,
2004-04-01,103.89955,631.76,1189.23,113.03045,687.29,1293.74,,,
2004-05-01,98.36116,598.09,1125.84,129.84584,789.53,1486.22,,,
2004-06-01,85.16914,517.87,974.85,141.69486,861.58,1621.84,,,
2004-07-01,106.94131,650.26,1224.04,172.28669,1047.59,1971.98,,,
2004-08-01,114.51441,696.31,1310.71,212.18559,1290.2,2428.64,,,
2004-09-01,94.63776999999999,575.44,1083.21,190.49423000000002,1158.3,2180.38,,,
2004-10-01,78.42985,476.89,897.7,167.23215,1016.86,1914.12,,,
2004-11-01,86.52578,526.12,990.37,164.14222,998.07,1878.76,,,
2004-12-01,66.9076,406.83,765.81,176.85240000000002,1075.35,2024.22,,,
2005-01-01,73.81752,448.85,886.59,75.17648,457.11,902.91,,,
2005-02-01,16.99258,103.32,204.09,66.64442,405.23,800.45,,,
2005-03-01,14.579759999999998,88.65,175.11,79.53224,483.59,955.2,,,
2005-04-01,14.589179999999999,88.71,175.22,81.53782,495.79,979.31,,,
2005-05-01,14.711129999999999,89.45,176.69,66.14487,402.19,794.46,,,
2005-06-01,17.820149999999998,108.36,214.03,112.53385,684.26,1351.61,,,
2005-07-01,33.74593,205.19,405.31,145.01707,881.78,1741.74,,,
2005-08-01,29.888479999999998,181.74,358.97,155.04652,942.76,1862.18,,,
