measured_on,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed
2001-01-01,2499.913,10421.0,35948.0
2001-02-01,2487.416,10369.0,35768.0
2001-03-01,3131.58,13055.0,45031.0
2001-04-01,2631.107,10968.0,37834.0
2001-05-01,2571.0170000000003,10718.0,36970.0
2001-06-01,2355.2960000000003,9818.0,33868.0
2001-07-01,2968.2110000000002,12374.0,42682.0
2001-08-01,3107.802,12955.0,44689.0
2001-09-01,2379.909,9921.0,34222.0
2001-10-01,3091.413,12887.0,44453.0
2001-11-01,2331.436,9719.0,33525.0
2001-12-01,2547.8990000000003,10621.0,36638.0
