measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,567.0,6242.0,6242.0
2003-03-01,185.0,3763.0,3763.0
2003-04-01,1312.22,18911.0,18911.0
2003-05-01,491.96,6987.0,6987.0
2003-06-01,176.0,3361.0,3361.0
2003-07-01,1142.0,16924.0,16924.0
2003-08-01,35.28,823.0,823.0
2003-10-01,83.3,1369.0,1369.0
2003-11-01,0.0,0.0,0.0
2003-12-01,34.0,343.0,343.0
2004-01-01,186.823,2779.0,2779.0
2004-02-01,168.988,2514.0,2514.0
2004-03-01,167.53,2492.0,2492.0
2004-04-01,158.255,2354.0,2354.0
2004-05-01,173.923,2587.0,2587.0
2004-06-01,158.482,2357.0,2357.0
2004-07-01,178.31,2652.0,2652.0
2004-08-01,177.889,2646.0,2646.0
2004-09-01,173.264,2577.0,2577.0
2004-10-01,156.63400000000001,2330.0,2330.0
2004-11-01,169.33,2519.0,2519.0
2004-12-01,172.572,2567.0,2567.0
2005-01-01,276.928,4218.46,4218.46
2005-02-01,249.95700000000002,3807.6,3807.6
2005-03-01,269.754,4109.18,4109.18
2005-04-01,271.04900000000004,4128.91,4128.91
2005-05-01,297.695,4534.81,4534.81
2005-06-01,382.372,5824.7,5824.7
2005-07-01,489.635,7458.63,7458.63
2005-08-01,507.41700000000003,7729.52,7729.52
2005-09-01,382.701,5829.71,5829.71
2005-10-01,297.05,4524.98,4524.98
2005-11-01,265.039,4037.36,4037.36
2005-12-01,302.402,4606.51,4606.51
2006-01-01,367.25,5232.0,5232.0
2006-02-01,435.708,6207.0,6207.0
2006-03-01,496.965,7080.0,7080.0
2006-04-01,555.8670000000001,7919.0,7919.0
2006-05-01,643.8330000000001,9172.0,9172.0
2006-06-01,820.418,11687.0,11687.0
2006-07-01,1031.444,14694.0,14694.0
