measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2016-01-01,-34.503,0.0,0.0
2016-02-01,-29.921,0.0,0.0
2016-03-01,-39.265,0.0,0.0
2016-04-01,-37.022,0.0,0.0
2016-05-01,-47.279,0.0,0.0
2016-06-01,-33.758,0.0,0.0
2016-07-01,-46.524,0.0,0.0
2016-08-01,-43.42,0.0,0.0
2016-09-01,-35.247,0.0,0.0
2016-10-01,-51.439,0.0,0.0
2016-11-01,-42.553,0.0,0.0
2016-12-01,-38.069,0.0,0.0
2017-01-01,-34.385,0.0,0.0
2017-02-01,-29.73,0.0,0.0
2017-03-01,-37.149,0.0,0.0
2017-04-01,-38.542,0.0,0.0
2017-05-01,-32.648,0.0,0.0
2017-06-01,-39.61,0.0,0.0
2017-07-01,-39.768,0.0,0.0
2017-08-01,-39.826,0.0,0.0
2017-09-01,-35.384,0.0,0.0
2017-10-01,-34.972,0.0,0.0
2017-11-01,-36.768,0.0,0.0
2017-12-01,-38.218,0.0,0.0
2018-01-01,-69.565,0.0,0.0
2018-02-01,-57.081,0.0,0.0
2018-03-01,-59.043,0.0,0.0
2018-04-01,-50.311,0.0,0.0
2018-05-01,-62.051,0.0,0.0
2018-06-01,-63.562,0.0,0.0
2018-07-01,-67.269,0.0,0.0
2018-08-01,-68.021,0.0,0.0
2018-09-01,-47.319,0.0,0.0
2018-10-01,-59.25,0.0,0.0
2018-11-01,-65.438,0.0,0.0
2018-12-01,-71.09,0.0,0.0
2019-01-01,-73.852,0.0,0.0
2019-02-01,-59.903,0.0,0.0
2019-03-01,-66.081,0.0,0.0
2019-04-01,-65.14,0.0,0.0
2019-05-01,-70.169,0.0,0.0
2019-06-01,-73.04,0.0,0.0
2019-07-01,-74.378,0.0,0.0
2019-08-01,-78.494,0.0,0.0
2019-09-01,-61.639,0.0,0.0
2019-10-01,-33.744,0.0,0.0
2019-11-01,-74.071,0.0,0.0
2019-12-01,-78.489,0.0,0.0
2020-01-01,-53.782,0.0,0.0
2020-02-01,-48.576,0.0,0.0
2020-03-01,-51.909,0.0,0.0
2020-04-01,-53.368,0.0,0.0
2020-05-01,-57.323,0.0,0.0
2020-06-01,-53.226,0.0,0.0
2020-07-01,-57.123,0.0,0.0
2020-08-01,-60.562,0.0,0.0
2020-09-01,-55.385,0.0,0.0
2020-10-01,-58.772,0.0,0.0
2020-11-01,-57.835,0.0,0.0
2020-12-01,-65.139,0.0,0.0
2021-01-01,-26.054,0.0,0.0
2021-02-01,-21.735,0.0,0.0
2021-03-01,-25.399,0.0,0.0
2021-04-01,-23.987,0.0,0.0
2021-05-01,-27.077,0.0,0.0
2021-06-01,-24.498,0.0,0.0
2021-07-01,-24.008,0.0,0.0
2021-08-01,-25.31,0.0,0.0
2021-09-01,-23.594,0.0,0.0
2021-10-01,-20.55,0.0,0.0
2021-11-01,-25.109,0.0,0.0
2021-12-01,-25.679,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,-7.0,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
