measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2014-04-01,730.644,14440.0,14440.0
2014-05-01,635.896,12567.0,12567.0
2014-06-01,645.74,12762.0,12762.0
2014-07-01,657.688,12998.0,12998.0
2014-08-01,627.368,12399.0,12399.0
2014-09-01,552.036,10910.0,10910.0
2014-10-01,630.314,12457.0,12457.0
2014-11-01,940.844,18593.0,18593.0
2014-12-01,696.47,13764.0,13764.0
2015-01-01,835.115,8319.0,8319.0
2015-02-01,770.443,7676.0,7676.0
2015-03-01,953.035,9494.0,9494.0
2015-04-01,1001.963,9982.0,9982.0
2015-05-01,946.421,9429.0,9429.0
2015-06-01,900.906,8976.0,8976.0
2015-07-01,906.767,9033.0,9033.0
2015-08-01,917.759,9143.0,9143.0
2015-09-01,926.291,9228.0,9228.0
2015-10-01,983.114,9795.0,9795.0
2015-11-01,799.907,7969.0,7969.0
2015-12-01,914.279,9109.0,9109.0
2016-01-01,809.867,9357.0,9357.0
2016-02-01,838.661,9690.0,9690.0
2016-03-01,1054.297,12181.0,12181.0
2016-04-01,871.52,10069.0,10069.0
2016-05-01,982.615,11353.0,11353.0
2016-06-01,874.868,10108.0,10108.0
2016-07-01,830.414,9594.0,9594.0
2016-08-01,924.106,10676.0,10676.0
2016-09-01,790.68,9135.0,9135.0
2016-10-01,789.36,9120.0,9120.0
2016-11-01,843.979,9751.0,9751.0
2016-12-01,806.633,9319.0,9319.0
2017-01-01,838.567,7085.0,7085.0
2017-02-01,772.814,6530.0,6530.0
2017-03-01,858.953,7258.0,7258.0
2017-04-01,825.759,6977.0,6977.0
2017-05-01,814.956,6886.0,6886.0
2017-06-01,693.883,5863.0,5863.0
2017-07-01,695.747,5879.0,5879.0
2017-08-01,666.271,5630.0,5630.0
2017-09-01,773.385,6535.0,6535.0
2017-10-01,745.145,6296.0,6296.0
2017-11-01,771.671,6520.0,6520.0
2017-12-01,910.849,7697.0,7697.0
2018-01-01,309.405,2653.0,2653.0
2018-02-01,268.139,2300.0,2300.0
2018-03-01,306.395,2628.0,2628.0
2018-04-01,308.737,2648.0,2648.0
2018-05-01,295.233,2532.0,2532.0
2018-06-01,244.398,2096.0,2096.0
2018-07-01,246.166,2112.0,2112.0
2018-08-01,242.68,2082.0,2082.0
2018-09-01,246.505,2114.0,2114.0
2018-10-01,272.64,2338.0,2338.0
2018-11-01,266.664,2287.0,2287.0
2018-12-01,223.038,1913.0,1913.0
2019-01-01,444.453,4006.0,4006.0
2019-02-01,362.481,3268.0,3268.0
2019-03-01,488.815,4407.0,4407.0
2019-04-01,429.665,3873.0,3873.0
2019-05-01,480.586,4333.0,4333.0
