measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,41.75,431.0,431.0,0.0,0.0,0.0
2003-02-01,36.843,380.0,380.0,0.0,0.0,0.0
2003-03-01,37.911,391.0,391.0,0.0,0.0,0.0
2003-04-01,34.047000000000004,351.0,351.0,0.0,0.0,0.0
2003-05-01,34.745,358.0,358.0,0.0,0.0,0.0
2003-06-01,36.848,380.0,380.0,0.0,0.0,0.0
2003-07-01,42.615,440.0,440.0,0.0,0.0,0.0
2003-08-01,45.182,466.0,466.0,0.0,0.0,0.0
2003-09-01,37.862,391.0,391.0,0.0,0.0,0.0
2003-10-01,35.515,366.0,366.0,0.0,0.0,0.0
2003-11-01,35.397,365.0,365.0,0.0,0.0,0.0
2003-12-01,39.286,405.0,405.0,0.0,0.0,0.0
2004-01-01,52.55,549.0,549.0,0.0,0.0,0.0
2004-02-01,13.698,143.0,143.0,0.0,0.0,0.0
2004-03-01,1.8840000000000001,20.0,20.0,0.0,0.0,0.0
2004-04-01,13.454,141.0,141.0,0.0,0.0,0.0
2004-05-01,14.296000000000001,149.0,149.0,0.0,0.0,0.0
2004-06-01,19.074,199.0,199.0,0.0,0.0,0.0
2004-07-01,27.218,284.0,284.0,0.0,0.0,0.0
2004-08-01,30.421000000000003,318.0,318.0,0.0,0.0,0.0
2004-09-01,24.072000000000003,252.0,252.0,0.0,0.0,0.0
2004-10-01,34.16,357.0,357.0,0.0,0.0,0.0
2004-11-01,29.254,306.0,306.0,0.0,0.0,0.0
2004-12-01,31.919,333.0,333.0,0.0,0.0,0.0
2005-01-01,44.72,467.23,467.23,,,
2005-02-01,15.364,160.53,160.53,,,
2005-03-01,17.03,177.92,177.92,,,
2005-04-01,20.628,215.52,215.52,,,
2005-05-01,19.158,200.16,200.16,,,
2005-06-01,24.865,259.79,259.79,,,
2005-07-01,25.309,264.43,264.43,,,
2005-08-01,29.732000000000003,310.64,310.64,,,
2005-09-01,19.463,203.35,203.35,,,
2005-10-01,21.614,225.82,225.82,,,
2005-11-01,17.376,181.54,181.54,,,
2005-12-01,36.741,383.87,383.87,,,
2006-01-01,22.33,228.0,228.0,,,
2006-02-01,11.684000000000001,119.0,119.0,,,
2006-03-01,9.815,100.0,100.0,,,
2006-04-01,18.801000000000002,192.0,192.0,,,
2006-05-01,17.574,180.0,180.0,,,
2006-06-01,15.974,163.0,163.0,,,
2006-07-01,23.138,236.0,236.0,,,
2006-08-01,22.444000000000003,229.0,229.0,,,
2006-09-01,10.311,105.0,105.0,,,
2006-10-01,10.892000000000001,111.0,111.0,,,
2006-11-01,12.826,131.0,131.0,,,
2006-12-01,14.211,145.0,145.0,,,
2007-01-01,8.729000000000001,92.0,92.0,0.0,0.0,0.0
2007-02-01,17.405,184.0,184.0,0.0,0.0,0.0
2007-03-01,11.229000000000001,121.0,121.0,0.0,0.0,0.0
2007-04-01,11.755,121.0,121.0,0.0,0.0,0.0
2007-05-01,10.296000000000001,109.0,109.0,0.0,0.0,0.0
2007-06-01,10.115,104.0,104.0,0.0,0.0,0.0
2007-07-01,10.802000000000001,115.0,115.0,0.0,0.0,0.0
2007-08-01,12.805,132.0,132.0,0.0,0.0,0.0
2007-09-01,14.956000000000001,156.0,156.0,0.0,0.0,0.0
2007-10-01,16.769000000000002,179.0,179.0,0.0,0.0,0.0
2007-11-01,16.657,173.0,173.0,0.0,0.0,0.0
2007-12-01,13.323,138.0,138.0,0.0,0.0,0.0
2008-01-01,11.272,115.0,115.0,0.0,0.0,0.0
2008-02-01,9.376000000000001,104.0,104.0,0.0,0.0,0.0
2008-03-01,8.159,86.0,86.0,0.0,0.0,0.0
2008-04-01,8.322000000000001,92.0,92.0,0.0,0.0,0.0
2008-05-01,9.373000000000001,104.0,104.0,0.0,0.0,0.0
2008-06-01,6.659000000000001,75.0,75.0,0.0,0.0,0.0
2008-07-01,5.555000000000001,58.0,58.0,0.0,0.0,0.0
2008-08-01,7.904000000000001,86.0,86.0,0.0,0.0,0.0
2008-09-01,8.067,86.0,86.0,0.0,0.0,0.0
2008-10-01,7.1240000000000006,75.0,75.0,0.0,0.0,0.0
2008-11-01,8.851,98.0,98.0,0.0,0.0,0.0
2008-12-01,8.318,92.0,92.0,0.0,0.0,0.0
2009-01-01,7.304,75.0,75.0,0.0,0.0,0.0
2009-02-01,2.895,29.0,29.0,0.0,0.0,0.0
2009-03-01,7.807,81.0,81.0,0.0,0.0,0.0
2009-04-01,6.212000000000001,64.0,64.0,0.0,0.0,0.0
2009-05-01,5.11,52.0,52.0,0.0,0.0,0.0
2009-06-01,6.7090000000000005,70.0,70.0,0.0,0.0,0.0
2009-07-01,5.882000000000001,64.0,64.0,0.0,0.0,0.0
2009-08-01,5.612,58.0,58.0,0.0,0.0,0.0
2009-09-01,3.61,41.0,41.0,0.0,0.0,0.0
2009-10-01,5.682,58.0,58.0,0.0,0.0,0.0
2009-11-01,4.829000000000001,52.0,52.0,0.0,0.0,0.0
2009-12-01,4.348,46.0,46.0,0.0,0.0,0.0
2010-01-01,5.304,52.0,52.0,0.0,0.0,0.0
2010-02-01,4.772,52.0,52.0,0.0,0.0,0.0
2010-03-01,6.075,64.0,64.0,0.0,0.0,0.0
2010-04-01,5.61,64.0,64.0,0.0,0.0,0.0
2010-05-01,5.688000000000001,64.0,64.0,0.0,0.0,0.0
2010-06-01,6.182,70.0,70.0,0.0,0.0,0.0
2010-07-01,5.5,58.0,58.0,0.0,0.0,0.0
2010-08-01,7.0280000000000005,75.0,75.0,0.0,0.0,0.0
2010-09-01,5.168,58.0,58.0,0.0,0.0,0.0
2010-10-01,5.07,58.0,58.0,0.0,0.0,0.0
2010-11-01,4.801,52.0,52.0,0.0,0.0,0.0
2010-12-01,4.8020000000000005,52.0,52.0,0.0,0.0,0.0
2011-01-01,13.233,157.0,157.0,0.0,0.0,0.0
2011-02-01,6.403,75.0,75.0,0.0,0.0,0.0
2011-03-01,6.838,81.0,81.0,0.0,0.0,0.0
2011-04-01,5.865,70.0,70.0,0.0,0.0,0.0
2011-05-01,11.192,128.0,128.0,0.0,0.0,0.0
2011-06-01,10.003,116.0,116.0,0.0,0.0,0.0
