measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2020-03-01,884.126,8594.0,8594.0
2020-04-01,905.129,8799.0,8799.0
2020-05-01,802.488,7801.0,7801.0
2020-06-01,1072.891,10429.0,10429.0
2020-07-01,1289.704,12537.0,12537.0
2020-08-01,1149.061,11170.0,11170.0
2020-09-01,1012.853,9846.0,9846.0
2020-10-01,826.768,8037.0,8037.0
2020-11-01,924.298,8985.0,8985.0
2020-12-01,1042.682,10136.0,10136.0
2021-01-01,245.471,2305.0,2305.0
2021-02-01,226.157,2122.0,2122.0
2021-03-01,252.422,2368.0,2368.0
2021-04-01,193.73,1818.0,1818.0
2021-05-01,216.548,2031.0,2031.0
2021-06-01,278.26,2611.0,2611.0
2021-07-01,283.428,2659.0,2659.0
2021-08-01,304.825,2860.0,2860.0
2021-09-01,256.48,2406.0,2406.0
2021-10-01,221.069,2075.0,2075.0
2021-11-01,304.162,2854.0,2854.0
2021-12-01,262.448,2463.0,2463.0
2022-01-01,3265.485,30345.0,30345.0
2022-02-01,2640.877,24540.0,24540.0
2022-03-01,3386.659,31470.0,31470.0
2022-04-01,2679.979,24904.0,24904.0
2022-05-01,2827.095,26271.0,26271.0
2022-06-01,3651.429,33931.0,33931.0
2022-07-01,4333.273,40268.0,40268.0
2022-08-01,4391.479,40808.0,40808.0
2022-09-01,3882.924,36083.0,36083.0
2022-10-01,3101.43,28821.0,28821.0
2022-11-01,3416.568,31749.0,31749.0
2022-12-01,2855.802,26538.0,26538.0
2023-01-01,3168.185,2658.0,2658.0
2023-02-01,2717.008,2281.0,2281.0
2023-03-01,3427.575,2877.0,2877.0
2023-04-01,3232.906,2713.0,2713.0
2023-05-01,2558.656,2147.0,2147.0
2023-06-01,3835.536,3220.0,3220.0
2023-07-01,3874.738,3253.0,3253.0
2023-08-01,3498.755,2937.0,2937.0
2023-09-01,3311.751,2780.0,2780.0
2023-10-01,2856.129,2397.0,2397.0
2023-11-01,3391.162,2847.0,2847.0
2023-12-01,3278.599,2752.0,2752.0
2024-01-01,3416.0,31925.0,31925.0
2024-02-01,3246.0,30529.0,30529.0
2024-03-01,3479.0,33334.0,33334.0
2024-04-01,3325.0,31899.0,31899.0
2024-05-01,3380.0,32978.0,32978.0
2024-06-01,3108.0,30382.0,30382.0
2024-07-01,3078.0,30413.0,30413.0
2024-08-01,3235.0,32050.0,32050.0
2024-09-01,3094.0,30763.0,30763.0
2024-10-01,3289.0,32590.0,32590.0
2024-11-01,3190.0,31719.0,31719.0
2024-12-01,3079.0,30441.0,30441.0
