measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,95.19,1314.0,1314.0
2003-02-01,87.819,1212.0,1212.0
2003-03-01,80.396,1110.0,1110.0
2003-04-01,84.792,1170.0,1170.0
2003-05-01,84.352,1164.0,1164.0
2003-06-01,84.036,1160.0,1160.0
2003-07-01,92.44,1276.0,1276.0
2003-08-01,97.14,1341.0,1341.0
2003-09-01,86.908,1200.0,1200.0
2003-10-01,72.958,1007.0,1007.0
2003-11-01,64.345,888.0,888.0
2003-12-01,93.623,1292.0,1292.0
2004-01-01,103.256,1396.0,1396.0
2004-02-01,154.88400000000001,2094.0,2094.0
2004-03-01,51.628,698.0,698.0
2004-04-01,88.505,1197.0,1197.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,115.548,1562.0,1562.0
2004-08-01,226.179,3058.0,3058.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,104.908,1492.22,1492.22
2005-02-01,36.043,512.68,512.68
2005-03-01,39.949000000000005,568.24,568.24
2005-04-01,48.39,688.3,688.3
2005-05-01,44.942,639.26,639.26
2005-06-01,58.33,829.7,829.7
2005-07-01,59.373000000000005,844.52,844.52
2005-08-01,69.74900000000001,992.11,992.11
2005-09-01,45.658,649.45,649.45
2005-10-01,50.704,721.22,721.22
2005-11-01,40.762,579.8,579.8
2005-12-01,86.19,1225.97,1225.97
2006-01-01,79.916,1155.0,1155.0
2006-02-01,41.818000000000005,605.0,605.0
2006-03-01,35.127,508.0,508.0
2006-04-01,67.288,973.0,973.0
2006-05-01,62.897000000000006,909.0,909.0
2006-06-01,57.169000000000004,826.0,826.0
2006-07-01,82.811,1197.0,1197.0
2006-08-01,80.32600000000001,1161.0,1161.0
2006-09-01,36.903,534.0,534.0
2006-10-01,38.982,564.0,564.0
2006-11-01,45.902,664.0,664.0
2006-12-01,50.86,735.0,735.0
2007-01-01,41.458000000000006,599.0,599.0
2007-02-01,48.814,710.0,710.0
2007-03-01,45.557,663.0,663.0
2007-04-01,14.901000000000002,215.0,215.0
