measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-11-01,155.416,530.0,530.0
2022-12-01,148.584,507.0,507.0
2023-01-01,258.0,880.0,880.0
2023-02-01,290.0,989.0,989.0
2023-03-01,491.0,1675.0,1675.0
2023-04-01,552.0,1883.0,1883.0
2023-05-01,579.0,1976.0,1976.0
2023-06-01,590.0,2013.0,2013.0
2023-07-01,620.0,2115.0,2115.0
2023-08-01,554.0,1890.0,1890.0
2023-09-01,502.0,1713.0,1713.0
2023-10-01,443.0,1512.0,1512.0
2023-11-01,329.0,1123.0,1123.0
2023-12-01,260.0,887.0,887.0
2024-01-01,296.0,1010.0,1010.0
2024-02-01,364.0,1242.0,1242.0
2024-03-01,449.0,1532.0,1532.0
2024-04-01,529.0,1805.0,1805.0
2024-05-01,569.0,1941.0,1941.0
2024-06-01,642.0,2191.0,2191.0
2024-07-01,521.0,1778.0,1778.0
2024-08-01,659.0,2249.0,2249.0
2024-09-01,394.0,1344.0,1344.0
2024-10-01,454.0,1549.0,1549.0
2024-11-01,248.0,846.0,846.0
2024-12-01,258.0,880.0,880.0
