measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,3007.0,23602.0,23602.0,15185.5,170922.5,170922.5
2001-02-01,0.0,0.0,0.0,29451.5,317140.5,317140.5
2001-03-01,0.0,0.0,0.0,28312.5,301077.5,301077.5
2001-04-01,0.0,0.0,0.0,26884.5,273804.0,273804.0
2001-05-01,0.0,0.0,0.0,33374.0,358996.0,358996.0
2001-06-01,0.0,0.0,0.0,32400.5,349572.0,349572.0
2001-07-01,0.0,0.0,0.0,43231.0,459820.0,459820.0
2001-08-01,0.0,0.0,0.0,36722.0,390522.5,390522.5
2001-09-01,0.0,0.0,0.0,28990.5,313608.5,313608.5
2001-10-01,0.0,0.0,0.0,802.0,6857.0,6857.0
2001-11-01,0.0,0.0,0.0,6497.0,70571.5,70571.5
2001-12-01,0.0,0.0,0.0,25708.0,265280.0,265280.0
2002-01-01,0.0,0.0,0.0,21562.0,224218.0,224218.0
2002-02-01,0.0,0.0,0.0,6189.0,66862.0,66862.0
2002-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0,12633.0,152540.0,152540.0
2002-05-01,0.0,0.0,0.0,16033.0,180673.0,180673.0
2002-06-01,0.0,0.0,0.0,59847.0,605322.0,605322.0
2002-07-01,0.0,0.0,0.0,1468.0,18871.0,18871.0
2002-08-01,0.0,0.0,0.0,2128.0,27759.0,27759.0
2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0
