measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2023-04-01,3.192,49.0,49.0
2023-05-01,4.557,67.0,67.0
2023-06-01,5.264,78.0,78.0
2023-07-01,5.773,85.0,85.0
2023-08-01,6.354,95.0,95.0
2023-09-01,5.353,79.0,79.0
2023-10-01,3.951,59.0,59.0
2023-11-01,3.663,54.0,54.0
2023-12-01,3.893,58.0,58.0
2024-01-01,17.712,251.0,251.0
2024-02-01,12.229,173.0,173.0
2024-03-01,13.878,196.0,196.0
2024-04-01,13.038,184.0,184.0
2024-05-01,17.421,246.0,246.0
2024-06-01,19.654,277.0,277.0
2024-07-01,21.244,300.0,300.0
2024-08-01,24.005,338.0,338.0
2024-09-01,19.917,281.0,281.0
2024-10-01,17.253,244.0,244.0
2024-11-01,13.822,194.0,194.0
2024-12-01,14.827,209.0,209.0
