measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,219.47,2790.0,2790.0
2003-02-01,174.196,2215.0,2215.0
2003-03-01,198.13400000000001,2519.0,2519.0
2003-04-01,194.937,2478.0,2478.0
2003-05-01,236.068,3001.0,3001.0
2003-06-01,238.048,3026.0,3026.0
2003-07-01,256.25800000000004,3258.0,3258.0
2003-08-01,250.30300000000003,3182.0,3182.0
2003-09-01,240.401,3056.0,3056.0
2003-10-01,204.58100000000002,2601.0,2601.0
2003-11-01,196.845,2503.0,2503.0
2003-12-01,199.75900000000001,2540.0,2540.0
2004-01-01,7.0280000000000005,92.0,92.0
2004-02-01,3.9890000000000003,52.0,52.0
2004-03-01,0.0,0.0,0.0
2004-04-01,8.167,106.0,106.0
2004-05-01,31.72,413.0,413.0
2004-06-01,495.74600000000004,6457.0,6457.0
2004-07-01,724.055,9431.0,9431.0
2004-08-01,7.978000000000001,104.0,104.0
2004-09-01,49.954,651.0,651.0
2004-10-01,7.598000000000001,99.0,99.0
2004-11-01,10.827,141.0,141.0
2004-12-01,4.938000000000001,64.0,64.0
2005-01-01,165.08100000000002,2247.5,2247.5
2005-02-01,83.783,1140.66,1140.66
2005-03-01,101.40100000000001,1380.53,1380.53
2005-04-01,105.662,1438.54,1438.54
2005-05-01,124.504,1695.07,1695.07
2005-06-01,112.725,1534.7,1534.7
2005-07-01,180.502,2457.46,2457.46
2005-08-01,199.752,2719.54,2719.54
2005-09-01,198.366,2700.67,2700.67
2005-10-01,118.364,1611.48,1611.48
2005-11-01,94.345,1284.47,1284.47
2005-12-01,205.515,2798.0,2798.0
2006-01-01,50.149,671.0,671.0
2006-02-01,49.627,664.0,664.0
2006-03-01,43.512,582.0,582.0
2006-04-01,57.4,768.0,768.0
2006-05-01,51.875,694.0,694.0
2006-06-01,62.041000000000004,830.0,830.0
2006-07-01,60.184000000000005,805.0,805.0
2006-08-01,64.77,867.0,867.0
2006-09-01,46.013000000000005,616.0,616.0
2006-10-01,59.225,792.0,792.0
2006-11-01,51.694,692.0,692.0
2006-12-01,57.51,769.0,769.0
2007-01-01,22.251,354.0,354.0
2007-02-01,43.727000000000004,690.0,690.0
2007-03-01,24.787000000000003,389.0,389.0
2007-04-01,51.586000000000006,812.0,812.0
2007-05-01,52.047000000000004,824.0,824.0
2007-06-01,57.458000000000006,905.0,905.0
2007-07-01,64.529,1015.0,1015.0
2007-08-01,92.571,1462.0,1462.0
2007-09-01,59.24,934.0,934.0
2007-10-01,56.84,899.0,899.0
2007-11-01,20.911,331.0,331.0
2007-12-01,13.054,203.0,203.0
2008-01-01,0.052000000000000005,325.0,325.0
2008-02-01,0.045000000000000005,290.0,290.0
2008-03-01,0.051000000000000004,325.0,325.0
2008-04-01,0.1,638.0,638.0
2008-05-01,0.10200000000000001,650.0,650.0
2008-06-01,0.14400000000000002,916.0,916.0
2008-07-01,0.092,586.0,586.0
2008-08-01,0.114,731.0,731.0
2008-09-01,0.14200000000000002,905.0,905.0
2008-10-01,0.067,429.0,429.0
2008-11-01,0.04,255.0,255.0
2008-12-01,0.031,197.0,197.0
2009-01-01,0.0,110.0,110.0
2009-02-01,0.0,133.0,133.0
2009-03-01,0.0,87.0,87.0
2009-04-01,0.0,133.0,133.0
2009-05-01,0.0,208.0,208.0
2009-06-01,0.0,237.0,237.0
2009-07-01,0.0,214.0,214.0
2009-08-01,0.0,232.0,232.0
2009-09-01,0.0,168.0,168.0
2009-10-01,0.0,185.0,185.0
2009-11-01,0.0,58.0,58.0
2009-12-01,0.0,17.0,17.0
2010-01-01,0.0,1260.0,1260.0
2010-02-01,0.0,64.0,64.0
2010-03-01,0.0,185.0,185.0
2010-04-01,0.0,179.0,179.0
2010-05-01,0.0,462.0,462.0
2010-06-01,0.0,971.0,971.0
2010-07-01,0.0,682.0,682.0
2010-08-01,0.0,688.0,688.0
2010-09-01,0.0,312.0,312.0
2010-10-01,0.0,104.0,104.0
2010-11-01,0.0,35.0,35.0
2010-12-01,0.0,526.0,526.0
2011-01-01,-43.496,80.0,80.0
2011-02-01,-10.697,20.0,20.0
2011-03-01,-39.804,67.0,67.0
2011-04-01,-104.0,181.0,181.0
2011-05-01,-52.43,94.0,94.0
2011-06-01,-32.218,54.0,54.0
2011-07-01,-27.142,47.0,47.0
2011-08-01,-19.787,34.0,34.0
2011-09-01,-20.48,34.0,34.0
2011-10-01,-13.604,27.0,27.0
2011-11-01,-14.959,27.0,27.0
2011-12-01,-7.383,13.0,13.0
2012-01-01,-21.68,33.0,33.0
2012-02-01,-9.566,11.0,11.0
2012-03-01,-19.833,28.0,28.0
2012-04-01,-26.403,39.0,39.0
2012-05-01,-36.833,50.0,50.0
2012-06-01,-73.693,105.0,105.0
2012-07-01,-68.729,94.0,94.0
2012-08-01,-55.254,77.0,77.0
2012-09-01,-20.824,28.0,28.0
2012-10-01,-27.366,39.0,39.0
2012-11-01,-7.068,11.0,11.0
2012-12-01,-9.751,11.0,11.0
2013-01-01,-16.796,52.0,52.0
2013-02-01,-22.786,70.0,70.0
2013-03-01,-47.593,145.0,145.0
2013-04-01,-55.988,174.0,174.0
2013-05-01,-34.581,104.0,104.0
2013-06-01,-22.844,70.0,70.0
2013-07-01,-34.491,104.0,104.0
2013-08-01,-58.113,180.0,180.0
2013-09-01,-9.739,29.0,29.0
2013-10-01,-12.383,41.0,41.0
2013-11-01,-24.809,75.0,75.0
2013-12-01,-37.877,116.0,116.0
2014-01-01,-15.837,99.0,99.0
2014-02-01,-9.058,58.0,58.0
2014-03-01,-28.118,174.0,174.0
2014-04-01,-74.753,470.0,470.0
2014-05-01,-29.897,186.0,186.0
2014-06-01,-25.373,157.0,157.0
2014-07-01,-23.739,151.0,151.0
2014-08-01,-21.193,133.0,133.0
2014-09-01,-5.395,35.0,35.0
2014-10-01,-13.565,87.0,87.0
2014-11-01,-20.949,133.0,133.0
2014-12-01,-12.123,75.0,75.0
2015-01-01,-36.276,260.0,260.0
2015-02-01,-19.071,138.0,138.0
2015-03-01,-10.098,75.0,75.0
2015-04-01,-18.25,133.0,133.0
2015-05-01,-11.271,81.0,81.0
2015-06-01,-28.538,202.0,202.0
2015-07-01,-10.844,75.0,75.0
2015-08-01,-11.06,81.0,81.0
2015-09-01,-13.493,98.0,98.0
2015-10-01,-13.808,98.0,98.0
2015-11-01,-39.798,283.0,283.0
2015-12-01,-7.493,52.0,52.0
2016-01-01,-6.1,147.0,147.0
2016-02-01,-2.402,55.0,55.0
2016-03-01,-5.251,122.0,122.0
2016-04-01,-6.543,153.0,153.0
2016-05-01,-3.489,79.0,79.0
2016-06-01,-11.911,281.0,281.0
2016-07-01,-36.104,849.0,849.0
2016-08-01,-26.69,623.0,623.0
2016-09-01,-3.567,86.0,86.0
2016-10-01,-9.76,226.0,226.0
2016-11-01,-12.482,293.0,293.0
2016-12-01,-6.701,159.0,159.0
2017-01-01,-23.138,126.0,126.0
2017-02-01,-45.494,240.0,240.0
2017-03-01,-70.65,366.0,366.0
2017-04-01,-43.082,222.0,222.0
2017-05-01,-26.307,138.0,138.0
2017-06-01,-18.249,96.0,96.0
2017-07-01,-15.905,84.0,84.0
2017-08-01,-18.942,96.0,96.0
2017-09-01,-18.353,96.0,96.0
2017-10-01,-10.79,54.0,54.0
2017-11-01,-19.358,102.0,102.0
2017-12-01,-20.732,108.0,108.0
2018-01-01,-248.962,143.0,143.0
2018-02-01,-27.401,17.0,17.0
2018-03-01,-55.624,33.0,33.0
2018-04-01,-77.473,44.0,44.0
2018-05-01,-110.299,66.0,66.0
2018-06-01,-108.169,61.0,61.0
2018-07-01,-58.222,33.0,33.0
2018-08-01,-127.019,72.0,72.0
2018-09-01,-190.834,110.0,110.0
2018-10-01,-91.245,55.0,55.0
2018-11-01,-37.55,22.0,22.0
2018-12-01,-97.202,55.0,55.0
2019-01-01,-6.801,29.0,29.0
2019-02-01,-10.553,47.0,47.0
2019-03-01,-26.124,111.0,111.0
2019-04-01,-18.197,82.0,82.0
2019-05-01,-15.764,70.0,70.0
2019-06-01,-19.041,82.0,82.0
2019-07-01,-44.345,193.0,193.0
2019-08-01,-43.179,187.0,187.0
2019-09-01,-13.411,58.0,58.0
2019-10-01,-30.268,134.0,134.0
2019-11-01,-11.677,53.0,53.0
2019-12-01,-20.64,88.0,88.0
2020-01-01,-28.534,197.0,197.0
2020-02-01,-22.106,157.0,157.0
2020-03-01,-11.908,81.0,81.0
2020-04-01,-11.983,81.0,81.0
2020-05-01,-20.894,145.0,145.0
2020-06-01,-22.32,157.0,157.0
2020-07-01,-19.129,133.0,133.0
2020-08-01,-16.314,116.0,116.0
2020-09-01,-14.964,104.0,104.0
2020-10-01,-19.867,139.0,139.0
2020-11-01,-10.026,70.0,70.0
2020-12-01,-17.955,128.0,128.0
2021-01-01,-18.845,116.0,116.0
2021-02-01,-46.215,264.0,264.0
2021-03-01,-16.513,94.0,94.0
2021-04-01,-17.18,99.0,99.0
2021-05-01,-20.165,116.0,116.0
2021-06-01,-25.696,149.0,149.0
2021-07-01,-13.572,77.0,77.0
2021-08-01,-16.415,94.0,94.0
2021-09-01,-12.745,72.0,72.0
2021-10-01,-22.907,132.0,132.0
2021-11-01,-7.635,44.0,44.0
2021-12-01,-21.112,121.0,121.0
2022-01-01,-9.999,46.0,46.0
2022-02-01,-6.866,29.0,29.0
2022-03-01,-57.393,255.0,255.0
2022-04-01,-9.296,41.0,41.0
2022-05-01,-6.429,29.0,29.0
2022-06-01,-7.783,35.0,35.0
2022-07-01,-8.346,35.0,35.0
2022-08-01,-9.286,41.0,41.0
2022-09-01,-12.186,52.0,52.0
2022-10-01,-8.654,41.0,41.0
2022-11-01,-9.496,41.0,41.0
2022-12-01,-28.266,128.0,128.0
2023-01-01,-0.079,6.0,6.0
2023-02-01,-0.073,6.0,6.0
2023-03-01,-0.08,6.0,6.0
2023-04-01,-0.105,6.0,6.0
2023-05-01,-0.111,12.0,12.0
2023-06-01,-0.082,6.0,6.0
2023-07-01,-0.088,6.0,6.0
2023-08-01,-0.141,12.0,12.0
2023-09-01,-0.06,6.0,6.0
2023-10-01,-0.067,6.0,6.0
2023-11-01,-0.061,6.0,6.0
2023-12-01,-0.053,6.0,6.0
2024-01-01,3.083,35.0,35.0
2024-02-01,2.698,29.0,29.0
2024-03-01,2.495,23.0,23.0
2024-04-01,16.705,162.0,162.0
2024-05-01,4.379,41.0,41.0
2024-06-01,1.957,17.0,17.0
2024-07-01,2.085,23.0,23.0
2024-08-01,3.688,35.0,35.0
2024-09-01,2.932,29.0,29.0
2024-10-01,2.26,23.0,23.0
2024-11-01,1.729,17.0,17.0
2024-12-01,2.049,17.0,17.0
