measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.185,4.0,4.0,,,,244.573,4450.0,4450.0
2003-02-01,0.153,3.0,3.0,,,,202.09300000000002,3677.0,3677.0
2003-03-01,0.163,3.0,3.0,,,,214.62300000000002,3905.0,3905.0
2003-04-01,0.155,3.0,3.0,,,,204.429,3719.0,3719.0
2003-05-01,0.16,3.0,3.0,,,,210.548,3831.0,3831.0
2003-06-01,0.168,3.0,3.0,,,,222.121,4041.0,4041.0
2003-07-01,0.203,4.0,4.0,,,,267.403,4865.0,4865.0
2003-08-01,0.196,4.0,4.0,,,,258.475,4702.0,4702.0
2003-09-01,0.158,3.0,3.0,,,,208.11100000000002,3786.0,3786.0
2003-10-01,0.151,3.0,3.0,,,,198.886,3618.0,3618.0
2003-11-01,0.126,3.0,3.0,,,,166.612,3031.0,3031.0
2003-12-01,0.183,4.0,4.0,,,,242.125,4405.0,4405.0
2004-01-01,0.0,0.0,0.0,,,,35.053000000000004,757.0,757.0
2004-02-01,0.0,0.0,0.0,,,,47.005,1015.0,1015.0
2004-03-01,0.0,0.0,0.0,,,,210.317,4540.0,4540.0
2004-04-01,0.0,0.0,0.0,,,,72.51700000000001,1565.0,1565.0
2004-05-01,0.0,0.0,0.0,,,,316.868,6840.0,6840.0
2004-06-01,0.0,0.0,0.0,,,,315.582,6812.0,6812.0
2004-07-01,0.0,0.0,0.0,,,,461.153,9954.0,9954.0
2004-08-01,0.0,0.0,0.0,,,,606.67,13095.0,13095.0
2004-09-01,0.0,0.0,0.0,,,,221.197,4775.0,4775.0
2004-10-01,0.0,0.0,0.0,,,,12.703000000000001,274.0,274.0
2004-11-01,0.0,0.0,0.0,,,,44.164,953.0,953.0
2004-12-01,0.0,0.0,0.0,,,,42.771,923.0,923.0
2005-01-01,0.195,3.97,3.97,,,,320.31600000000003,5804.79,5804.79
2005-02-01,0.099,2.01,2.01,,,,265.908,4818.81,4818.81
2005-03-01,0.12,2.44,2.44,,,,329.30600000000004,5967.7,5967.7
2005-04-01,0.125,2.54,2.54,,,,324.468,5880.03,5880.03
2005-05-01,0.14700000000000002,2.99,2.99,,,,382.495,6931.61,6931.61
2005-06-01,0.133,2.71,2.71,,,,482.72,8747.88,8747.88
2005-07-01,0.21400000000000002,4.34,4.34,,,,604.9920000000001,10963.7,10963.7
2005-08-01,0.23600000000000002,4.8,4.8,,,,626.706,11357.21,11357.21
2005-09-01,0.235,4.77,4.77,,,,476.884,8642.13,8642.13
2005-10-01,0.14,2.84,2.84,,,,380.97200000000004,6904.01,6904.01
2005-11-01,0.112,2.27,2.27,,,,325.033,5890.26,5890.26
2005-12-01,0.24300000000000002,4.94,4.94,,,,317.19800000000004,5748.29,5748.29
2006-01-01,0.23,4.0,4.0,,,,115.128,2144.0,2144.0
2006-02-01,0.228,4.0,4.0,,,,136.589,2543.0,2543.0
2006-03-01,0.2,3.0,3.0,,,,155.792,2901.0,2901.0
2006-04-01,0.263,5.0,5.0,,,,174.257,3245.0,3245.0
2006-05-01,0.23800000000000002,4.0,4.0,,,,201.833,3758.0,3758.0
2006-06-01,0.285,5.0,5.0,,,,257.19,4789.0,4789.0
2006-07-01,0.276,5.0,5.0,,,,323.344,6021.0,6021.0
2006-08-01,0.29700000000000004,5.0,5.0,,,,327.422,6097.0,6097.0
2006-09-01,0.21100000000000002,4.0,4.0,,,,222.77900000000002,4148.0,4148.0
2006-10-01,0.272,5.0,5.0,,,,201.70600000000002,3756.0,3756.0
2006-11-01,0.23700000000000002,4.0,4.0,,,,149.798,2789.0,2789.0
2006-12-01,0.264,5.0,5.0,,,,156.161,2908.0,2908.0
2007-01-01,,,,0.0,0.0,0.0,18.198,319.0,319.0
2007-02-01,,,,0.0,0.0,0.0,53.806000000000004,945.0,945.0
2007-03-01,,,,0.0,0.0,0.0,32.459,570.0,570.0
2007-04-01,,,,0.0,0.0,0.0,15.18,266.0,266.0
2007-05-01,,,,0.0,0.0,0.0,139.497,2449.0,2449.0
2007-06-01,,,,0.0,0.0,0.0,240.115,4215.0,4215.0
2007-07-01,,,,0.0,0.0,0.0,447.25100000000003,7852.0,7852.0
2007-08-01,,,,0.0,0.0,0.0,809.022,14203.0,14203.0
2007-09-01,,,,0.0,0.0,0.0,213.51100000000002,3748.0,3748.0
2007-10-01,,,,0.0,0.0,0.0,129.012,2265.0,2265.0
2007-11-01,,,,0.0,0.0,0.0,17.354,305.0,305.0
2007-12-01,,,,0.0,0.0,0.0,137.616,2416.0,2416.0
2008-01-01,0.0,0.0,0.0,,,,8.402000000000001,152.0,152.0
2008-02-01,0.0,0.0,0.0,,,,3.156,57.0,57.0
2008-03-01,0.0,0.0,0.0,,,,4.563000000000001,82.0,82.0
2008-04-01,0.0,0.0,0.0,,,,8.456000000000001,153.0,153.0
2008-05-01,0.0,0.0,0.0,,,,8.578000000000001,155.0,155.0
2008-06-01,0.0,0.0,0.0,,,,13.714,247.0,247.0
2008-07-01,0.0,0.0,0.0,,,,26.415000000000003,476.0,476.0
