measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-01-01,-270.366,0.0,0.0
2016-02-01,-274.428,0.0,0.0
2016-03-01,-284.972,0.0,0.0
2016-04-01,-297.112,0.0,0.0
2016-05-01,-314.014,0.0,0.0
2016-06-01,-295.446,0.0,0.0
2016-07-01,-293.504,0.0,0.0
2016-08-01,-301.791,0.0,0.0
2016-09-01,-274.71,0.0,0.0
2016-10-01,-267.063,0.0,0.0
2016-11-01,-280.738,0.0,0.0
2016-12-01,-255.856,0.0,0.0
2017-01-01,-499.0,0.0,0.0
2017-02-01,-490.0,0.0,0.0
2017-03-01,-551.0,0.0,0.0
2017-04-01,-427.0,0.0,0.0
2017-05-01,-452.0,0.0,0.0
2017-06-01,-422.0,0.0,0.0
2017-07-01,-255.0,0.0,0.0
2017-08-01,-284.0,0.0,0.0
2017-09-01,-340.0,0.0,0.0
2017-10-01,-319.0,0.0,0.0
2017-11-01,-289.0,0.0,0.0
2017-12-01,-252.0,0.0,0.0
2018-01-01,-152.0,0.0,0.0
2018-02-01,-148.0,0.0,0.0
2018-03-01,-219.0,0.0,0.0
2018-04-01,-185.0,0.0,0.0
2018-05-01,-171.0,0.0,0.0
2018-06-01,-218.0,0.0,0.0
2018-07-01,-263.0,0.0,0.0
2018-08-01,-246.0,0.0,0.0
2018-09-01,-219.0,0.0,0.0
2018-10-01,-196.0,0.0,0.0
2018-11-01,-195.0,0.0,0.0
2018-12-01,-333.0,0.0,0.0
2019-01-01,-206.0,0.0,0.0
2019-02-01,-192.0,0.0,0.0
2019-03-01,-211.0,0.0,0.0
2019-04-01,-209.0,0.0,0.0
2019-05-01,-203.0,0.0,0.0
2019-06-01,-186.0,0.0,0.0
2019-07-01,-217.0,0.0,0.0
2019-08-01,-194.0,0.0,0.0
2019-09-01,-177.0,0.0,0.0
2019-10-01,143.0,0.0,0.0
2019-11-01,57.0,0.0,0.0
2019-12-01,-114.0,0.0,0.0
2020-01-01,-104.0,0.0,0.0
2020-02-01,-80.0,0.0,0.0
2020-03-01,-63.0,0.0,0.0
2020-04-01,-58.0,0.0,0.0
2020-05-01,-69.0,0.0,0.0
2020-06-01,-68.0,0.0,0.0
2020-07-01,-83.0,0.0,0.0
2020-08-01,-74.0,0.0,0.0
2020-09-01,-65.0,0.0,0.0
2020-10-01,-64.0,0.0,0.0
2020-11-01,-58.0,0.0,0.0
2020-12-01,-62.0,0.0,0.0
2021-01-01,-63.0,0.0,0.0
2021-02-01,-61.0,0.0,0.0
2021-03-01,-47.0,0.0,0.0
2021-04-01,-48.0,0.0,0.0
2021-05-01,-43.0,0.0,0.0
2021-06-01,-31.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
