measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2001-02-01,-294.0,0.0,0.0,0.0,0.0,0.0
2001-03-01,-264.0,0.0,0.0,0.0,0.0,0.0
2001-04-01,-160.0,0.0,0.0,0.0,0.0,0.0
2001-05-01,2184.0,28670.0,28670.0,323.0,4313.0,4313.0
2001-06-01,0.0,0.0,0.0,2849.0,47778.0,47778.0
2001-07-01,20381.0,223742.0,223742.0,3306.0,41130.0,41130.0
2001-08-01,0.0,0.0,0.0,17127.0,219244.0,219244.0
2001-09-01,-143.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,-114.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-01,-274.0,0.0,0.0,0.0,0.0,0.0
2002-01-01,-304.0,217.0,217.0,0.0,0.0,0.0
2002-02-01,-240.0,0.0,0.0,0.0,0.0,0.0
2002-03-01,-235.0,0.0,0.0,0.0,0.0,0.0
2002-04-01,-104.0,0.0,0.0,0.0,0.0,0.0
2002-05-01,-90.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,-89.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,-98.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,-95.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,-95.0,0.0,0.0,0.0,0.0,0.0
2002-10-01,-146.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,-172.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,-185.0,0.0,0.0,0.0,0.0,0.0
2003-01-01,-214.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,-203.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,-171.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,-111.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,1357.0,19795.0,19795.0,689.0,10059.0,10059.0
2003-07-01,-115.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,-114.0,0.0,0.0,0.0,0.0,0.0
2003-09-01,-96.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,-104.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,-155.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,-224.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,-68.566,0.0,0.0,0.0,0.0,0.0
2004-02-01,-57.563,0.0,0.0,0.0,0.0,0.0
2004-03-01,-72.475,0.0,0.0,0.0,0.0,0.0
2004-04-01,-155.793,0.0,0.0,0.0,0.0,0.0
2004-05-01,-80.132,0.0,0.0,0.0,0.0,0.0
2004-06-01,-215.889,0.0,0.0,0.0,0.0,0.0
2004-07-01,-120.128,0.0,0.0,0.0,0.0,0.0
2004-08-01,-314.927,0.0,0.0,0.0,0.0,0.0
2004-09-01,-475.324,0.0,0.0,0.0,0.0,0.0
2004-10-01,-126.649,0.0,0.0,0.0,0.0,0.0
2004-11-01,-70.38900000000001,0.0,0.0,0.0,0.0,0.0
2004-12-01,-73.164,0.0,0.0,0.0,0.0,0.0
2005-01-01,-3.576,1185.91,1185.91,-1.495,500.43,500.43
2005-02-01,-2.9690000000000003,984.48,984.48,-1.204,402.86,402.86
2005-03-01,-3.676,1219.2,1219.2,-1.4060000000000001,470.5,470.5
2005-04-01,-3.6220000000000003,1201.29,1201.29,-1.381,462.25,462.25
2005-05-01,-4.27,1416.12,1416.12,-1.614,540.04,540.04
2005-06-01,-5.389,1787.18,1787.18,-2.168,725.41,725.41
2005-07-01,-6.7540000000000004,2239.88,2239.88,-2.668,892.83,892.83
2005-08-01,-6.997000000000001,2320.27,2320.27,-2.9,970.61,970.61
2005-09-01,-5.324,1765.58,1765.58,-2.6910000000000003,900.48,900.48
2005-10-01,-4.253,1410.48,1410.48,-1.931,646.2,646.2
2005-11-01,-3.629,1203.38,1203.38,-1.284,429.58,429.58
2005-12-01,-3.5410000000000004,1174.37,1174.37,-2.259,755.98,755.98
2006-01-01,305.88300000000004,5092.0,5092.0,0.0,0.0,0.0
2006-02-01,362.90200000000004,6041.0,6041.0,0.0,0.0,0.0
2006-03-01,413.923,6891.0,6891.0,0.0,0.0,0.0
2006-04-01,462.982,7707.0,7707.0,0.0,0.0,0.0
2006-05-01,536.249,8927.0,8927.0,0.0,0.0,0.0
2006-06-01,683.327,11375.0,11375.0,0.0,0.0,0.0
2006-07-01,859.092,14301.0,14301.0,0.0,0.0,0.0
2006-08-01,869.926,14482.0,14482.0,0.0,0.0,0.0
2006-09-01,591.9,9853.0,9853.0,0.0,0.0,0.0
2006-10-01,535.913,8921.0,8921.0,0.0,0.0,0.0
2006-11-01,397.999,6626.0,6626.0,0.0,0.0,0.0
2006-12-01,414.903,6907.0,6907.0,0.0,0.0,0.0
2007-01-01,-119.0,0.0,0.0,-119.0,0.0,0.0
2007-02-01,-108.0,0.0,0.0,-108.0,0.0,0.0
2007-03-01,-80.0,0.0,0.0,-80.0,0.0,0.0
2007-04-01,-64.5,0.0,0.0,-64.5,0.0,0.0
2007-05-01,-54.5,0.0,0.0,-54.5,0.0,0.0
2007-06-01,-52.5,0.0,0.0,-52.5,0.0,0.0
2007-07-01,-52.5,0.0,0.0,-52.5,0.0,0.0
2007-08-01,8828.0,112554.0,112554.0,0.0,0.0,0.0
2007-09-01,-51.0,0.0,0.0,-51.0,0.0,0.0
2007-10-01,-51.5,0.0,0.0,-51.5,0.0,0.0
2007-11-01,-72.5,0.0,0.0,-72.5,0.0,0.0
2007-12-01,-122.5,0.0,0.0,-122.5,0.0,0.0
2008-01-01,-126.0,0.0,0.0,-126.0,0.0,0.0
2008-02-01,-117.5,0.0,0.0,-117.5,0.0,0.0
2008-03-01,-93.0,0.0,0.0,-93.0,0.0,0.0
2008-04-01,-62.5,0.0,0.0,-62.5,0.0,0.0
2008-05-01,-52.5,0.0,0.0,-52.5,0.0,0.0
2008-06-01,-54.0,0.0,0.0,-54.0,0.0,0.0
2008-07-01,3051.0,47735.0,47735.0,0.0,0.0,0.0
2008-08-01,431.0,5222.0,5222.0,0.0,0.0,0.0
2008-09-01,-51.0,0.0,0.0,-51.0,0.0,0.0
2008-10-01,-49.0,0.0,0.0,-49.0,0.0,0.0
2008-11-01,-67.5,0.0,0.0,-67.5,0.0,0.0
2008-12-01,-110.5,0.0,0.0,-110.5,0.0,0.0
2009-01-01,-118.5,0.0,0.0,-118.5,0.0,0.0
2009-02-01,-90.5,0.0,0.0,-90.5,0.0,0.0
2009-03-01,-83.5,0.0,0.0,-83.5,0.0,0.0
