measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2009-04-01,-64.5,0.0,0.0,-64.5,0.0,0.0
2009-05-01,-39.0,0.0,0.0,-39.0,0.0,0.0
2009-06-01,-41.0,0.0,0.0,-41.0,0.0,0.0
2009-07-01,-40.5,0.0,0.0,-40.5,0.0,0.0
2009-08-01,-40.0,0.0,0.0,-40.0,0.0,0.0
2009-09-01,-36.5,0.0,0.0,-36.5,0.0,0.0
2009-10-01,-60.0,0.0,0.0,-60.0,0.0,0.0
2009-11-01,289.0,7925.0,7925.0,0.0,0.0,0.0
2009-12-01,-121.0,0.0,0.0,-121.0,0.0,0.0
2010-01-01,-250.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,-227.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,-190.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,-93.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,-95.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,-91.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,-91.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,-93.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,-86.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,-95.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,-113.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,-225.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,-106.5,0.0,0.0,-106.5,0.0,0.0
2011-02-01,-86.0,0.0,0.0,-86.0,0.0,0.0
2011-03-01,-73.0,0.0,0.0,-73.0,0.0,0.0
2011-04-01,-48.0,0.0,0.0,-48.0,0.0,0.0
2011-05-01,-44.5,0.0,0.0,-44.5,0.0,0.0
2011-06-01,-43.5,0.0,0.0,-43.5,0.0,0.0
2011-07-01,2790.0,42760.0,42760.0,0.0,0.0,0.0
2011-08-01,-45.0,0.0,0.0,-45.0,0.0,0.0
2011-09-01,-41.0,0.0,0.0,-41.0,0.0,0.0
2011-10-01,-44.0,0.0,0.0,-44.0,0.0,0.0
2011-11-01,-51.0,0.0,0.0,-51.0,0.0,0.0
2011-12-01,-76.5,0.0,0.0,-76.5,0.0,0.0
2012-01-01,-147.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,-127.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,-84.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,-64.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,-66.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,-41.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
