measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2006-09-01,40913.0,456204.0,456204.0,0.0,0.0,0.0
2006-10-01,39024.0,431551.0,431551.0,0.0,0.0,0.0
2006-11-01,30505.0,336424.0,336424.0,0.0,0.0,0.0
2006-12-01,3488.0,43811.0,43811.0,0.0,0.0,0.0
2007-01-01,6760.0,80828.0,80828.0,0.0,0.0,0.0
2007-02-01,-330.0,2265.0,2265.0,0.0,0.0,0.0
2007-03-01,23122.0,269239.0,269239.0,0.0,0.0,0.0
2007-04-01,22019.0,246361.0,246361.0,0.0,0.0,0.0
2007-05-01,23443.0,266549.0,266549.0,0.0,0.0,0.0
2007-06-01,41203.0,465026.0,465026.0,0.0,0.0,0.0
2007-07-01,36639.0,413770.0,413770.0,0.0,0.0,0.0
2007-08-01,42556.0,471196.0,471196.0,0.0,0.0,0.0
2007-09-01,22330.0,256065.0,256065.0,0.0,0.0,0.0
2007-10-01,32240.0,361102.0,361102.0,0.0,0.0,0.0
2007-11-01,-341.0,287.0,287.0,0.0,0.0,0.0
2007-12-01,-314.0,1894.0,1894.0,0.0,0.0,0.0
2008-01-01,-297.0,2322.0,2322.0,0.0,0.0,0.0
2008-02-01,-269.0,2256.0,2256.0,0.0,0.0,0.0
2008-03-01,468.0,11881.0,11881.0,0.0,0.0,0.0
2008-04-01,15450.0,178738.0,178738.0,0.0,0.0,0.0
2008-05-01,-237.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,25187.0,290750.0,290750.0,0.0,0.0,0.0
2008-07-01,34006.0,395385.0,395385.0,0.0,0.0,0.0
2008-08-01,15975.0,191952.0,191952.0,0.0,0.0,0.0
2008-09-01,19354.0,224337.0,224337.0,0.0,0.0,0.0
2008-10-01,17841.0,207132.0,207132.0,0.0,0.0,0.0
2008-11-01,10792.0,124642.0,124642.0,0.0,0.0,0.0
2008-12-01,-318.0,2613.0,2613.0,0.0,0.0,0.0
2009-01-01,-317.0,3093.0,3093.0,0.0,0.0,0.0
2009-02-01,-292.0,2334.0,2334.0,0.0,0.0,0.0
2009-03-01,1711.0,27802.0,27802.0,0.0,0.0,0.0
2009-04-01,14042.0,163042.0,163042.0,0.0,0.0,0.0
2009-05-01,14180.0,168837.0,168837.0,0.0,0.0,0.0
2009-06-01,14360.0,168465.0,168465.0,0.0,0.0,0.0
2009-07-01,13343.0,155762.0,155762.0,0.0,0.0,0.0
2009-08-01,23987.0,276236.0,276236.0,0.0,0.0,0.0
2009-09-01,11946.0,137543.0,137543.0,0.0,0.0,0.0
2009-10-01,4850.0,59323.0,59323.0,0.0,0.0,0.0
2009-11-01,3971.0,49577.0,49577.0,0.0,0.0,0.0
2009-12-01,-285.0,1246.0,1246.0,0.0,0.0,0.0
2010-01-01,-272.0,1710.0,1710.0,0.0,0.0,0.0
2010-02-01,-255.0,2379.0,2379.0,0.0,0.0,0.0
2010-03-01,-234.0,1020.0,1020.0,0.0,0.0,0.0
2010-04-01,-151.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,17579.0,208777.0,208777.0,0.0,0.0,0.0
2010-06-01,32611.0,376831.0,376831.0,0.0,0.0,0.0
2010-07-01,46358.0,533810.0,533810.0,0.0,0.0,0.0
2010-08-01,42353.0,495574.0,495574.0,0.0,0.0,0.0
2010-09-01,23522.0,271665.0,271665.0,0.0,0.0,0.0
2010-10-01,12518.0,152189.0,152189.0,0.0,0.0,0.0
2010-11-01,13681.0,165526.0,165526.0,0.0,0.0,0.0
2010-12-01,2143.0,33649.0,33649.0,0.0,0.0,0.0
2011-01-01,-302.0,2671.0,2671.0,0.0,0.0,0.0
2011-02-01,-267.0,2431.0,2431.0,0.0,0.0,0.0
2011-03-01,-292.0,2039.0,2039.0,0.0,0.0,0.0
2011-04-01,31341.0,369519.0,369519.0,0.0,0.0,0.0
2011-05-01,30210.0,357354.0,357354.0,0.0,0.0,0.0
2011-06-01,32709.0,378506.0,378506.0,0.0,0.0,0.0
2011-07-01,47409.0,541984.0,541984.0,0.0,0.0,0.0
2011-08-01,38488.0,439880.0,439880.0,0.0,0.0,0.0
2011-09-01,47726.0,531343.0,531343.0,0.0,0.0,0.0
2011-10-01,44117.0,492966.0,492966.0,0.0,0.0,0.0
2011-11-01,37330.0,418172.0,418172.0,0.0,0.0,0.0
2011-12-01,35119.0,396418.0,396418.0,0.0,0.0,0.0
2012-01-01,-316.0,2715.0,2715.0,0.0,0.0,0.0
2012-02-01,-275.0,2270.0,2270.0,0.0,0.0,0.0
2012-03-01,36231.0,403886.0,403886.0,0.0,0.0,0.0
2012-04-01,38350.0,428993.0,428993.0,0.0,0.0,0.0
2012-05-01,39611.0,441649.0,441649.0,0.0,0.0,0.0
2012-06-01,38358.0,428411.0,428411.0,0.0,0.0,0.0
2012-07-01,-161.0,440.0,440.0,0.0,0.0,0.0
2012-08-01,-151.0,18.0,18.0,,,
2012-09-01,-123.0,0.0,0.0,,,
2012-10-01,-97.0,0.0,0.0,,,
2012-11-01,-2.0,0.0,0.0,,,
2012-12-01,-13.0,0.0,0.0,,,
