measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,18056.0,213782.0,213782.0,0.0,0.0,0.0
2001-02-01,18350.0,222471.0,222471.0,0.0,0.0,0.0
2001-03-01,32305.0,385191.0,385191.0,0.0,0.0,0.0
2001-04-01,34297.0,393378.0,393378.0,0.0,0.0,0.0
2001-05-01,35401.0,401656.0,401656.0,0.0,0.0,0.0
2001-06-01,43907.0,495588.0,495588.0,0.0,0.0,0.0
2001-07-01,40525.0,456786.0,456786.0,0.0,0.0,0.0
2001-08-01,51591.0,583172.0,583172.0,0.0,0.0,0.0
2001-09-01,-235.0,0.0,0.0,0.0,0.0,0.0
2001-10-01,-200.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,2399.0,40452.0,40452.0,0.0,0.0,0.0
2001-12-01,19094.0,230810.0,230810.0,0.0,0.0,0.0
2002-01-01,25732.0,287963.0,287963.0,0.0,0.0,0.0
2002-02-01,35270.0,386731.0,386731.0,0.0,0.0,0.0
2002-03-01,30699.0,327422.0,327422.0,0.0,0.0,0.0
2002-04-01,19027.0,217673.0,217673.0,0.0,0.0,0.0
2002-05-01,27296.0,308106.0,308106.0,0.0,0.0,0.0
2002-06-01,41830.0,473737.0,473737.0,0.0,0.0,0.0
2002-07-01,52506.0,603153.0,603153.0,0.0,0.0,0.0
2002-08-01,55090.0,616503.0,616503.0,0.0,0.0,0.0
2002-09-01,49895.0,546414.0,546414.0,0.0,0.0,0.0
2002-10-01,32273.0,362504.0,362504.0,0.0,0.0,0.0
2002-11-01,33967.0,372580.0,372580.0,0.0,0.0,0.0
2002-12-01,-353.0,26.0,26.0,0.0,0.0,0.0
2003-01-01,-482.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,24397.0,285084.0,285084.0,0.0,0.0,0.0
2003-03-01,22942.0,246141.0,246141.0,0.0,0.0,0.0
2003-04-01,11366.0,136902.0,136902.0,0.0,0.0,0.0
2003-05-01,40228.0,444060.0,444060.0,0.0,0.0,0.0
2003-06-01,34122.0,382427.0,382427.0,0.0,0.0,0.0
2003-07-01,21372.0,247180.0,247180.0,0.0,0.0,0.0
2003-08-01,48739.0,559947.0,559947.0,0.0,0.0,0.0
2003-09-01,17834.0,216284.0,216284.0,0.0,0.0,0.0
2003-10-01,18299.0,224396.0,224396.0,0.0,0.0,0.0
2003-11-01,24298.0,257992.0,257992.0,0.0,0.0,0.0
2003-12-01,-310.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,-370.0,40.0,40.0,0.0,0.0,0.0
2004-02-01,-358.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,9105.0,118360.0,118360.0,0.0,0.0,0.0
2004-04-01,15572.0,172977.0,172977.0,0.0,0.0,0.0
2004-05-01,28350.0,301054.0,301054.0,0.0,0.0,0.0
2004-06-01,29923.0,356026.0,356026.0,0.0,0.0,0.0
2004-07-01,33520.0,376888.0,376888.0,0.0,0.0,0.0
2004-08-01,37701.0,425322.0,425322.0,0.0,0.0,0.0
2004-09-01,35780.0,407411.0,407411.0,0.0,0.0,0.0
2004-10-01,33532.0,402874.0,402874.0,0.0,0.0,0.0
2004-11-01,-262.0,612.0,612.0,0.0,0.0,0.0
2004-12-01,-323.0,1027.0,1027.0,0.0,0.0,0.0
2005-01-01,-369.0,2094.92,2094.92,0.0,0.0,0.0
2005-02-01,-320.0,1397.97,1397.97,0.0,0.0,0.0
2005-03-01,4757.0,69042.98,69042.98,0.0,0.0,0.0
2005-04-01,26307.0,293380.96,293380.96,0.0,0.0,0.0
2005-05-01,9319.0,108019.91,108019.91,0.0,0.0,0.0
2005-06-01,22823.0,270318.71,270318.71,0.0,0.0,0.0
2005-07-01,46083.0,522763.79,522763.79,0.0,0.0,0.0
2005-08-01,51073.0,572543.92,572543.92,0.0,0.0,0.0
2005-09-01,37785.0,427940.2,427940.2,0.0,0.0,0.0
2005-10-01,36284.0,417721.1,417721.1,0.0,0.0,0.0
2005-11-01,4662.0,52408.54,52408.54,0.0,0.0,0.0
2005-12-01,-345.0,1733.83,1733.83,0.0,0.0,0.0
2006-01-01,-316.0,879.0,879.0,0.0,0.0,0.0
2006-02-01,-266.0,1255.0,1255.0,0.0,0.0,0.0
2006-03-01,-280.0,962.0,962.0,0.0,0.0,0.0
2006-04-01,32043.0,359263.0,359263.0,0.0,0.0,0.0
2006-05-01,19374.0,212616.0,212616.0,0.0,0.0,0.0
2006-06-01,21960.0,246850.0,246850.0,0.0,0.0,0.0
2006-07-01,45348.0,506256.0,506256.0,0.0,0.0,0.0
2006-08-01,41547.0,462215.0,462215.0,0.0,0.0,0.0
