measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2009-04-01,1.623,11.0,11.0,376.413,3674.0,3674.0
2009-05-01,0.9730000000000001,6.0,6.0,283.988,2772.0,2772.0
2009-06-01,0.955,6.0,6.0,373.09200000000004,3641.0,3641.0
2009-07-01,1.077,6.0,6.0,370.034,3612.0,3612.0
2009-08-01,1.071,6.0,6.0,405.577,3958.0,3958.0
2009-09-01,0.7140000000000001,6.0,6.0,304.19800000000004,2969.0,2969.0
2009-10-01,0.7070000000000001,6.0,6.0,485.278,4736.0,4736.0
2009-11-01,1.344,11.0,11.0,452.945,4421.0,4421.0
2009-12-01,1.364,11.0,11.0,527.1460000000001,5145.0,5145.0
2010-01-01,2.233,34.0,34.0,413.524,4034.0,4034.0
2010-02-01,1.7730000000000001,23.0,23.0,296.184,2890.0,2890.0
2010-03-01,1.5690000000000002,23.0,23.0,369.272,3603.0,3603.0
2010-04-01,1.389,23.0,23.0,409.88,3999.0,3999.0
2010-05-01,1.155,17.0,17.0,333.596,3255.0,3255.0
2010-06-01,0.907,11.0,11.0,390.889,3814.0,3814.0
2010-07-01,1.04,17.0,17.0,424.416,4141.0,4141.0
2010-08-01,1.061,17.0,17.0,391.88800000000003,3823.0,3823.0
2010-09-01,0.9710000000000001,11.0,11.0,334.849,3267.0,3267.0
2010-10-01,1.1640000000000001,17.0,17.0,334.00800000000004,3259.0,3259.0
2010-11-01,1.326,17.0,17.0,334.26800000000003,3261.0,3261.0
2010-12-01,2.412,34.0,34.0,497.226,4851.0,4851.0
2011-01-01,2.758,11.0,11.0,484.464,4707.0,4707.0
2011-02-01,2.464,17.0,17.0,465.948,4527.0,4527.0
2011-03-01,2.157,17.0,17.0,538.772,5235.0,5235.0
2011-04-01,1.397,11.0,11.0,363.582,3533.0,3533.0
2011-05-01,1.465,11.0,11.0,361.541,3513.0,3513.0
2011-06-01,1.361,11.0,11.0,333.903,3244.0,3244.0
2011-07-01,1.438,11.0,11.0,313.184,3043.0,3043.0
2011-08-01,1.298,11.0,11.0,311.841,3030.0,3030.0
2011-09-01,1.438,11.0,11.0,330.14,3208.0,3208.0
2011-10-01,2.543,17.0,17.0,317.0,3080.0,3080.0
2011-11-01,2.354,17.0,17.0,480.575,4669.0,4669.0
2011-12-01,2.327,17.0,17.0,537.05,5218.0,5218.0
2012-01-01,0.0,0.0,0.0,409.371,3896.0,3896.0
2012-02-01,0.0,0.0,0.0,356.664,3394.0,3394.0
2012-03-01,0.0,0.0,0.0,338.04,3217.0,3217.0
2012-04-01,0.0,0.0,0.0,270.311,2572.0,2572.0
2012-05-01,0.0,0.0,0.0,270.166,2571.0,2571.0
2012-06-01,0.0,0.0,0.0,279.352,2658.0,2658.0
2012-07-01,0.0,0.0,0.0,185.804,1768.0,1768.0
2012-08-01,0.0,0.0,0.0,300.286,2858.0,2858.0
2012-09-01,0.0,0.0,0.0,315.483,3002.0,3002.0
2012-10-01,0.0,0.0,0.0,493.233,4694.0,4694.0
2012-11-01,0.0,0.0,0.0,392.17,3732.0,3732.0
2012-12-01,0.0,0.0,0.0,376.12,3579.0,3579.0
2013-01-01,1.618,11.0,11.0,427.05,4074.0,4074.0
2013-02-01,1.117,11.0,11.0,398.583,3803.0,3803.0
2013-03-01,1.13,11.0,11.0,367.378,3505.0,3505.0
2013-04-01,1.304,17.0,17.0,367.992,3511.0,3511.0
2013-05-01,1.314,17.0,17.0,334.772,3194.0,3194.0
2013-06-01,0.944,11.0,11.0,297.042,2834.0,2834.0
2013-07-01,0.893,11.0,11.0,308.74,2946.0,2946.0
2013-08-01,0.882,11.0,11.0,352.45,3363.0,3363.0
2013-09-01,1.035,11.0,11.0,295.917,2823.0,2823.0
2013-10-01,0.996,11.0,11.0,649.339,6195.0,6195.0
2013-11-01,1.298,17.0,17.0,425.388,4059.0,4059.0
2013-12-01,1.469,17.0,17.0,465.349,4440.0,4440.0
2014-01-01,1.867,17.0,17.0,517.644,4923.0,4923.0
2014-02-01,1.77,23.0,23.0,467.185,4443.0,4443.0
2014-03-01,1.728,23.0,23.0,422.603,4019.0,4019.0
2014-04-01,1.624,23.0,23.0,452.981,4308.0,4308.0
2014-05-01,1.371,17.0,17.0,396.069,3767.0,3767.0
2014-06-01,0.817,11.0,11.0,367.802,3498.0,3498.0
2014-07-01,1.445,17.0,17.0,347.818,3308.0,3308.0
2014-08-01,1.162,17.0,17.0,432.466,4113.0,4113.0
2014-09-01,1.368,17.0,17.0,668.767,6360.0,6360.0
2014-10-01,1.808,23.0,23.0,486.98,4631.0,4631.0
2014-11-01,1.321,17.0,17.0,501.442,4769.0,4769.0
2014-12-01,1.719,23.0,23.0,572.243,5442.0,5442.0
2015-01-01,2.165,23.0,23.0,626.119,5835.0,5835.0
2015-02-01,1.91,29.0,29.0,526.419,4906.0,4906.0
2015-03-01,1.921,29.0,29.0,435.156,4055.0,4055.0
2015-04-01,1.99,29.0,29.0,526.984,4911.0,4911.0
2015-05-01,1.599,23.0,23.0,511.587,4767.0,4767.0
2015-06-01,1.593,23.0,23.0,443.08,4129.0,4129.0
2015-07-01,1.656,23.0,23.0,390.276,3637.0,3637.0
2015-08-01,1.88,23.0,23.0,456.233,4252.0,4252.0
2015-09-01,1.693,23.0,23.0,556.94,5190.0,5190.0
2015-10-01,1.937,29.0,29.0,561.703,5235.0,5235.0
2015-11-01,1.354,17.0,17.0,701.587,6538.0,6538.0
2015-12-01,1.302,17.0,17.0,728.916,6793.0,6793.0
2016-01-01,0.649,17.0,17.0,435.282,4019.0,4019.0
2016-02-01,0.72,11.0,11.0,359.05,3315.0,3315.0
2016-03-01,0.681,11.0,11.0,458.602,4234.0,4234.0
2016-04-01,0.558,6.0,6.0,288.039,2659.0,2659.0
2016-05-01,0.509,6.0,6.0,190.983,1763.0,1763.0
2016-06-01,0.512,6.0,6.0,221.195,2042.0,2042.0
2016-07-01,0.428,6.0,6.0,286.776,2648.0,2648.0
2016-08-01,0.561,6.0,6.0,415.862,3839.0,3839.0
2016-09-01,0.572,6.0,6.0,544.339,5025.0,5025.0
2016-10-01,0.657,11.0,11.0,504.148,4654.0,4654.0
2016-11-01,0.916,11.0,11.0,420.609,3883.0,3883.0
2016-12-01,1.237,17.0,17.0,464.115,4285.0,4285.0
2017-01-01,1.382,34.0,34.0,411.369,3790.0,3790.0
2017-02-01,1.115,28.0,28.0,368.912,3399.0,3399.0
2017-03-01,1.284,34.0,34.0,464.078,4276.0,4276.0
2017-04-01,1.184,28.0,28.0,451.848,4163.0,4163.0
2017-05-01,1.183,28.0,28.0,486.133,4479.0,4479.0
2017-06-01,1.247,34.0,34.0,469.92,4329.0,4329.0
2017-07-01,1.271,34.0,34.0,386.862,3564.0,3564.0
2017-08-01,1.313,34.0,34.0,315.356,2905.0,2905.0
2017-09-01,1.306,34.0,34.0,287.842,2652.0,2652.0
2017-10-01,1.333,34.0,34.0,257.895,2376.0,2376.0
2017-11-01,1.181,28.0,28.0,295.447,2722.0,2722.0
2017-12-01,1.201,28.0,28.0,347.338,3200.0,3200.0
2018-01-01,0.0,0.0,0.0,371.357,3381.0,3381.0
2018-02-01,0.0,0.0,0.0,367.997,3350.0,3350.0
2018-03-01,0.0,0.0,0.0,374.002,3405.0,3405.0
2018-04-01,0.0,0.0,0.0,394.696,3593.0,3593.0
2018-05-01,0.0,0.0,0.0,442.101,4025.0,4025.0
2018-06-01,0.0,0.0,0.0,402.709,3666.0,3666.0
2018-07-01,0.0,0.0,0.0,343.393,3126.0,3126.0
2018-08-01,0.0,0.0,0.0,297.758,2711.0,2711.0
2018-09-01,0.0,0.0,0.0,254.608,2318.0,2318.0
2018-10-01,0.0,0.0,0.0,251.35,2288.0,2288.0
2018-11-01,0.0,0.0,0.0,293.315,2670.0,2670.0
2018-12-01,7.0,96.0,96.0,302.714,2756.0,2756.0
2019-01-01,0.0,0.0,0.0,30.371,270.0,270.0
2019-02-01,0.0,0.0,0.0,28.409,253.0,253.0
2019-03-01,0.0,0.0,0.0,33.264,296.0,296.0
2019-04-01,0.0,0.0,0.0,34.09,304.0,304.0
2019-05-01,0.0,0.0,0.0,40.725,363.0,363.0
2019-06-01,0.0,0.0,0.0,35.551,317.0,317.0
2019-07-01,0.0,0.0,0.0,30.709,273.0,273.0
2019-08-01,0.0,0.0,0.0,29.476,262.0,262.0
2019-09-01,0.0,0.0,0.0,23.623,210.0,210.0
2019-10-01,0.0,0.0,0.0,23.558,210.0,210.0
2019-11-01,0.0,0.0,0.0,27.426,244.0,244.0
2019-12-01,3.0,79.0,79.0,28.798,256.0,256.0
2020-01-01,-2.073,11.0,11.0,-28.614,0.0,0.0
2020-02-01,-1.344,6.0,6.0,-29.879,0.0,0.0
2020-03-01,-1.357,6.0,6.0,-26.212,0.0,0.0
2020-04-01,-1.302,6.0,6.0,-24.224,0.0,0.0
2020-05-01,-1.103,6.0,6.0,-35.535,0.0,0.0
2020-06-01,-1.388,6.0,6.0,-34.616,0.0,0.0
2020-07-01,-1.81,6.0,6.0,-32.579,0.0,0.0
2020-08-01,-1.854,11.0,11.0,-27.602,0.0,0.0
2020-09-01,-1.179,6.0,6.0,-22.114,0.0,0.0
2020-10-01,-1.411,6.0,6.0,-21.993,0.0,0.0
2020-11-01,-1.094,6.0,6.0,-25.309,0.0,0.0
2020-12-01,-1.085,6.0,6.0,-26.323,0.0,0.0
2021-01-01,0.0,0.0,0.0,549.654,4861.0,4861.0
2021-02-01,0.0,0.0,0.0,457.353,4045.0,4045.0
2021-03-01,0.0,0.0,0.0,438.625,3879.0,3879.0
2021-04-01,0.0,0.0,0.0,386.9,3422.0,3422.0
2021-05-01,0.0,0.0,0.0,479.332,4239.0,4239.0
2021-06-01,0.0,0.0,0.0,516.094,4564.0,4564.0
2021-07-01,0.0,0.0,0.0,459.518,4064.0,4064.0
2021-08-01,0.0,0.0,0.0,433.595,3835.0,3835.0
2021-09-01,0.0,0.0,0.0,355.644,3145.0,3145.0
2021-10-01,0.0,0.0,0.0,364.95,3228.0,3228.0
2021-11-01,0.0,0.0,0.0,427.729,3783.0,3783.0
2021-12-01,5.0,51.0,51.0,549.606,4861.0,4861.0
2022-01-01,0.0,0.0,0.0,701.899,2395.0,2395.0
2022-02-01,0.0,0.0,0.0,603.877,2060.0,2060.0
2022-03-01,0.0,0.0,0.0,657.845,2245.0,2245.0
2022-04-01,0.0,0.0,0.0,493.089,1682.0,1682.0
2022-05-01,0.0,0.0,0.0,620.75,2118.0,2118.0
2022-06-01,0.0,0.0,0.0,740.734,2527.0,2527.0
2022-07-01,0.0,0.0,0.0,707.571,2414.0,2414.0
2022-08-01,0.0,0.0,0.0,594.052,2027.0,2027.0
2022-09-01,0.0,0.0,0.0,455.942,1556.0,1556.0
2022-10-01,0.0,0.0,0.0,396.292,1352.0,1352.0
2022-11-01,0.0,0.0,0.0,499.926,1706.0,1706.0
2022-12-01,6.0,74.0,74.0,557.023,1901.0,1901.0
2023-01-01,0.935,6.0,6.0,376.0,1283.0,1283.0
2023-02-01,0.726,11.0,11.0,191.0,652.0,652.0
2023-03-01,0.685,11.0,11.0,30.0,102.0,102.0
2023-04-01,0.81,11.0,11.0,311.0,1061.0,1061.0
2023-05-01,0.8,11.0,11.0,932.0,3180.0,3180.0
2023-06-01,0.689,11.0,11.0,1535.0,5237.0,5237.0
2023-07-01,0.652,11.0,11.0,1468.0,5009.0,5009.0
2023-08-01,0.679,11.0,11.0,1047.0,3572.0,3572.0
2023-09-01,0.589,11.0,11.0,781.0,2665.0,2665.0
2023-10-01,0.668,11.0,11.0,1035.0,3531.0,3531.0
2023-11-01,0.842,11.0,11.0,694.0,2368.0,2368.0
2023-12-01,0.925,11.0,11.0,688.0,2347.0,2347.0
2024-01-01,0.614,6.0,6.0,410.0,1399.0,1399.0
2024-02-01,0.553,6.0,6.0,378.0,1290.0,1290.0
2024-03-01,0.667,11.0,11.0,354.0,1208.0,1208.0
2024-04-01,0.703,11.0,11.0,536.0,1829.0,1829.0
2024-05-01,0.412,6.0,6.0,853.0,2910.0,2910.0
2024-06-01,0.736,11.0,11.0,548.0,1870.0,1870.0
2024-07-01,0.431,6.0,6.0,409.0,1396.0,1396.0
2024-08-01,0.623,6.0,6.0,476.0,1624.0,1624.0
2024-09-01,0.414,6.0,6.0,480.0,1638.0,1638.0
2024-10-01,0.657,11.0,11.0,402.0,1372.0,1372.0
2024-11-01,0.643,6.0,6.0,232.0,792.0,792.0
2024-12-01,0.547,6.0,6.0,319.0,1088.0,1088.0
