measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,393.0,4024.71,4024.71
2003-02-01,22.0,234.0,234.0,135.0,1382.54,1382.54
2003-03-01,2.0,24.0,24.0,58.0,593.98,593.98
2003-04-01,0.0,0.0,0.0,238.0,2437.36,2437.36
2003-05-01,0.0,0.0,0.0,654.39,6701.61,6701.61
2003-06-01,0.0,0.0,0.0,726.0,7434.97,7434.97
2003-07-01,0.0,0.0,0.0,540.0,5530.14,5530.14
2003-08-01,0.0,0.0,0.0,540.0,5530.14,5530.14
2003-09-01,0.0,0.0,0.0,370.0,3789.17,3789.17
2003-10-01,0.0,0.0,0.0,377.0,3860.86,3860.86
2003-11-01,0.0,0.0,0.0,291.0,2980.13,2980.13
2003-12-01,0.0,0.0,0.0,205.0,2099.41,2099.41
2004-01-01,1.044,10.0,10.0,401.663,4025.47,4025.47
2004-02-01,1.35,13.0,13.0,373.108,3739.29,3739.29
2004-03-01,1.212,12.0,12.0,416.77700000000004,4176.94,4176.94
2004-04-01,0.8220000000000001,8.0,8.0,357.999,3587.87,3587.87
2004-05-01,0.891,9.0,9.0,312.81100000000004,3134.99,3134.99
2004-06-01,0.8560000000000001,8.0,8.0,330.99600000000004,3317.24,3317.24
2004-07-01,1.363,13.0,13.0,445.612,4465.92,4465.92
2004-08-01,1.443,14.0,14.0,518.216,5193.56,5193.56
2004-09-01,1.175,11.0,11.0,472.12,4731.59,4731.59
2004-10-01,0.86,8.0,8.0,403.963,4048.52,4048.52
2004-11-01,0.5,5.0,5.0,425.42900000000003,4263.65,4263.65
2004-12-01,0.48400000000000004,5.0,5.0,398.305,3991.81,3991.81
2005-01-01,,,,415.265,4152.24,4152.24
2005-02-01,,,,380.493,3804.55,3804.55
2005-03-01,,,,396.483,3964.43,3964.43
2005-04-01,,,,396.197,3961.57,3961.57
2005-05-01,,,,558.801,5587.46,5587.46
2005-06-01,,,,521.015,5209.62,5209.62
2005-07-01,,,,484.32,4842.72,4842.72
2005-08-01,,,,401.918,4018.78,4018.78
2005-09-01,,,,318.548,3185.16,3185.16
2005-10-01,,,,343.776,3437.42,3437.42
2005-11-01,,,,370.46,3704.23,3704.23
2005-12-01,,,,414.72400000000005,4146.83,4146.83
2006-01-01,,,,391.3,3881.0,3881.0
2006-02-01,,,,343.303,3405.0,3405.0
2006-03-01,,,,368.978,3660.0,3660.0
2006-04-01,,,,445.45,4418.0,4418.0
2006-05-01,,,,480.699,4768.0,4768.0
2006-06-01,,,,496.494,4925.0,4925.0
2006-07-01,,,,405.69800000000004,4024.0,4024.0
2006-08-01,,,,332.654,3300.0,3300.0
2006-09-01,,,,243.86800000000002,2419.0,2419.0
2006-10-01,,,,230.637,2288.0,2288.0
2006-11-01,,,,267.615,2654.0,2654.0
2006-12-01,,,,290.30400000000003,2880.0,2880.0
2007-01-01,1.11,11.0,11.0,389.493,3850.0,3850.0
2007-02-01,0.859,11.0,11.0,405.997,4013.0,4013.0
2007-03-01,1.699,22.0,22.0,420.747,4159.0,4159.0
2007-04-01,1.034,11.0,11.0,398.73900000000003,3941.0,3941.0
2007-05-01,0.9540000000000001,11.0,11.0,376.591,3722.0,3722.0
2007-06-01,0.932,11.0,11.0,370.149,3659.0,3659.0
2007-07-01,1.377,17.0,17.0,373.986,3696.0,3696.0
2007-08-01,1.738,22.0,22.0,329.469,3256.0,3256.0
2007-09-01,1.443,17.0,17.0,246.44,2436.0,2436.0
2007-10-01,1.743,22.0,22.0,253.657,2507.0,2507.0
2007-11-01,1.2790000000000001,17.0,17.0,270.226,2671.0,2671.0
2007-12-01,1.8330000000000002,22.0,22.0,300.50600000000003,2970.0,2970.0
2008-01-01,2.036,11.0,11.0,420.564,4144.0,4144.0
2008-02-01,1.865,23.0,23.0,456.82,4502.0,4502.0
2008-03-01,1.248,17.0,17.0,441.13800000000003,4347.0,4347.0
2008-04-01,1.2590000000000001,17.0,17.0,422.732,4166.0,4166.0
2008-05-01,1.3170000000000002,17.0,17.0,312.591,3080.0,3080.0
2008-06-01,0.882,11.0,11.0,399.582,3937.0,3937.0
2008-07-01,0.917,11.0,11.0,289.195,2850.0,2850.0
2008-08-01,0.907,11.0,11.0,349.231,3441.0,3441.0
2008-09-01,0.9470000000000001,11.0,11.0,380.202,3747.0,3747.0
2008-10-01,1.078,11.0,11.0,403.713,3978.0,3978.0
2008-11-01,1.314,17.0,17.0,335.635,3307.0,3307.0
2008-12-01,2.23,29.0,29.0,519.597,5120.0,5120.0
2009-01-01,2.072,23.0,23.0,321.164,3135.0,3135.0
2009-02-01,1.5210000000000001,11.0,11.0,347.685,3393.0,3393.0
2009-03-01,1.5790000000000002,11.0,11.0,367.48,3587.0,3587.0
