measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2004-11-01,116.86800000000001,1138.0,1138.0,,,
2004-12-01,113.195,1102.0,1102.0,,,
2005-01-01,418.255,4364.56,4364.56,,,
2005-02-01,143.699,1499.52,1499.52,,,
2005-03-01,159.273,1662.04,1662.04,,,
2005-04-01,192.924,2013.19,2013.19,,,
2005-05-01,179.178,1869.75,1869.75,,,
2005-06-01,232.555,2426.75,2426.75,,,
2005-07-01,236.71200000000002,2470.13,2470.13,,,
2005-08-01,278.08,2901.81,2901.81,,,
2005-09-01,182.03400000000002,1899.55,1899.55,,,
2005-10-01,202.151,2109.48,2109.48,,,
2005-11-01,162.512,1695.84,1695.84,,,
2005-12-01,343.627,3585.8,3585.8,,,
2006-01-01,334.826,3263.0,3263.0,,,
2006-02-01,175.204,1707.0,1707.0,,,
2006-03-01,147.173,1434.0,1434.0,,,
2006-04-01,281.916,2747.0,2747.0,,,
2006-05-01,263.521,2568.0,2568.0,,,
2006-06-01,239.52200000000002,2334.0,2334.0,,,
2006-07-01,346.954,3381.0,3381.0,,,
2006-08-01,336.543,3280.0,3280.0,,,
2006-09-01,154.613,1507.0,1507.0,,,
2006-10-01,163.322,1592.0,1592.0,,,
2006-11-01,192.316,1874.0,1874.0,,,
2006-12-01,213.089,2077.0,2077.0,,,
2007-01-01,200.202,1986.0,1986.0,,,
2007-02-01,155.042,1537.0,1537.0,,,
2007-03-01,306.596,3041.0,3041.0,,,
2007-04-01,186.49,1852.0,1852.0,,,
2007-05-01,172.055,1706.0,1706.0,,,
2007-06-01,168.20700000000002,1666.0,1666.0,,,
2007-07-01,248.376,2463.0,2463.0,,,
2007-08-01,313.521,3108.0,3108.0,,,
2007-09-01,260.439,2581.0,2581.0,,,
2007-10-01,314.524,3120.0,3120.0,,,
2007-11-01,230.738,2289.0,2289.0,,,
2007-12-01,330.81,3282.0,3282.0,,,
2008-01-01,0.0,0.0,0.0,371.117,3888.0,3888.0
2008-02-01,0.0,0.0,0.0,339.69100000000003,3552.0,3552.0
2008-03-01,0.0,0.0,0.0,227.3,2379.0,2379.0
2008-04-01,0.0,0.0,0.0,229.372,2402.0,2402.0
2008-05-01,0.0,0.0,0.0,239.93900000000002,2508.0,2508.0
2008-06-01,0.0,0.0,0.0,160.732,1683.0,1683.0
2008-07-01,0.0,0.0,0.0,167.013,1745.0,1745.0
2008-08-01,0.0,0.0,0.0,165.281,1728.0,1728.0
2008-09-01,0.0,0.0,0.0,172.454,1801.0,1801.0
2008-10-01,0.0,0.0,0.0,196.327,2054.0,2054.0
2008-11-01,0.0,0.0,0.0,239.43300000000002,2503.0,2503.0
2008-12-01,0.0,0.0,0.0,406.341,4248.0,4248.0
2009-01-01,0.0,0.0,0.0,420.29400000000004,4197.0,4197.0
2009-02-01,0.0,0.0,0.0,308.46700000000004,3097.0,3097.0
2009-03-01,0.0,0.0,0.0,320.394,3215.0,3215.0
2009-04-01,0.0,0.0,0.0,329.19800000000004,3305.0,3305.0
2009-05-01,0.0,0.0,0.0,197.36100000000002,1981.0,1981.0
2009-06-01,0.0,0.0,0.0,193.81,1947.0,1947.0
2009-07-01,0.0,0.0,0.0,218.502,2194.0,2194.0
2009-08-01,0.0,0.0,0.0,217.37,2183.0,2183.0
2009-09-01,0.0,0.0,0.0,144.797,1453.0,1453.0
2009-10-01,0.0,0.0,0.0,143.46800000000002,1442.0,1442.0
2009-11-01,0.0,0.0,0.0,272.711,2738.0,2738.0
2009-12-01,0.0,0.0,0.0,276.628,2777.0,2777.0
2010-01-01,0.0,0.0,0.0,409.396,3579.0,3579.0
2010-02-01,0.0,0.0,0.0,325.274,2844.0,2844.0
2010-03-01,0.0,0.0,0.0,287.90500000000003,2513.0,2513.0
2010-04-01,0.0,0.0,0.0,254.894,2227.0,2227.0
2010-05-01,0.0,0.0,0.0,211.95700000000002,1851.0,1851.0
2010-06-01,0.0,0.0,0.0,166.381,1453.0,1453.0
2010-07-01,0.0,0.0,0.0,190.892,1666.0,1666.0
2010-08-01,0.0,0.0,0.0,194.62,1700.0,1700.0
2010-09-01,0.0,0.0,0.0,178.203,1560.0,1560.0
2010-10-01,0.0,0.0,0.0,213.61200000000002,1868.0,1868.0
2010-11-01,0.0,0.0,0.0,243.30300000000003,2126.0,2126.0
2010-12-01,0.0,0.0,0.0,442.56300000000005,3865.0,3865.0
2011-01-01,0.0,0.0,0.0,380.212,3630.0,3630.0
2011-02-01,0.0,0.0,0.0,339.545,3248.0,3248.0
2011-03-01,0.0,0.0,0.0,297.267,2839.0,2839.0
2011-04-01,0.0,0.0,0.0,192.603,1840.0,1840.0
2011-05-01,0.0,0.0,0.0,201.864,1930.0,1930.0
2011-06-01,0.0,0.0,0.0,187.548,1795.0,1795.0
2011-07-01,0.0,0.0,0.0,198.191,1896.0,1896.0
2011-08-01,0.0,0.0,0.0,178.883,1711.0,1711.0
2011-09-01,0.0,0.0,0.0,198.241,1896.0,1896.0
2011-10-01,0.0,0.0,0.0,350.47,3349.0,3349.0
2011-11-01,0.0,0.0,0.0,324.484,3102.0,3102.0
2011-12-01,0.0,0.0,0.0,320.692,3063.0,3063.0
2012-01-01,0.0,0.0,0.0,372.909,3209.0,3209.0
2012-02-01,0.0,0.0,0.0,219.941,1896.0,1896.0
2012-03-01,0.0,0.0,0.0,333.582,2872.0,2872.0
2012-04-01,0.0,0.0,0.0,211.219,1818.0,1818.0
2012-05-01,0.0,0.0,0.0,264.311,2278.0,2278.0
2012-06-01,0.0,0.0,0.0,215.686,1857.0,1857.0
2012-07-01,0.0,0.0,0.0,337.241,2906.0,2906.0
2012-08-01,0.0,0.0,0.0,314.245,2710.0,2710.0
2012-09-01,0.0,0.0,0.0,292.55,2519.0,2519.0
2012-10-01,0.0,0.0,0.0,217.302,1874.0,1874.0
2012-11-01,0.0,0.0,0.0,233.054,2008.0,2008.0
2012-12-01,0.0,0.0,0.0,358.96,3091.0,3091.0
2013-01-01,428.501,3658.0,3658.0,0.0,0.0,0.0
2013-02-01,295.651,2525.0,2525.0,0.0,0.0,0.0
2013-03-01,299.05,2553.0,2553.0,0.0,0.0,0.0
2013-04-01,344.942,2945.0,2945.0,0.0,0.0,0.0
2013-05-01,347.639,2968.0,2968.0,0.0,0.0,0.0
2013-06-01,249.654,2132.0,2132.0,0.0,0.0,0.0
2013-07-01,236.385,2020.0,2020.0,0.0,0.0,0.0
2013-08-01,233.229,1992.0,1992.0,0.0,0.0,0.0
2013-09-01,273.719,2334.0,2334.0,0.0,0.0,0.0
2013-10-01,263.392,2250.0,2250.0,0.0,0.0,0.0
2013-11-01,343.312,2928.0,2928.0,0.0,0.0,0.0
2013-12-01,388.526,3316.0,3316.0,0.0,0.0,0.0
2014-01-01,355.055,3445.0,3445.0,0.0,0.0,0.0
2014-02-01,336.88,3265.0,3265.0,0.0,0.0,0.0
2014-03-01,328.857,3186.0,3186.0,0.0,0.0,0.0
2014-04-01,308.984,2996.0,2996.0,0.0,0.0,0.0
2014-05-01,260.887,2530.0,2530.0,0.0,0.0,0.0
2014-06-01,155.501,1509.0,1509.0,0.0,0.0,0.0
2014-07-01,274.91,2665.0,2665.0,0.0,0.0,0.0
2014-08-01,221.184,2143.0,2143.0,0.0,0.0,0.0
2014-09-01,260.232,2525.0,2525.0,0.0,0.0,0.0
2014-10-01,344.003,3338.0,3338.0,0.0,0.0,0.0
2014-11-01,251.441,2440.0,2440.0,0.0,0.0,0.0
2014-12-01,327.066,3170.0,3170.0,0.0,0.0,0.0
2015-01-01,364.028,3630.0,3630.0,0.0,0.0,0.0
2015-02-01,321.044,3209.0,3209.0,0.0,0.0,0.0
2015-03-01,322.962,3226.0,3226.0,0.0,0.0,0.0
2015-04-01,334.471,3338.0,3338.0,0.0,0.0,0.0
2015-05-01,268.803,2687.0,2687.0,0.0,0.0,0.0
2015-06-01,267.803,2676.0,2676.0,0.0,0.0,0.0
2015-07-01,278.295,2777.0,2777.0,0.0,0.0,0.0
2015-08-01,315.953,3153.0,3153.0,0.0,0.0,0.0
2015-09-01,284.554,2844.0,2844.0,0.0,0.0,0.0
2015-10-01,325.549,3254.0,3254.0,0.0,0.0,0.0
2015-11-01,227.629,2272.0,2272.0,0.0,0.0,0.0
2015-12-01,218.909,2188.0,2188.0,0.0,0.0,0.0
2016-01-01,377.354,2990.0,2990.0,0.0,0.0,0.0
2016-02-01,418.769,3316.0,3316.0,0.0,0.0,0.0
2016-03-01,396.301,3136.0,3136.0,0.0,0.0,0.0
2016-04-01,324.548,2569.0,2569.0,0.0,0.0,0.0
2016-05-01,296.047,2345.0,2345.0,0.0,0.0,0.0
2016-06-01,297.789,2356.0,2356.0,0.0,0.0,0.0
2016-07-01,249.115,1975.0,1975.0,0.0,0.0,0.0
2016-08-01,326.485,2586.0,2586.0,0.0,0.0,0.0
2016-09-01,332.668,2637.0,2637.0,0.0,0.0,0.0
2016-10-01,382.015,3024.0,3024.0,0.0,0.0,0.0
2016-11-01,533.074,4219.0,4219.0,0.0,0.0,0.0
2016-12-01,719.835,5700.0,5700.0,0.0,0.0,0.0
2017-01-01,513.724,4606.0,4606.0,0.0,0.0,0.0
2017-02-01,414.801,3725.0,3725.0,0.0,0.0,0.0
2017-03-01,477.607,4292.0,4292.0,0.0,0.0,0.0
2017-04-01,440.348,3955.0,3955.0,0.0,0.0,0.0
2017-05-01,439.873,3949.0,3949.0,0.0,0.0,0.0
2017-06-01,463.953,4168.0,4168.0,0.0,0.0,0.0
2017-07-01,472.793,4247.0,4247.0,0.0,0.0,0.0
2017-08-01,488.366,4387.0,4387.0,0.0,0.0,0.0
2017-09-01,485.759,4365.0,4365.0,0.0,0.0,0.0
2017-10-01,495.785,4454.0,4454.0,0.0,0.0,0.0
2017-11-01,439.123,3944.0,3944.0,0.0,0.0,0.0
2017-12-01,446.868,4011.0,4011.0,0.0,0.0,0.0
2018-01-01,428.422,4028.0,4028.0,0.0,0.0,0.0
2018-02-01,399.559,3764.0,3764.0,0.0,0.0,0.0
2018-03-01,399.617,3764.0,3764.0,0.0,0.0,0.0
2018-04-01,403.66,3804.0,3804.0,0.0,0.0,0.0
2018-05-01,461.872,4348.0,4348.0,0.0,0.0,0.0
2018-06-01,431.208,4062.0,4062.0,0.0,0.0,0.0
2018-07-01,464.645,4376.0,4376.0,0.0,0.0,0.0
2018-08-01,474.484,4471.0,4471.0,0.0,0.0,0.0
2018-09-01,482.99,4550.0,4550.0,0.0,0.0,0.0
2018-10-01,507.133,4774.0,4774.0,0.0,0.0,0.0
2018-11-01,456.297,4297.0,4297.0,0.0,0.0,0.0
2018-12-01,437.113,4118.0,4118.0,0.0,0.0,0.0
2019-01-01,414.199,3590.0,3590.0,0.0,0.0,0.0
2019-02-01,460.388,3994.0,3994.0,0.0,0.0,0.0
2019-03-01,456.253,3955.0,3955.0,0.0,0.0,0.0
2019-04-01,419.291,3635.0,3635.0,0.0,0.0,0.0
2019-05-01,456.325,3955.0,3955.0,0.0,0.0,0.0
2019-06-01,392.099,3400.0,3400.0,0.0,0.0,0.0
2019-07-01,446.611,3871.0,3871.0,0.0,0.0,0.0
2019-08-01,494.487,4286.0,4286.0,0.0,0.0,0.0
2019-09-01,587.165,5094.0,5094.0,0.0,0.0,0.0
2019-10-01,617.103,5352.0,5352.0,0.0,0.0,0.0
2019-11-01,468.752,4067.0,4067.0,0.0,0.0,0.0
2019-12-01,625.327,5425.0,5425.0,0.0,0.0,0.0
2020-01-01,668.317,5588.0,5588.0,0.0,0.0,0.0
2020-02-01,433.267,3624.0,3624.0,0.0,0.0,0.0
2020-03-01,437.426,3658.0,3658.0,0.0,0.0,0.0
2020-04-01,419.756,3512.0,3512.0,0.0,0.0,0.0
2020-05-01,355.422,2973.0,2973.0,0.0,0.0,0.0
2020-06-01,447.492,3742.0,3742.0,0.0,0.0,0.0
2020-07-01,583.315,4875.0,4875.0,0.0,0.0,0.0
2020-08-01,597.67,4999.0,4999.0,0.0,0.0,0.0
2020-09-01,380.044,3175.0,3175.0,0.0,0.0,0.0
2020-10-01,454.873,3804.0,3804.0,0.0,0.0,0.0
2020-11-01,352.748,2951.0,2951.0,0.0,0.0,0.0
2020-12-01,349.67,2923.0,2923.0,0.0,0.0,0.0
2021-01-01,453.729,3921.0,3921.0,0.0,0.0,0.0
2021-02-01,502.412,4348.0,4348.0,0.0,0.0,0.0
2021-03-01,543.362,4701.0,4701.0,0.0,0.0,0.0
2021-04-01,522.31,4516.0,4516.0,0.0,0.0,0.0
2021-05-01,270.496,2339.0,2339.0,0.0,0.0,0.0
2021-06-01,363.105,3142.0,3142.0,0.0,0.0,0.0
2021-07-01,354.846,3069.0,3069.0,0.0,0.0,0.0
2021-08-01,511.731,4426.0,4426.0,0.0,0.0,0.0
2021-09-01,662.795,5733.0,5733.0,0.0,0.0,0.0
2021-10-01,658.501,5694.0,5694.0,0.0,0.0,0.0
2021-11-01,514.154,4449.0,4449.0,0.0,0.0,0.0
2021-12-01,571.559,4942.0,4942.0,0.0,0.0,0.0
2022-01-01,562.339,5010.0,5010.0,0.0,0.0,0.0
2022-02-01,463.756,4140.0,4140.0,0.0,0.0,0.0
2022-03-01,537.046,4791.0,4791.0,0.0,0.0,0.0
2022-04-01,477.443,4264.0,4264.0,0.0,0.0,0.0
2022-05-01,447.43,3994.0,3994.0,0.0,0.0,0.0
2022-06-01,544.91,4864.0,4864.0,0.0,0.0,0.0
2022-07-01,496.308,4432.0,4432.0,0.0,0.0,0.0
2022-08-01,333.79,2979.0,2979.0,0.0,0.0,0.0
2022-09-01,391.017,3489.0,3489.0,0.0,0.0,0.0
2022-10-01,438.726,3916.0,3916.0,0.0,0.0,0.0
2022-11-01,416.527,3719.0,3719.0,0.0,0.0,0.0
2022-12-01,566.708,5060.0,5060.0,0.0,0.0,0.0
2023-01-01,604.57,5571.0,5571.0,0.0,0.0,0.0
2023-02-01,469.348,4325.0,4325.0,0.0,0.0,0.0
2023-03-01,442.934,4078.0,4078.0,0.0,0.0,0.0
2023-04-01,523.594,4825.0,4825.0,0.0,0.0,0.0
2023-05-01,517.379,4763.0,4763.0,0.0,0.0,0.0
2023-06-01,445.478,4101.0,4101.0,0.0,0.0,0.0
2023-07-01,421.826,3888.0,3888.0,0.0,0.0,0.0
2023-08-01,439.066,4045.0,4045.0,0.0,0.0,0.0
2023-09-01,380.805,3506.0,3506.0,0.0,0.0,0.0
2023-10-01,431.964,3977.0,3977.0,0.0,0.0,0.0
2023-11-01,544.76,5015.0,5015.0,0.0,0.0,0.0
2023-12-01,598.276,5509.0,5509.0,0.0,0.0,0.0
2024-01-01,501.081,4471.0,4471.0,0.0,0.0,0.0
2024-02-01,451.224,4022.0,4022.0,0.0,0.0,0.0
2024-03-01,543.84,4853.0,4853.0,0.0,0.0,0.0
2024-04-01,572.966,5111.0,5111.0,0.0,0.0,0.0
2024-05-01,335.882,2996.0,2996.0,0.0,0.0,0.0
2024-06-01,599.667,5346.0,5346.0,0.0,0.0,0.0
2024-07-01,351.768,3136.0,3136.0,0.0,0.0,0.0
2024-08-01,507.976,4533.0,4533.0,0.0,0.0,0.0
2024-09-01,337.361,3007.0,3007.0,0.0,0.0,0.0
2024-10-01,535.638,4780.0,4780.0,0.0,0.0,0.0
2024-11-01,523.989,4673.0,4673.0,0.0,0.0,0.0
2024-12-01,445.608,3977.0,3977.0,0.0,0.0,0.0
