measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2001-01-01,217.025,2430.0,2430.0,,,
2001-02-01,185.92600000000002,2081.0,2081.0,,,
2001-03-01,201.934,2261.0,2261.0,,,
2001-04-01,177.037,1982.0,1982.0,,,
2001-05-01,173.618,1944.0,1944.0,,,
2001-06-01,175.488,1965.0,1965.0,,,
2001-07-01,184.497,2065.0,2065.0,,,
2001-08-01,183.40300000000002,2053.0,2053.0,,,
2001-09-01,216.635,2425.0,2425.0,,,
2001-10-01,208.008,2329.0,2329.0,,,
2001-11-01,215.43200000000002,2412.0,2412.0,,,
2001-12-01,243.997,2732.0,2732.0,,,
2002-01-01,241.369,2473.0,2473.0,,,
2002-02-01,205.366,2104.0,2104.0,,,
2002-03-01,217.559,2229.0,2229.0,,,
2002-04-01,199.251,2042.0,2042.0,,,
2002-05-01,193.351,1981.0,1981.0,,,
2002-06-01,199.511,2044.0,2044.0,,,
2002-07-01,193.912,1987.0,1987.0,,,
2002-08-01,181.299,1858.0,1858.0,,,
2002-09-01,189.77200000000002,1945.0,1945.0,,,
2002-10-01,206.578,2117.0,2117.0,,,
2002-11-01,214.52100000000002,2198.0,2198.0,,,
2002-12-01,238.513,2444.0,2444.0,,,
2003-01-01,260.079,2545.0,2545.0,,,
2003-02-01,230.401,2254.0,2254.0,,,
2003-03-01,237.971,2329.0,2329.0,,,
2003-04-01,208.964,2045.0,2045.0,,,
2003-05-01,205.078,2007.0,2007.0,,,
2003-06-01,195.142,1909.0,1909.0,,,
2003-07-01,208.851,2044.0,2044.0,,,
2003-08-01,199.955,1957.0,1957.0,,,
2003-09-01,213.88,2093.0,2093.0,,,
2003-10-01,230.559,2256.0,2256.0,,,
2003-11-01,241.924,2367.0,2367.0,,,
2003-12-01,270.195,2644.0,2644.0,,,
2004-01-01,244.199,2377.0,2377.0,,,
2004-02-01,315.87800000000004,3075.0,3075.0,,,
2004-03-01,283.48900000000003,2760.0,2760.0,,,
2004-04-01,192.221,1871.0,1871.0,,,
2004-05-01,208.455,2029.0,2029.0,,,
2004-06-01,200.234,1949.0,1949.0,,,
2004-07-01,318.884,3105.0,3105.0,,,
2004-08-01,337.583,3287.0,3287.0,,,
2004-09-01,274.91900000000004,2677.0,2677.0,,,
2004-10-01,201.075,1958.0,1958.0,,,
