measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,28.0,96.0,96.0
2024-02-01,106.0,362.0,362.0
2024-03-01,137.0,467.0,467.0
2024-04-01,156.0,532.0,532.0
2024-05-01,178.0,607.0,607.0
2024-06-01,198.0,676.0,676.0
2024-07-01,181.0,618.0,618.0
2024-08-01,174.0,594.0,594.0
2024-09-01,149.0,508.0,508.0
2024-10-01,135.0,461.0,461.0
2024-11-01,77.0,263.0,263.0
2024-12-01,38.0,130.0,130.0
