measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,203.412,2083.14,2083.14
2003-02-01,180.118,1844.59,1844.59
2003-03-01,195.472,2001.83,2001.83
2003-04-01,171.809,1759.5,1759.5
2003-05-01,182.717,1871.2,1871.2
2003-06-01,182.915,1873.23,1873.23
2003-07-01,208.06,2130.74,2130.74
2003-08-01,246.32,2522.56,2522.56
2003-09-01,207.827,2128.36,2128.36
2003-10-01,149.305,1529.03,1529.03
2003-11-01,184.447,1888.92,1888.92
2003-12-01,215.597,2207.93,2207.93
2004-01-01,335.332,3360.7,3360.7
2004-02-01,183.931,1843.36,1843.36
2004-03-01,264.10200000000003,2646.83,2646.83
2004-04-01,590.464,5917.63,5917.63
2004-05-01,404.119,4050.08,4050.08
2004-06-01,161.293,1616.48,1616.48
2004-07-01,161.02,1613.74,1613.74
2004-08-01,203.026,2034.73,2034.73
2004-09-01,316.005,3167.0,3167.0
2004-10-01,146.553,1468.75,1468.75
2004-11-01,187.458,1878.7,1878.7
2004-12-01,296.69800000000004,2973.51,2973.51
2005-01-01,177.985,1779.67,1779.67
2005-02-01,144.63400000000001,1446.2,1446.2
2005-03-01,158.02800000000002,1580.12,1580.12
2005-04-01,198.104,1980.85,1980.85
2005-05-01,146.779,1467.64,1467.64
2005-06-01,131.505,1314.92,1314.92
2005-07-01,111.655,1116.44,1116.44
2005-08-01,88.039,880.3,880.3
2005-09-01,76.051,760.44,760.44
2005-10-01,154.69,1546.75,1546.75
2005-11-01,169.871,1698.54,1698.54
2005-12-01,179.65900000000002,1796.41,1796.41
2006-01-01,28.345,281.0,281.0
2006-02-01,25.559,254.0,254.0
2006-03-01,22.518,223.0,223.0
2006-04-01,24.51,243.0,243.0
2006-05-01,28.979000000000003,287.0,287.0
2006-06-01,28.474,282.0,282.0
2006-07-01,29.859,296.0,296.0
2006-08-01,29.643,294.0,294.0
2006-09-01,19.242,191.0,191.0
2006-10-01,16.963,168.0,168.0
2006-11-01,19.869,197.0,197.0
2006-12-01,21.04,209.0,209.0
2007-01-01,212.37300000000002,2099.0,2099.0
2007-02-01,98.29700000000001,972.0,972.0
2007-03-01,160.68800000000002,1588.0,1588.0
2007-04-01,330.56,3267.0,3267.0
2007-05-01,311.28,3077.0,3077.0
2007-06-01,122.66300000000001,1212.0,1212.0
2007-07-01,102.26100000000001,1011.0,1011.0
2007-08-01,75.296,744.0,744.0
2007-09-01,61.604000000000006,609.0,609.0
2007-10-01,127.218,1257.0,1257.0
2007-11-01,220.822,2183.0,2183.0
2007-12-01,152.93800000000002,1512.0,1512.0
2008-01-01,169.15,1667.0,1667.0
2008-02-01,184.571,1819.0,1819.0
2008-03-01,236.841,2334.0,2334.0
2008-04-01,506.615,4992.0,4992.0
2008-05-01,245.89800000000002,2423.0,2423.0
2008-06-01,251.229,2476.0,2476.0
2008-07-01,272.721,2687.0,2687.0
2008-08-01,379.612,3741.0,3741.0
2008-09-01,142.535,1405.0,1405.0
2008-10-01,149.477,1473.0,1473.0
2008-11-01,225.288,2220.0,2220.0
2008-12-01,248.06300000000002,2444.0,2444.0
2009-01-01,128.40800000000002,1253.0,1253.0
2009-02-01,87.9,858.0,858.0
2009-03-01,181.529,1772.0,1772.0
2009-04-01,252.729,2467.0,2467.0
2009-05-01,208.01100000000002,2030.0,2030.0
2009-06-01,126.70200000000001,1237.0,1237.0
2009-07-01,206.943,2020.0,2020.0
2009-08-01,145.469,1420.0,1420.0
2009-09-01,50.162,490.0,490.0
2009-10-01,110.894,1082.0,1082.0
2009-11-01,155.79600000000002,1521.0,1521.0
2009-12-01,184.45700000000002,1800.0,1800.0
2010-01-01,208.747,2037.0,2037.0
2010-02-01,170.442,1663.0,1663.0
2010-03-01,337.591,3294.0,3294.0
2010-04-01,400.937,3912.0,3912.0
2010-05-01,244.961,2390.0,2390.0
2010-06-01,161.267,1573.0,1573.0
2010-07-01,89.94,877.0,877.0
2010-08-01,113.019,1103.0,1103.0
2010-09-01,65.846,642.0,642.0
2010-10-01,364.067,3552.0,3552.0
2010-11-01,303.136,2957.0,2957.0
2010-12-01,272.047,2654.0,2654.0
2011-01-01,147.799,1436.0,1436.0
2011-02-01,108.709,1056.0,1056.0
2011-03-01,204.678,1989.0,1989.0
2011-04-01,363.515,3532.0,3532.0
2011-05-01,443.409,4308.0,4308.0
2011-06-01,158.649,1541.0,1541.0
2011-07-01,75.966,738.0,738.0
2011-08-01,97.543,948.0,948.0
2011-09-01,167.782,1630.0,1630.0
2011-10-01,223.293,2170.0,2170.0
2011-11-01,109.14,1060.0,1060.0
2011-12-01,177.517,1725.0,1725.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0
2017-01-01,152.541,1405.0,1405.0
2017-02-01,151.831,1399.0,1399.0
2017-03-01,187.048,1723.0,1723.0
2017-04-01,260.147,2397.0,2397.0
2017-05-01,272.173,2508.0,2508.0
