measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2003-01-01,6986.0,71543.63,71543.63
2003-02-01,6432.0,65870.11,65870.11
2003-03-01,4976.0,50959.22,50959.22
2003-04-01,0.0,0.0,0.0
2003-05-01,3078.0,31521.8,31521.8
2003-06-01,7060.0,72301.46,72301.46
2003-07-01,6230.0,63801.43,63801.43
2003-08-01,7099.0,72700.86,72700.86
2003-09-01,5792.0,59315.87,59315.87
2003-10-01,6962.0,71297.84,71297.84
2003-11-01,6554.0,67119.51,67119.51
2003-12-01,7026.0,71953.27,71953.27
2005-01-01,6683.8730000000005,66832.05,66832.05
2005-02-01,5643.682000000001,56431.18,56431.18
2005-03-01,6389.152,63885.13,63885.13
2005-04-01,6392.626,63919.87,63919.87
2005-05-01,6788.331,67876.52,67876.52
2005-06-01,6703.446,67027.76,67027.76
2005-07-01,6856.537,68558.51,68558.51
2005-08-01,6772.439,67717.62,67717.62
2005-09-01,6627.24,66265.77,66265.77
2005-10-01,6787.941000000001,67872.62,67872.62
2005-11-01,6588.715,65880.56,65880.56
2005-12-01,6773.018,67723.41,67723.41
2006-01-01,6423.39,63713.61,63713.61
2006-02-01,5822.076,57749.17,57749.17
2006-03-01,6580.937,65276.31,65276.31
2006-04-01,5887.927000000001,58402.35,58402.35
2006-05-01,5727.265,56808.74,56808.74
2006-06-01,6216.593,61662.39,61662.39
2006-07-01,6531.1,64781.98,64781.98
2006-08-01,6668.91,66148.92,66148.92
2006-09-01,6311.28,62601.59,62601.59
2006-10-01,6577.703,65244.24,65244.24
2006-11-01,6370.793000000001,63191.9,63191.9
2006-12-01,6647.025000000001,65931.84,65931.84
2007-01-01,6862.127,67825.26,67825.26
2007-02-01,5983.562,59141.53,59141.53
2007-03-01,6382.137000000001,63081.04,63081.04
2007-04-01,6207.076,61350.74,61350.74
2007-05-01,6258.039000000001,61854.46,61854.46
2007-06-01,6690.196,66125.9,66125.9
2007-07-01,6725.09,66470.79,66470.79
2007-08-01,6706.072,66282.82,66282.82
2007-09-01,6573.676,64974.21,64974.21
2007-10-01,6793.175,67143.74,67143.74
2007-11-01,6508.055,64325.62,64325.62
2007-12-01,6710.795,66329.5,66329.5
2008-01-01,6991.026000000001,68889.57,68889.57
2008-02-01,6323.662,62313.37,62313.37
2008-03-01,6649.683,65525.98,65525.98
2008-04-01,6412.557000000001,63189.340000000004,63189.340000000004
2008-05-01,6643.615000000001,65466.18,65466.18
2008-06-01,6745.411,66469.28,66469.28
2008-07-01,6874.461,67740.94,67740.94
2008-08-01,6791.932000000001,66927.7,66927.7
2008-09-01,6596.686000000001,65003.74,65003.74
2008-10-01,6822.628000000001,67230.18000000001,67230.18000000001
2008-11-01,6516.375,64212.36,64212.36
2008-12-01,6631.964,65351.37,65351.37
2009-01-01,6809.5,66460.72,66460.72
2009-02-01,6168.386,60203.45,60203.45
2009-03-01,6858.456,66938.53,66938.53
2009-04-01,6535.66,63788.04,63788.04
2009-05-01,6667.762000000001,65077.36,65077.36
2009-06-01,6454.928,63000.1,63000.1
2009-07-01,6804.066000000001,66407.68,66407.68
2009-08-01,6741.919,65801.13,65801.13
2009-09-01,6558.826,64014.14,64014.14
2009-10-01,6738.64,65769.13,65769.13
2009-11-01,6602.4220000000005,64439.64,64439.64
2009-12-01,7059.435,68900.09,68900.09
2010-01-01,6980.284000000001,68100.0,68100.0
2010-02-01,6270.421,61174.0,61174.0
2010-03-01,6835.073,66683.0,66683.0
2010-04-01,6468.713000000001,63109.0,63109.0
2010-05-01,6793.13,66274.0,66274.0
2010-06-01,6580.963000000001,64204.0,64204.0
2010-07-01,6768.4580000000005,66033.0,66033.0
2010-08-01,6812.686000000001,66465.0,66465.0
2010-09-01,6608.347000000001,64471.0,64471.0
2010-10-01,6330.375,61759.0,61759.0
2010-11-01,6624.747,64631.0,64631.0
2010-12-01,6926.803,67578.0,67578.0
2011-01-01,6448.079,62650.0,62650.0
2011-02-01,5850.372,56842.0,56842.0
2011-03-01,6447.17,62641.0,62641.0
2011-04-01,5906.041,57383.0,57383.0
2011-05-01,6337.28,61573.0,61573.0
2011-06-01,5852.77,56866.0,56866.0
2011-07-01,6225.617,60488.0,60488.0
2011-08-01,6228.443,60516.0,60516.0
2011-09-01,5959.905,57906.0,57906.0
2011-10-01,6257.643,60799.0,60799.0
2011-11-01,6120.517,59467.0,59467.0
2011-12-01,6366.163,61854.0,61854.0
2012-01-01,4540.493,43207.0,43207.0
2012-02-01,4268.518,40619.0,40619.0
2012-03-01,4641.043,44164.0,44164.0
2012-04-01,4551.923,43316.0,43316.0
2012-05-01,4687.913,44610.0,44610.0
2012-06-01,4520.718,43019.0,43019.0
2012-07-01,4719.966,44915.0,44915.0
2012-08-01,4669.184,44432.0,44432.0
2012-09-01,4609.437,43863.0,43863.0
2012-10-01,4694.804,44676.0,44676.0
2012-11-01,4682.011,44554.0,44554.0
2012-12-01,4846.99,46124.0,46124.0
2013-01-01,5603.794,53466.0,53466.0
2013-02-01,4979.641,47511.0,47511.0
2013-03-01,5653.154,53937.0,53937.0
2013-04-01,5164.659,49276.0,49276.0
2013-05-01,5437.539,51880.0,51880.0
2013-06-01,5272.162,50302.0,50302.0
2013-07-01,5622.179,53641.0,53641.0
2013-08-01,5583.513,53272.0,53272.0
2013-09-01,5400.292,51524.0,51524.0
2013-10-01,5549.884,52951.0,52951.0
2013-11-01,4852.957,46302.0,46302.0
2013-12-01,5346.226,51008.0,51008.0
2014-01-01,5815.484,55305.0,55305.0
2014-02-01,5248.661,49915.0,49915.0
2014-03-01,5832.433,55466.0,55466.0
2014-04-01,5819.308,55342.0,55342.0
2014-05-01,5958.488,56665.0,56665.0
2014-06-01,5871.921,55842.0,55842.0
2014-07-01,6122.786,58228.0,58228.0
2014-08-01,6103.55,58045.0,58045.0
2014-09-01,5910.49,56209.0,56209.0
2014-10-01,6073.285,57757.0,57757.0
2014-11-01,5984.077,56909.0,56909.0
2014-12-01,5984.517,56913.0,56913.0
2015-01-01,6615.384,61649.0,61649.0
2015-02-01,6028.432,56179.0,56179.0
2015-03-01,6603.003,61533.0,61533.0
2015-04-01,5942.664,55380.0,55380.0
2015-05-01,6653.674,62006.0,62006.0
2015-06-01,6456.973,60173.0,60173.0
2015-07-01,6651.849,61989.0,61989.0
2015-08-01,6616.352,61658.0,61658.0
2015-09-01,5541.729,51643.0,51643.0
2015-10-01,6192.644,57709.0,57709.0
2015-11-01,5947.488,55425.0,55425.0
2015-12-01,6120.808,57040.0,57040.0
2016-01-01,5761.086,53186.0,53186.0
2016-02-01,5391.339,49773.0,49773.0
2016-03-01,5741.047,53001.0,53001.0
2016-04-01,5278.1,48727.0,48727.0
2016-05-01,6026.168,55634.0,55634.0
2016-06-01,5788.81,53442.0,53442.0
2016-07-01,6198.908,57228.0,57228.0
2016-08-01,6215.802,57384.0,57384.0
2016-09-01,6086.73,56193.0,56193.0
2016-10-01,6070.82,56046.0,56046.0
2016-11-01,6014.617,55527.0,55527.0
2016-12-01,6374.573,58850.0,58850.0
2017-01-01,6335.348,58368.0,58368.0
