measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-03-01,9.018,76.0,76.0
2022-04-01,11.46,94.0,94.0
2022-05-01,4.139,35.0,35.0
2022-06-01,9.402,76.0,76.0
2022-07-01,4.98,41.0,41.0
2022-08-01,5.944,47.0,47.0
2022-09-01,4.652,35.0,35.0
2022-10-01,16.934,135.0,135.0
2022-11-01,8.092,64.0,64.0
2022-12-01,9.379,76.0,76.0
2023-01-01,5.983,53.0,53.0
2023-02-01,5.344,41.0,41.0
2023-03-01,3.018,23.0,23.0
2023-04-01,4.392,35.0,35.0
2023-05-01,8.647,70.0,70.0
2023-06-01,10.403,88.0,88.0
2023-07-01,15.901,129.0,129.0
2023-08-01,5.733,47.0,47.0
2023-09-01,3.524,29.0,29.0
2023-10-01,7.04,58.0,58.0
2023-11-01,5.003,41.0,41.0
2023-12-01,5.012,41.0,41.0
2024-01-01,18.802,152.0,152.0
2024-02-01,16.214,134.0,134.0
2024-03-01,13.029,111.0,111.0
2024-04-01,14.4,122.0,122.0
2024-05-01,17.244,146.0,146.0
2024-06-01,18.715,157.0,157.0
2024-07-01,14.292,122.0,122.0
2024-08-01,12.826,105.0,105.0
2024-09-01,18.501,157.0,157.0
2024-10-01,15.27,128.0,128.0
2024-11-01,20.849,175.0,175.0
2024-12-01,14.858,122.0,122.0
