measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-12-01,159.0,1416.0,1416.0
2020-01-01,273.83,2401.0,2401.0
2020-02-01,406.65,3565.0,3565.0
2020-03-01,598.042,5243.0,5243.0
2020-04-01,734.028,6435.0,6435.0
2020-05-01,865.303,7586.0,7586.0
2020-06-01,1063.859,9327.0,9327.0
2020-07-01,1022.066,8960.0,8960.0
2020-08-01,960.841,8424.0,8424.0
2020-09-01,751.956,6592.0,6592.0
2020-10-01,594.045,5208.0,5208.0
2020-11-01,403.761,3540.0,3540.0
2020-12-01,293.619,2574.0,2574.0
2021-01-01,265.038,2344.0,2344.0
2021-02-01,455.275,4026.0,4026.0
2021-03-01,939.852,8312.0,8312.0
2021-04-01,861.224,7617.0,7617.0
2021-05-01,994.037,8791.0,8791.0
2021-06-01,967.239,8554.0,8554.0
2021-07-01,848.708,7506.0,7506.0
2021-08-01,815.579,7213.0,7213.0
2021-09-01,961.644,8505.0,8505.0
2021-10-01,544.21,4813.0,4813.0
2021-11-01,391.077,3459.0,3459.0
2021-12-01,282.117,2495.0,2495.0
2022-01-01,364.074,1242.0,1242.0
2022-02-01,494.445,1687.0,1687.0
2022-03-01,677.832,2313.0,2313.0
2022-04-01,692.314,2362.0,2362.0
2022-05-01,929.488,3171.0,3171.0
2022-06-01,1160.989,3961.0,3961.0
2022-07-01,1004.657,3428.0,3428.0
2022-08-01,941.389,3212.0,3212.0
2022-09-01,787.595,2687.0,2687.0
2022-10-01,713.549,2435.0,2435.0
2022-11-01,439.972,1501.0,1501.0
2022-12-01,248.696,849.0,849.0
2023-01-01,193.0,659.0,659.0
2023-02-01,534.0,1822.0,1822.0
2023-03-01,643.0,2194.0,2194.0
2023-04-01,889.0,3033.0,3033.0
2023-05-01,1021.0,3484.0,3484.0
2023-06-01,1035.0,3531.0,3531.0
2023-07-01,1105.0,3770.0,3770.0
2023-08-01,971.0,3313.0,3313.0
2023-09-01,776.0,2648.0,2648.0
2023-10-01,553.0,1887.0,1887.0
2023-11-01,496.0,1692.0,1692.0
2023-12-01,230.0,785.0,785.0
2024-01-01,203.0,693.0,693.0
2024-02-01,573.0,1955.0,1955.0
2024-03-01,759.0,2590.0,2590.0
2024-04-01,816.0,2784.0,2784.0
2024-05-01,996.0,3398.0,3398.0
2024-06-01,1040.0,3548.0,3548.0
2024-07-01,1035.0,3531.0,3531.0
2024-08-01,1017.0,3470.0,3470.0
2024-09-01,782.0,2668.0,2668.0
2024-10-01,720.0,2457.0,2457.0
2024-11-01,297.0,1013.0,1013.0
2024-12-01,245.0,836.0,836.0
