measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,20169.0,230894.0,230894.0,0.0,0.0,0.0
2003-02-01,12241.0,140584.0,140584.0,0.0,0.0,0.0
2003-03-01,11719.0,135562.0,135562.0,0.0,0.0,0.0
2003-04-01,12694.0,153317.0,153317.0,0.0,0.0,0.0
2003-05-01,3081.0,38458.0,38458.0,0.0,0.0,0.0
2003-06-01,16798.0,201265.0,201265.0,0.0,0.0,0.0
2003-07-01,19416.0,229324.0,229324.0,0.0,0.0,0.0
2003-08-01,18918.0,223270.0,223270.0,0.0,0.0,0.0
2003-09-01,16060.0,206911.0,206911.0,0.0,0.0,0.0
2003-10-01,19273.0,217201.0,217201.0,0.0,0.0,0.0
2003-11-01,3363.0,41023.0,41023.0,0.0,0.0,0.0
2003-12-01,3190.0,47699.0,47699.0,0.0,0.0,0.0
2006-01-01,1054.881,13237.0,13237.0,,,
2006-02-01,1251.52,15705.0,15705.0,,,
2006-03-01,1427.473,17913.0,17913.0,,,
2006-04-01,1596.66,20036.0,20036.0,,,
2006-05-01,1849.3310000000001,23206.0,23206.0,,,
2006-06-01,2356.551,29571.0,29571.0,,,
2006-07-01,2962.6980000000003,37178.0,37178.0,,,
2006-08-01,3000.0620000000004,37646.0,37646.0,,,
2006-09-01,2041.249,25615.0,25615.0,,,
2006-10-01,1848.17,23192.0,23192.0,,,
2006-11-01,1372.554,17224.0,17224.0,,,
2006-12-01,1430.852,17955.0,17955.0,,,
2007-01-01,1001.0,13235.0,13235.0,,,
2007-02-01,0.0,0.0,0.0,,,
2007-03-01,0.0,0.0,0.0,,,
2007-04-01,0.0,0.0,0.0,,,
2007-05-01,0.0,0.0,0.0,,,
2007-06-01,1646.0,20430.0,20430.0,,,
2007-07-01,2548.0,31363.0,31363.0,,,
2007-08-01,3210.0,40627.0,40627.0,,,
2007-09-01,4577.0,55307.0,55307.0,,,
2007-10-01,0.0,0.0,0.0,,,
2007-11-01,0.0,0.0,0.0,,,
2007-12-01,0.0,0.0,0.0,,,
2008-01-01,8465.0,105385.0,105385.0,,,
2008-02-01,0.0,0.0,0.0,,,
2008-03-01,0.0,0.0,0.0,,,
2008-04-01,180.0,2035.0,2035.0,,,
2008-05-01,6734.0,78522.0,78522.0,,,
2008-06-01,9614.0,111093.0,111093.0,,,
2008-07-01,16610.0,203537.0,203537.0,,,
2008-08-01,17061.0,209338.0,209338.0,,,
2008-09-01,16365.0,203448.0,203448.0,,,
2008-10-01,12748.0,157085.0,157085.0,,,
2008-11-01,2187.0,28711.0,28711.0,,,
2008-12-01,0.0,0.0,0.0,,,
2009-01-01,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,,,
2009-05-01,3475.0,42803.0,42803.0,,,
2009-06-01,0.0,0.0,0.0,,,
2009-07-01,0.0,0.0,0.0,,,
2009-08-01,2352.0,29008.0,29008.0,,,
2009-09-01,4114.0,51048.0,51048.0,,,
2009-10-01,0.0,0.0,0.0,,,
2009-11-01,5178.0,63859.0,63859.0,,,
2009-12-01,0.0,0.0,0.0,,,
2010-01-01,0.0,0.0,0.0,,,
2010-02-01,0.0,0.0,0.0,,,
2010-03-01,0.0,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,,,
2010-05-01,11019.0,126068.0,126068.0,,,
2010-06-01,0.0,83.0,83.0,,,
2010-07-01,3870.0,43368.0,43368.0,,,
2010-08-01,4768.0,63369.0,63369.0,,,
2010-09-01,16019.0,182691.0,182691.0,,,
2010-10-01,5549.0,124.0,124.0,,,
2010-11-01,0.0,0.0,0.0,,,
2010-12-01,1800.0,29285.0,29285.0,,,
2011-01-01,5395.0,54876.0,54876.0,,,
2011-02-01,0.0,0.0,0.0,,,
2011-03-01,1232.0,15592.0,15592.0,,,
2011-04-01,8988.0,103783.0,103783.0,,,
2011-05-01,5306.0,60024.0,60024.0,,,
2011-06-01,2623.0,31104.0,31104.0,,,
2011-07-01,6647.0,80749.0,80749.0,,,
2011-08-01,6324.0,77117.0,77117.0,,,
2011-09-01,4773.0,54463.0,54463.0,,,
2011-10-01,5121.0,61385.0,61385.0,,,
2011-11-01,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,,,
2012-03-01,4350.0,56437.0,56437.0,,,
2012-04-01,10369.0,125814.0,125814.0,,,
2012-05-01,26460.0,291107.0,291107.0,,,
2012-06-01,9758.0,115048.0,115048.0,,,
2012-07-01,4528.0,57380.0,57380.0,,,
2012-08-01,16141.0,190809.0,190809.0,,,
2012-09-01,18756.0,231474.0,231474.0,,,
2012-10-01,11914.0,147282.0,147282.0,,,
2012-11-01,14706.0,179655.0,179655.0,,,
