measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2008-01-01,0.624,5.0,5.0
2008-02-01,0.648,5.0,5.0
2008-03-01,0.7010000000000001,5.0,5.0
2008-04-01,0.67,5.0,5.0
2008-05-01,0.601,5.0,5.0
2008-06-01,0.646,5.0,5.0
2008-07-01,0.68,5.0,5.0
2008-08-01,0.6990000000000001,5.0,5.0
2008-09-01,0.635,5.0,5.0
2008-10-01,0.678,5.0,5.0
2008-11-01,0.7010000000000001,5.0,5.0
2008-12-01,0.7170000000000001,6.0,6.0
2009-01-01,556.3190000000001,4670.0,4670.0
2009-02-01,672.555,5645.0,5645.0
2009-03-01,729.979,6127.0,6127.0
2009-04-01,662.785,5563.0,5563.0
2009-05-01,698.273,5861.0,5861.0
2009-06-01,743.181,6238.0,6238.0
2009-07-01,764.654,6418.0,6418.0
2009-08-01,678.659,5696.0,5696.0
2009-09-01,712.9440000000001,5984.0,5984.0
2009-10-01,732.014,6144.0,6144.0
2009-11-01,702.034,5893.0,5893.0
2009-12-01,733.6030000000001,6157.0,6157.0
2010-01-01,1008.758,6588.0,6588.0
2010-02-01,892.187,5828.0,5828.0
2010-03-01,867.5350000000001,5667.0,5667.0
2010-04-01,897.8430000000001,5865.0,5865.0
2010-05-01,916.715,5988.0,5988.0
2010-06-01,1032.934,6747.0,6747.0
2010-07-01,1079.424,7051.0,7051.0
2010-08-01,1085.906,7093.0,7093.0
2010-09-01,1024.237,6690.0,6690.0
2010-10-01,978.0010000000001,6389.0,6389.0
2010-11-01,1034.038,6755.0,6755.0
2010-12-01,960.422,6274.0,6274.0
2011-01-01,711.344,530.0,530.0
2011-02-01,708.666,529.0,529.0
2011-03-01,751.71,561.0,561.0
2011-04-01,713.04,532.0,532.0
2011-05-01,750.993,560.0,560.0
2011-06-01,729.311,544.0,544.0
2011-07-01,770.083,575.0,575.0
2011-08-01,786.002,586.0,586.0
2011-09-01,749.97,560.0,560.0
2011-10-01,714.536,533.0,533.0
2011-11-01,706.663,527.0,527.0
2011-12-01,711.682,531.0,531.0
2012-01-01,753.407,7374.0,7374.0
2012-02-01,741.787,7260.0,7260.0
2012-03-01,711.343,6962.0,6962.0
2012-04-01,668.321,6540.0,6540.0
2012-05-01,693.16,6784.0,6784.0
2012-06-01,601.46,5886.0,5886.0
2012-07-01,647.946,6341.0,6341.0
2012-08-01,749.262,7333.0,7333.0
2012-09-01,737.206,7215.0,7215.0
2012-10-01,739.963,7242.0,7242.0
2012-11-01,809.216,7920.0,7920.0
2012-12-01,810.929,7936.0,7936.0
2013-01-01,812.618,7229.0,7229.0
2013-02-01,732.08,6514.0,6514.0
2013-03-01,786.487,6998.0,6998.0
2013-04-01,713.806,6351.0,6351.0
2013-05-01,791.766,7045.0,7045.0
2013-06-01,771.036,6860.0,6860.0
2013-07-01,792.926,7055.0,7055.0
2013-08-01,876.125,7795.0,7795.0
2013-09-01,799.204,7111.0,7111.0
2013-10-01,872.513,7763.0,7763.0
2013-11-01,867.606,7720.0,7720.0
2013-12-01,905.833,8060.0,8060.0
2015-01-01,813.444,5096.0,5096.0
2015-02-01,756.688,4740.0,4740.0
2015-03-01,788.635,4940.0,4940.0
2015-04-01,696.386,4362.0,4362.0
2015-05-01,760.603,4764.0,4764.0
2015-06-01,854.843,5355.0,5355.0
2015-07-01,871.234,5457.0,5457.0
2015-08-01,839.239,5257.0,5257.0
2015-09-01,821.398,5145.0,5145.0
2015-10-01,790.834,4954.0,4954.0
2015-11-01,732.843,4591.0,4591.0
2015-12-01,834.853,5230.0,5230.0
2016-01-01,865.3,3786.0,5656.0
2016-02-01,818.473,3581.0,5351.0
2016-03-01,753.414,3296.0,4925.0
2016-04-01,744.604,3257.0,4868.0
2016-05-01,873.002,3819.0,5707.0
2016-06-01,861.157,3767.0,5629.0
2016-07-01,831.625,3638.0,5436.0
2016-08-01,804.518,3520.0,5259.0
2016-09-01,849.862,3718.0,5556.0
2016-10-01,827.425,3620.0,5409.0
2016-11-01,844.154,3693.0,5519.0
2016-12-01,837.466,3664.0,5475.0
2017-01-01,873.874,3856.0,5601.0
2017-02-01,790.551,3488.0,5067.0
2017-03-01,885.285,3906.0,5674.0
2017-04-01,795.782,3511.0,5100.0
2017-05-01,867.332,3827.0,5559.0
2017-06-01,887.653,3917.0,5689.0
2017-07-01,880.136,3883.0,5641.0
2017-08-01,882.857,3895.0,5659.0
2017-09-01,827.891,3653.0,5306.0
2017-10-01,698.498,3082.0,4477.0
2017-11-01,833.848,3679.0,5344.0
2017-12-01,918.293,4052.0,5886.0
