measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-08-01,0.0,0.0,0.0,322.469,1100.0,1100.0
2022-09-01,0.0,0.0,0.0,267.341,912.0,912.0
2022-10-01,0.0,0.0,0.0,211.911,723.0,723.0
2022-11-01,0.0,0.0,0.0,174.788,596.0,596.0
2022-12-01,0.0,0.0,0.0,113.491,387.0,387.0
2023-01-01,0.0,0.0,0.0,100.0,341.0,341.0
2023-02-01,0.0,0.0,0.0,249.0,850.0,850.0
2023-03-01,0.0,0.0,0.0,263.0,897.0,897.0
2023-04-01,0.0,0.0,0.0,468.0,1597.0,1597.0
2023-05-01,-2.0,0.0,0.0,448.0,1529.0,1529.0
2023-06-01,-1.0,0.0,0.0,552.0,1883.0,1883.0
2023-07-01,0.0,0.0,0.0,451.0,1539.0,1539.0
2023-08-01,-1.0,0.0,0.0,451.0,1539.0,1539.0
2023-09-01,0.0,0.0,0.0,409.0,1396.0,1396.0
2023-10-01,-2.0,0.0,0.0,308.0,1051.0,1051.0
2023-11-01,-4.0,0.0,0.0,291.0,993.0,993.0
2023-12-01,-3.0,0.0,0.0,137.0,467.0,467.0
2024-01-01,-25.0,0.0,0.0,75.0,256.0,256.0
2024-02-01,-24.0,0.0,0.0,359.0,1225.0,1225.0
2024-03-01,-25.0,0.0,0.0,391.0,1334.0,1334.0
2024-04-01,-19.0,0.0,0.0,395.0,1348.0,1348.0
2024-05-01,-31.0,0.0,0.0,524.0,1788.0,1788.0
2024-06-01,-24.0,0.0,0.0,529.0,1805.0,1805.0
2024-07-01,-34.0,0.0,0.0,501.0,1709.0,1709.0
2024-08-01,-30.0,0.0,0.0,309.0,1054.0,1054.0
2024-09-01,-26.0,0.0,0.0,345.0,1177.0,1177.0
2024-10-01,-31.0,0.0,0.0,433.0,1477.0,1477.0
2024-11-01,-30.0,0.0,0.0,258.0,880.0,880.0
2024-12-01,-1.0,0.0,0.0,171.0,583.0,583.0
