measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
2023-01-01,-155.0,0.0,0.0
2023-02-01,-245.0,0.0,0.0
2023-03-01,-135.0,0.0,0.0
2023-04-01,-172.0,0.0,0.0
2023-05-01,-249.0,0.0,0.0
2023-06-01,-253.0,0.0,0.0
2023-07-01,-265.0,0.0,0.0
2023-08-01,-174.0,0.0,0.0
2023-09-01,-234.0,0.0,0.0
2023-10-01,-282.0,0.0,0.0
2023-11-01,-216.0,0.0,0.0
2023-12-01,-242.0,0.0,0.0
2024-01-01,-262.0,0.0,0.0
2024-02-01,-248.0,0.0,0.0
2024-03-01,-296.0,0.0,0.0
2024-04-01,-266.0,0.0,0.0
2024-05-01,-308.0,0.0,0.0
2024-06-01,-320.0,0.0,0.0
2024-07-01,-322.0,0.0,0.0
2024-08-01,-272.0,0.0,0.0
2024-09-01,-304.0,0.0,0.0
2024-10-01,-235.0,0.0,0.0
2024-11-01,-341.0,0.0,0.0
2024-12-01,-323.0,0.0,0.0
