measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,1424.0,15649.0,15649.0,475.0,0.0,0.0
2003-02-01,1488.0,15437.0,15437.0,516.0,0.0,0.0
2003-03-01,21787.0,237835.0,237835.0,7944.0,0.0,0.0
2003-04-01,1543.0,20944.0,20944.0,450.0,0.0,0.0
2003-05-01,1848.82,18060.0,18060.0,656.69,0.0,0.0
2003-06-01,9702.91,114179.0,114179.0,3748.08,0.0,0.0
2003-07-01,32546.41,377440.0,377440.0,12892.27,0.0,0.0
2003-08-01,23822.23,279491.0,279491.0,9324.61,0.0,0.0
2003-09-01,17970.22,207590.0,207590.0,6871.48,0.0,0.0
2003-10-01,46092.46,531642.0,531642.0,17453.21,0.0,0.0
2003-11-01,35548.56,408098.0,408098.0,13168.72,0.0,0.0
2003-12-01,2696.6,16169.0,16169.0,721.68,0.0,0.0
2004-01-01,4229.541,48496.0,48496.0,1273.189,0.0,0.0
2004-02-01,3282.931,37642.0,37642.0,1387.76,0.0,0.0
2004-03-01,4784.0160000000005,54854.0,54854.0,1604.9640000000002,0.0,0.0
2004-04-01,5905.102,67708.0,67708.0,2207.353,0.0,0.0
2004-05-01,3764.5750000000003,43165.0,43165.0,1447.113,0.0,0.0
2004-06-01,4285.332,49136.0,49136.0,1720.2610000000002,0.0,0.0
2004-07-01,4261.51,48862.0,48862.0,1675.425,0.0,0.0
2004-08-01,4445.202,50969.0,50969.0,1730.8410000000001,0.0,0.0
2004-09-01,3943.695,45218.0,45218.0,1666.01,0.0,0.0
2004-10-01,4778.607,54792.0,54792.0,1970.0690000000002,0.0,0.0
2004-11-01,3624.217,41555.0,41555.0,1461.62,0.0,0.0
2004-12-01,3747.2720000000004,42966.0,42966.0,1355.396,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,930.0,11281.59,11281.59,124.0,0.0,0.0
2005-04-01,12996.0,149204.77,149204.77,5019.0,0.0,0.0
2005-05-01,6208.0,70387.11,70387.11,2313.0,0.0,0.0
2005-06-01,29043.0,336261.01,336261.01,11459.0,0.0,0.0
2005-07-01,38366.0,439151.83,439151.83,15379.0,0.0,0.0
2005-08-01,31951.0,439151.83,439151.83,12876.0,0.0,0.0
2005-09-01,13424.0,155278.68,155278.68,5141.0,0.0,0.0
2005-10-01,4561.0,52697.89,52697.89,1726.0,0.0,0.0
2005-11-01,8643.0,81855.13,81855.13,3251.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,986.0,11707.0,11707.0,311.0,0.0,0.0
2006-02-01,1932.0,21511.0,21511.0,654.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,16096.0,248800.0,248800.0,6136.0,0.0,0.0
2006-05-01,25618.0,289180.0,289180.0,9881.0,0.0,0.0
2006-06-01,25907.0,295699.0,295699.0,9914.0,0.0,0.0
2006-07-01,36002.0,413385.0,413385.0,14030.0,0.0,0.0
2006-08-01,23844.0,277248.0,277248.0,9367.0,0.0,0.0
2006-09-01,17830.0,210957.0,210957.0,6968.0,0.0,0.0
2006-10-01,24343.0,284944.0,284944.0,9419.0,0.0,0.0
2006-11-01,14692.0,164071.0,164071.0,5607.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,1107.0,10170.0,10170.0,364.0,0.0,0.0
2007-04-01,9902.0,110155.0,110155.0,3562.0,0.0,0.0
2007-05-01,23098.0,269378.0,269378.0,8868.0,0.0,0.0
2007-06-01,8494.0,96939.0,96939.0,3313.0,0.0,0.0
2007-07-01,25259.0,297776.0,297776.0,9716.0,0.0,0.0
2007-08-01,35047.0,399805.0,399805.0,13611.0,0.0,0.0
2007-09-01,28144.0,321255.0,321255.0,10854.0,0.0,0.0
2007-10-01,11504.0,132963.0,132963.0,4338.0,0.0,0.0
2007-11-01,5462.0,60911.0,60911.0,1950.0,0.0,0.0
2007-12-01,10091.0,112537.0,112537.0,3445.0,0.0,0.0
2008-01-01,6213.47,76264.0,76264.0,2360.791,0.0,0.0
2008-02-01,6172.459000000001,75759.0,75759.0,2345.2070000000003,0.0,0.0
2008-03-01,6902.225,84717.0,84717.0,2622.4790000000003,0.0,0.0
2008-04-01,8740.717,107282.0,107282.0,3321.0080000000003,0.0,0.0
2008-05-01,6885.968000000001,84517.0,84517.0,2616.302,0.0,0.0
2008-06-01,9785.26,120102.0,120102.0,3717.8790000000004,0.0,0.0
2008-07-01,12934.107,158751.0,158751.0,4914.274,0.0,0.0
2008-08-01,9575.203000000001,117524.0,117524.0,3638.069,0.0,0.0
2008-09-01,8834.5,108434.0,108434.0,3356.641,0.0,0.0
