measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-05-01,898.364,0.0,0.0,1021.975,9038.0,9038.0
2021-06-01,873.294,0.0,0.0,941.446,8326.0,8326.0
2021-07-01,936.616,0.0,0.0,1017.239,8996.0,8996.0
2021-08-01,899.952,0.0,0.0,927.135,8200.0,8200.0
2021-09-01,801.519,0.0,0.0,867.273,7670.0,7670.0
2021-10-01,846.184,0.0,0.0,712.083,6298.0,6298.0
2021-11-01,829.132,0.0,0.0,669.646,5922.0,5922.0
2021-12-01,910.939,0.0,0.0,489.203,4327.0,4327.0
2022-01-01,0.0,0.0,0.0,623.63,2128.0,2128.0
2022-02-01,0.0,0.0,0.0,695.871,2374.0,2374.0
2022-03-01,0.0,0.0,0.0,907.36,3096.0,3096.0
2022-04-01,0.0,0.0,0.0,1177.8,4019.0,4019.0
2022-05-01,0.0,0.0,0.0,1116.414,3809.0,3809.0
2022-06-01,0.0,0.0,0.0,1179.846,4026.0,4026.0
2022-07-01,0.0,0.0,0.0,1050.419,3584.0,3584.0
2022-08-01,0.0,0.0,0.0,1021.81,3486.0,3486.0
2022-09-01,0.0,0.0,0.0,956.651,3264.0,3264.0
2022-10-01,0.0,0.0,0.0,802.106,2737.0,2737.0
2022-11-01,0.0,0.0,0.0,626.39,2137.0,2137.0
2022-12-01,0.0,0.0,0.0,490.703,1674.0,1674.0
2023-01-01,-7.0,0.0,0.0,564.0,1924.0,1924.0
2023-02-01,-1.0,0.0,0.0,637.0,2173.0,2173.0
2023-03-01,-8.0,0.0,0.0,1004.0,3426.0,3426.0
2023-04-01,-5.0,0.0,0.0,1086.0,3705.0,3705.0
2023-05-01,-3.0,0.0,0.0,1096.0,3740.0,3740.0
2023-06-01,-7.0,0.0,0.0,1050.0,3583.0,3583.0
2023-07-01,-16.0,0.0,0.0,933.0,3183.0,3183.0
2023-08-01,-1.0,0.0,0.0,1166.0,3978.0,3978.0
2023-09-01,-6.0,0.0,0.0,900.0,3071.0,3071.0
2023-10-01,-14.0,0.0,0.0,945.0,3224.0,3224.0
2023-11-01,-4.0,0.0,0.0,746.0,2545.0,2545.0
2023-12-01,-7.0,0.0,0.0,569.0,1941.0,1941.0
2024-01-01,-3.0,0.0,0.0,526.0,1795.0,1795.0
2024-02-01,-11.0,0.0,0.0,690.0,2354.0,2354.0
2024-03-01,-4.0,0.0,0.0,947.0,3231.0,3231.0
2024-04-01,-6.0,0.0,0.0,1022.0,3487.0,3487.0
2024-05-01,-10.0,0.0,0.0,1153.0,3934.0,3934.0
2024-06-01,-12.0,0.0,0.0,1125.0,3839.0,3839.0
2024-07-01,-1.0,0.0,0.0,1057.0,3606.0,3606.0
2024-08-01,-13.0,0.0,0.0,1026.0,3501.0,3501.0
2024-09-01,-5.0,0.0,0.0,733.0,2501.0,2501.0
2024-10-01,-15.0,0.0,0.0,851.0,2904.0,2904.0
2024-11-01,-2.0,0.0,0.0,568.0,1938.0,1938.0
2024-12-01,-15.0,0.0,0.0,467.0,1593.0,1593.0
