measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-04-01,-3.874,0.0,0.0,687.424,6080.0,6080.0
2021-05-01,-4.381,0.0,0.0,854.369,7556.0,7556.0
2021-06-01,-4.254,0.0,0.0,885.688,7833.0,7833.0
2021-07-01,-4.489,0.0,0.0,696.979,6164.0,6164.0
2021-08-01,-4.297,0.0,0.0,702.552,6213.0,6213.0
2021-09-01,-4.247,0.0,0.0,652.92,5774.0,5774.0
2021-10-01,-4.529,0.0,0.0,482.524,4267.0,4267.0
2021-11-01,-4.19,0.0,0.0,477.215,4220.0,4220.0
2021-12-01,-4.739,0.0,0.0,255.329,2258.0,2258.0
2022-01-01,-8.134,0.0,0.0,678.736,2316.0,2316.0
2022-02-01,-6.749,0.0,0.0,446.67,1524.0,1524.0
2022-03-01,-6.98,0.0,0.0,666.626,2275.0,2275.0
2022-04-01,-8.355,0.0,0.0,814.483,2779.0,2779.0
2022-05-01,-8.357,0.0,0.0,916.716,3128.0,3128.0
2022-06-01,-8.491,0.0,0.0,922.067,3146.0,3146.0
2022-07-01,-8.133,0.0,0.0,1017.822,3473.0,3473.0
2022-08-01,-7.968,0.0,0.0,897.847,3063.0,3063.0
2022-09-01,-8.121,0.0,0.0,744.357,2540.0,2540.0
2022-10-01,-8.377,0.0,0.0,590.022,2013.0,2013.0
2022-11-01,-8.079,0.0,0.0,486.662,1660.0,1660.0
2022-12-01,-8.256,0.0,0.0,315.992,1078.0,1078.0
2023-01-01,-2.0,0.0,0.0,260.0,887.0,887.0
2023-02-01,-5.0,0.0,0.0,484.0,1651.0,1651.0
2023-03-01,-15.0,0.0,0.0,756.0,2579.0,2579.0
2023-04-01,-9.0,0.0,0.0,769.0,2624.0,2624.0
2023-05-01,-15.0,0.0,0.0,1179.0,4023.0,4023.0
2023-06-01,-9.0,0.0,0.0,860.0,2934.0,2934.0
2023-07-01,-1.0,0.0,0.0,958.0,3269.0,3269.0
2023-08-01,0.0,0.0,0.0,871.0,2972.0,2972.0
2023-09-01,-3.0,0.0,0.0,705.0,2405.0,2405.0
2023-10-01,-14.0,0.0,0.0,636.0,2170.0,2170.0
2023-11-01,-15.0,0.0,0.0,547.0,1866.0,1866.0
2023-12-01,-7.0,0.0,0.0,360.0,1228.0,1228.0
2024-01-01,-8.0,0.0,0.0,208.0,710.0,710.0
2024-02-01,-13.0,0.0,0.0,602.0,2054.0,2054.0
2024-03-01,-10.0,0.0,0.0,730.0,2491.0,2491.0
2024-04-01,-15.0,0.0,0.0,801.0,2733.0,2733.0
2024-05-01,-14.0,0.0,0.0,929.0,3170.0,3170.0
2024-06-01,-9.0,0.0,0.0,1024.0,3494.0,3494.0
2024-07-01,-8.0,0.0,0.0,940.0,3207.0,3207.0
2024-08-01,-20.0,0.0,0.0,905.0,3088.0,3088.0
2024-09-01,-13.0,0.0,0.0,748.0,2552.0,2552.0
2024-10-01,-20.0,0.0,0.0,751.0,2562.0,2562.0
2024-11-01,-14.0,0.0,0.0,565.0,1928.0,1928.0
2024-12-01,-14.0,0.0,0.0,372.0,1269.0,1269.0
