measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-07-01,,,,193.468,1711.0,1711.0
2021-08-01,,,,195.015,1725.0,1725.0
2021-09-01,,,,181.238,1603.0,1603.0
2021-10-01,,,,133.939,1185.0,1185.0
2021-11-01,,,,132.466,1172.0,1172.0
2021-12-01,,,,70.874,627.0,627.0
2022-01-01,,,,445.595,1520.0,1520.0
2022-02-01,,,,293.242,1001.0,1001.0
2022-03-01,0.0,0.0,0.0,437.645,1493.0,1493.0
2022-04-01,0.0,0.0,0.0,534.714,1824.0,1824.0
2022-05-01,0.0,0.0,0.0,601.831,2053.0,2053.0
2022-06-01,0.0,0.0,0.0,605.344,2065.0,2065.0
2022-07-01,0.0,0.0,0.0,668.208,2280.0,2280.0
2022-08-01,0.0,0.0,0.0,589.443,2011.0,2011.0
2022-09-01,0.0,0.0,0.0,488.676,1667.0,1667.0
2022-10-01,0.0,0.0,0.0,387.354,1322.0,1322.0
2022-11-01,0.0,0.0,0.0,319.497,1090.0,1090.0
2022-12-01,0.0,0.0,0.0,207.451,708.0,708.0
2023-01-01,-8.0,0.0,0.0,161.0,549.0,549.0
2023-02-01,-9.0,0.0,0.0,273.0,931.0,931.0
2023-03-01,-8.0,0.0,0.0,471.0,1607.0,1607.0
2023-04-01,-8.0,0.0,0.0,569.0,1941.0,1941.0
2023-05-01,-10.0,0.0,0.0,823.0,2808.0,2808.0
2023-06-01,-9.0,0.0,0.0,572.0,1952.0,1952.0
2023-07-01,-8.0,0.0,0.0,644.0,2197.0,2197.0
2023-08-01,-1.0,0.0,0.0,624.0,2129.0,2129.0
2023-09-01,-3.0,0.0,0.0,506.0,1726.0,1726.0
2023-10-01,-6.0,0.0,0.0,449.0,1532.0,1532.0
2023-11-01,-8.0,0.0,0.0,388.0,1324.0,1324.0
2023-12-01,-6.0,0.0,0.0,180.0,614.0,614.0
2024-01-01,-4.0,0.0,0.0,125.0,427.0,427.0
2024-02-01,-7.0,0.0,0.0,463.0,1580.0,1580.0
2024-03-01,-8.0,0.0,0.0,538.0,1836.0,1836.0
2024-04-01,-5.0,0.0,0.0,540.0,1842.0,1842.0
2024-05-01,-8.0,0.0,0.0,708.0,2416.0,2416.0
2024-06-01,-6.0,0.0,0.0,759.0,2590.0,2590.0
2024-07-01,-8.0,0.0,0.0,714.0,2436.0,2436.0
2024-08-01,-8.0,0.0,0.0,636.0,2170.0,2170.0
2024-09-01,-7.0,0.0,0.0,573.0,1955.0,1955.0
2024-10-01,-8.0,0.0,0.0,534.0,1822.0,1822.0
2024-11-01,-7.0,0.0,0.0,367.0,1252.0,1252.0
2024-12-01,-5.0,0.0,0.0,264.0,901.0,901.0
