measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,2254.0,23290.58,23290.58
2001-02-01,2059.0,21275.65,21275.65
2001-03-01,3004.0,31040.33,31040.33
2001-04-01,1555.0,16067.82,16067.82
2001-05-01,1601.0,16543.13,16543.13
2001-06-01,1405.0,14517.87,14517.87
2001-07-01,2525.0,26090.83,26090.83
2001-08-01,2606.0,26927.8,26927.8
2001-09-01,1824.0,18847.39,18847.39
2001-10-01,1613.0,16667.13,16667.13
2001-11-01,1436.0,14838.19,14838.19
2001-12-01,1817.0,18775.06,18775.06
2002-01-01,2453.0,24954.37,24954.37
2002-02-01,1457.0,14822.06,14822.06
2002-03-01,1980.0,20142.54,20142.54
2002-04-01,1675.0,17039.78,17039.78
2002-05-01,1836.0,18677.63,18677.63
2002-06-01,1336.0,13591.13,13591.13
2002-07-01,1502.0,15279.85,15279.85
2002-08-01,1729.0,17589.12,17589.12
2002-09-01,2496.0,25391.81,25391.81
2002-10-01,2377.0,24181.22,24181.22
2002-11-01,2573.0,26175.13,26175.13
2002-12-01,2759.0,28067.31,28067.31
2003-01-01,2264.0,23185.62,23185.62
2003-02-01,3892.0,39857.97,39857.97
2003-03-01,5476.0,56079.72,56079.72
2003-04-01,3939.0,40339.3,40339.3
2003-05-01,4812.0,49279.69,49279.69
2003-06-01,5727.0,58650.21,58650.21
2003-07-01,6178.0,63268.9,63268.9
2003-08-01,5390.0,55198.99,55198.99
2003-09-01,3180.0,32566.38,32566.38
2003-10-01,2976.0,30477.22,30477.22
2003-11-01,4101.0,41998.34,41998.34
2003-12-01,5155.0,52792.36,52792.36
2004-01-01,3586.7980000000002,35946.89,35946.89
2004-02-01,3892.65,39012.14,39012.14
2004-03-01,2743.456,27494.92,27494.92
2004-04-01,2088.349,20929.43,20929.43
2004-05-01,2209.282,22141.42,22141.42
2004-06-01,2733.715,27397.29,27397.29
2004-07-01,3250.581,32577.32,32577.32
2004-08-01,3666.501,36745.67,36745.67
2004-09-01,6598.193,66127.09,66127.09
2004-10-01,3823.38,38317.91,38317.91
2004-11-01,3667.063,36751.31,36751.31
2004-12-01,6161.031,61745.85,61745.85
2005-01-01,5861.683,58610.97,58610.97
2005-02-01,5067.996,50674.89,50674.89
2005-03-01,5551.778,55512.22,55512.22
2005-04-01,5303.0830000000005,53025.53,53025.53
2005-05-01,4797.11,47966.3,47966.3
2005-06-01,5403.491,54029.51,54029.51
2005-07-01,5799.98,57994.0,57994.0
2005-08-01,4907.509,49070.18,49070.18
2005-09-01,4060.692,40602.86,40602.86
2005-10-01,3465.735,34653.89,34653.89
2005-11-01,3709.0260000000003,37086.55,37086.55
2005-12-01,4539.917,45394.63,45394.63
2006-01-01,3504.532,34761.0,34761.0
2006-02-01,3160.052,31345.0,31345.0
2006-03-01,2784.051,27615.0,27615.0
2006-04-01,3030.348,30058.0,30058.0
2006-05-01,3582.8790000000004,35539.0,35539.0
2006-06-01,3520.4120000000003,34919.0,34919.0
2006-07-01,3691.634,36617.0,36617.0
2006-08-01,3664.9570000000003,36353.0,36353.0
2006-09-01,2378.991,23597.0,23597.0
2006-10-01,2097.2490000000003,20803.0,20803.0
2006-11-01,2456.571,24367.0,24367.0
2006-12-01,2601.3230000000003,25803.0,25803.0
2007-01-01,3186.7780000000002,31498.0,31498.0
2007-02-01,2170.2470000000003,21451.0,21451.0
2007-03-01,2472.0820000000003,24434.0,24434.0
