measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,77.0,742.0,928.0,,,,937.0,9079.0,11369.0,347.0,408.0,511.0
2003-02-01,244.0,3294.0,3294.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,19.0,227.0,244.0,,,,1763.0,20964.0,22470.0,610.0,650.0,650.0
2003-04-01,8.0,104.0,104.0,,,,394.0,4966.0,4966.0,135.0,249.0,249.0
2003-05-01,7.0,93.0,93.0,,,,578.0,7858.0,7858.0,198.0,129.0,129.0
2003-06-01,30.0,400.0,400.0,,,,2161.0,28587.0,28587.0,740.0,536.0,536.0
2003-07-01,20.0,261.0,261.0,,,,1286.0,16528.0,16528.0,440.0,393.0,393.0
2003-08-01,29.0,348.0,348.0,,,,7703.0,93996.0,93996.0,2637.0,2784.0,2784.0
2003-09-01,8.0,104.0,104.0,,,,912.0,11948.0,11948.0,312.0,219.0,219.0
2003-10-01,4.0,58.0,58.0,,,,396.0,5162.0,5162.0,136.0,70.0,70.0
2003-11-01,13.0,168.0,168.0,,,,960.0,12755.0,12755.0,329.0,229.0,229.0
2003-12-01,4.0,58.0,58.0,,,,388.0,5036.0,5036.0,133.0,225.0,225.0
2004-01-01,819.864,9506.12,11076.9,196.8341,0.0,0.0,2348.075,26876.14,31724.04,571.1709000000001,418.79,418.79
2004-02-01,74.77264,900.11,1010.9,21.49609,0.0,0.0,2435.92236,29004.56,32932.95,708.76091,398.2,398.2
2004-03-01,105.67509,1290.67,1428.64,32.36492,0.0,0.0,2320.88691,28022.99,31376.46,720.10908,410.31,410.31
2004-04-01,0.34553999999999996,4.23,4.67,0.10694,0.0,0.0,2195.96146,26591.5,29691.3,688.1930600000001,375.32,375.32
2004-05-01,0.14254,1.81,1.93,0.05082,0.0,0.0,3037.36746,38072.94,41067.85,1098.68418,599.13,599.13
2004-06-01,0.06479,0.82,0.88,0.02291,0.0,0.0,2511.79521,31418.13,33961.68,900.98109,491.31,491.31
2004-07-01,0.13390000000000002,1.71,1.81,0.04879,0.0,0.0,2380.7561,30011.77,32189.91,880.40821,480.1,480.1
2004-08-01,0.09502,1.21,1.28,0.03465,0.0,0.0,2572.20998,32432.34,34778.52,952.01435,519.14,519.14
2004-09-01,0.10366,1.35,1.4,0.04024,0.0,0.0,3000.15934,38468.98,40564.78,1183.17776,645.19,645.19
2004-10-01,0.04751,0.57,0.64,0.01389,0.0,0.0,1895.58649,22662.95,25630.01,560.97711,305.9,305.9
2004-11-01,0.07343,0.9,0.99,0.02242,0.0,0.0,2519.39157,30412.81,34064.4,778.73558,424.65,424.65
2004-12-01,84.33225,1002.38,1140.14,22.87467,0.0,0.0,2640.20675,31050.83,35694.69,724.31633,407.44,407.44
2005-01-01,18.66507,181.81,265.66,10.44915,90.4,90.4,1052.12893,13793.38,14975.05,445.64785,210.83,210.83
2005-02-01,4.29596,40.17,61.14,1.90261,17.79,20.79,932.74004,11457.14,13275.77,312.61539,186.91,186.91
2005-03-01,3.68869,34.49,52.5,1.59082,14.87,17.87,1113.05831,13579.7,15842.31,363.17218,223.04,223.04
2005-04-01,3.6887000000000003,34.49,52.5,1.58815,14.85,17.87,1141.1603,13916.71,16242.25,371.71585,228.68,228.68
2005-05-01,3.72151,34.8,52.97,1.6278299999999999,15.22,17.99,925.75149,11336.4,13176.35,306.53917,185.52,185.52
2005-06-01,4.50522,42.12,64.12,1.92482,18.0,21.84,1574.98178,19169.58,22416.86,508.99818,315.62,315.62
2005-07-01,8.53446,79.8,121.47,3.74972,35.06,41.35,2029.58254,24877.76,28887.28,674.64028,406.71,406.71
2005-08-01,7.55793,70.67,107.57,3.27125,30.59,36.62,2169.92907,26497.67,30884.83,710.55275,434.83,434.83
2005-09-01,4.20569,39.32,59.86,1.79931,16.82,20.38,1435.42731,17477.4,20430.59,464.57869,287.65,287.65
2005-10-01,5.89617,55.13,83.92,2.6828499999999997,25.08,28.56,992.67283,12277.91,14128.82,341.74715,198.92,198.92
2005-11-01,3.9718,37.14,56.53,1.7534399999999999,16.39,19.21,891.0342,10936.27,12682.21,297.71756,178.55,178.55
2005-12-01,10.873249999999999,101.66,154.76,5.46946,51.14,52.68,962.70775,12233.99,13702.31,366.37354,192.92,192.92
2006-01-01,7.399649999999999,92.32,100.33,2.47463,0.0,0.0,759.12035,9293.86,10292.84,259.56137,230.81,230.81
2006-02-01,9.27754,115.68,125.79,3.0951199999999996,0.0,0.0,756.90546,9260.89,10262.83,258.17688,230.13,230.13
2006-03-01,16.88827,210.17,228.99,5.58989,0.0,0.0,825.74573,10082.46,11196.21,279.44411,251.06,251.06
2006-04-01,8.00696,99.86,108.57,2.6731000000000003,0.0,0.0,694.25704,8495.92,9413.37,236.9729,211.08,211.08
2006-05-01,5.53036,69.03,74.99,1.8522399999999999,0.0,0.0,673.47764,8248.55,9131.61,230.62076,204.77,204.77
2006-06-01,5.32362,66.48,72.18,1.7865199999999999,0.0,0.0,861.50838,10556.95,11681.09,295.59148,261.93,261.93
2006-07-01,6.6028199999999995,82.48,89.53,2.2181,0.0,0.0,1290.15918,15813.92,17493.18,443.1249,392.26,392.26
2006-08-01,7.02492,87.73,95.25,2.35837,0.0,0.0,1214.65008,14885.88,16469.35,416.91963,369.3,369.3
2006-09-01,4.1047,51.28,55.66,1.37937,0.0,0.0,861.5543,10561.32,11681.72,296.01463,261.94,261.94
2006-10-01,4.08747,51.07,55.42,1.3742699999999999,0.0,0.0,960.84453,11780.0,13027.99,330.29373,292.14,292.14
2006-11-01,6.64589,82.95,90.11,2.2262399999999998,0.0,0.0,826.45111,10122.59,11205.81,283.05276,251.27,251.27
2006-12-01,7.40393,92.39,100.39,2.4774599999999998,0.0,0.0,807.56007,9888.37,10949.67,276.28054,245.53,245.53
2007-01-01,0.40900000000000003,6.0,6.0,0.151,0.0,0.0,326.95300000000003,4160.0,4398.0,122.849,66.0,66.0
2007-02-01,0.40900000000000003,6.0,6.0,0.14800000000000002,0.0,0.0,303.827,3739.0,4087.0,114.852,188.0,188.0
2007-03-01,0.40900000000000003,6.0,6.0,0.153,0.0,0.0,435.154,5613.0,5854.0,162.847,11.0,11.0
2007-04-01,0.40900000000000003,6.0,6.0,0.152,0.0,0.0,316.71700000000004,4093.0,4261.0,117.848,0.0,0.0
2007-05-01,0.8180000000000001,6.0,11.0,0.299,0.0,0.0,756.951,9559.0,10183.0,282.701,224.0,224.0
2007-06-01,0.8180000000000001,6.0,11.0,0.299,0.0,0.0,728.5930000000001,9228.0,9801.0,271.701,189.0,189.0
2007-07-01,1.635,17.0,22.0,0.599,0.0,0.0,2041.715,25874.0,27466.0,762.4010000000001,516.0,516.0
2007-08-01,2.862,28.0,39.0,1.048,0.0,0.0,3478.353,44087.0,46791.0,1297.952,872.0,872.0
2007-09-01,1.635,17.0,22.0,0.598,0.0,0.0,1869.215,23571.0,25145.0,699.402,590.0,590.0
2007-10-01,1.635,17.0,22.0,0.607,0.0,0.0,1676.0910000000001,21501.0,22547.0,626.393,163.0,163.0
2007-11-01,0.40900000000000003,6.0,6.0,0.15,0.0,0.0,342.421,4331.0,4606.0,127.85,95.0,95.0
2007-12-01,3.2710000000000004,33.0,44.0,1.18,0.0,0.0,3509.289,43450.0,47208.0,1316.82,1908.0,1908.0
2008-01-01,2.444,30.0,33.0,0.803,0.0,0.0,375.497,4461.0,5070.0,129.197,240.0,240.0
2008-02-01,2.037,25.0,28.0,0.665,0.0,0.0,316.23,3747.0,4269.0,108.33500000000001,213.0,213.0
2008-03-01,2.4450000000000003,31.0,33.0,0.8340000000000001,0.0,0.0,392.547,4865.0,5298.0,135.166,49.0,49.0
2008-04-01,2.444,30.0,33.0,0.802,0.0,0.0,361.28900000000004,4288.0,4878.0,124.19800000000001,235.0,235.0
2008-05-01,2.444,31.0,33.0,0.81,0.0,0.0,364.13100000000003,4373.0,4916.0,125.19,185.0,185.0
2008-06-01,2.444,31.0,33.0,0.8280000000000001,0.0,0.0,372.656,4628.0,5031.0,127.17200000000001,37.0,37.0
2008-07-01,2.8520000000000003,36.0,39.0,0.9440000000000001,0.0,0.0,440.44800000000004,5299.0,5945.0,151.056,215.0,215.0
2008-08-01,2.853,36.0,39.0,0.9590000000000001,0.0,0.0,460.339,5633.0,6213.0,158.041,130.0,130.0
2008-09-01,2.037,25.0,28.0,0.6960000000000001,0.0,0.0,319.071,3985.0,4307.0,109.304,9.0,9.0
2008-10-01,2.851,36.0,39.0,0.9670000000000001,0.0,0.0,409.19100000000003,5114.0,5527.0,139.03300000000002,9.0,9.0
2008-11-01,2.037,25.0,28.0,0.6930000000000001,0.0,0.0,304.863,3796.0,4116.0,104.307,21.0,21.0
2008-12-01,8.555,107.0,116.0,2.8880000000000003,0.0,0.0,1304.295,16097.0,17609.0,446.112,231.0,231.0
2009-01-01,2.051,25.0,28.0,0.678,0.0,0.0,687.6610000000001,8282.0,9220.0,237.322,406.0,406.0
