measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,5090.0,127580.0,138353.0
2003-02-01,3769.0,74460.0,82817.0
2003-03-01,4546.0,95307.0,103728.0
2003-04-01,1890.0,48909.0,48909.0
2003-05-01,4963.0,120518.0,129842.0
2003-06-01,3946.0,94648.0,101200.0
2003-07-01,4998.0,114008.0,122853.0
2003-08-01,4717.0,112438.0,119783.0
2003-09-01,3201.0,75977.0,81542.0
2003-10-01,5788.0,134407.0,147969.0
2003-11-01,5366.0,136864.0,145340.0
2003-12-01,5911.0,141826.0,146233.0
2004-01-01,4167.055,76226.13,113265.73
2004-02-01,4418.453,80824.86,120099.12
2004-03-01,4327.298,79157.39,117621.39
2004-04-01,3518.2250000000004,64357.37,95629.81
2004-05-01,4562.897,83467.1,124025.32
2004-06-01,4226.9890000000005,77322.48,114894.82
2004-07-01,4718.531,86314.05,128255.56
2004-08-01,4176.371,76396.54,113519.03
2004-09-01,4062.583,74315.07,110426.13
2004-10-01,4762.418000000001,87116.85,129448.5
2004-11-01,4739.644,86700.26,128829.5
2004-12-01,4456.144,81514.32,121123.57
2005-01-01,4385.647,80224.74,124132.57
2005-02-01,4070.135,74453.23,115202.26
2005-03-01,4400.4710000000005,80495.91,124552.15
2005-04-01,3783.418,69208.44,107086.89
2005-05-01,4198.732,76805.57,118842.05
2005-06-01,4064.9610000000002,74358.58,115055.74
2005-07-01,4501.965,82352.5,127424.79
2005-08-01,4635.1140000000005,84788.13,131193.5
2005-09-01,4363.284000000001,79815.67,123499.58
2005-10-01,4158.957,76078.01,117716.23
2005-11-01,4235.647,77480.84,119886.87
2005-12-01,4575.798,83703.09,129514.57
2006-01-01,4730.885,70200.9,70200.9
2006-02-01,4294.875,63731.01,63731.01
2006-03-01,4651.711,69026.09,69026.09
2006-04-01,4299.486,63799.47,63799.47
2006-05-01,4289.194,63646.73,63646.73
2006-06-01,4281.956,63539.35,63539.35
2006-07-01,4601.206,68276.6,68276.6
2006-08-01,4872.319,72299.64,72299.64
2006-09-01,4559.372,67655.84,67655.84
2006-10-01,4734.887000000001,70260.26,70260.26
2006-11-01,4630.215,68707.1,68707.1
2006-12-01,4799.636,71221.08,71221.08
2007-01-01,5489.0,108651.0,145330.0
2007-02-01,5195.0,103484.0,135021.0
2007-03-01,4211.0,85600.0,107303.0
2007-04-01,4192.0,82892.0,99902.0
2007-05-01,4868.0,96757.0,117861.0
2007-06-01,4372.0,86798.0,102985.0
2007-07-01,6238.0,123003.0,144955.0
2007-08-01,5220.0,103147.0,121730.0
2007-09-01,7321.0,143021.0,157273.0
2007-10-01,3774.0,75991.0,98679.0
2007-11-01,4782.0,94124.0,100364.0
2007-12-01,6219.0,122316.0,141536.0
2008-01-01,5649.0,111195.0,129967.0
2008-02-01,5268.0,103887.0,128606.0
2008-03-01,5489.0,108279.0,128794.0
2008-04-01,3074.0,60850.0,78312.0
2008-05-01,6043.0,119047.0,146004.0
2008-06-01,5665.0,112161.0,133361.0
2008-07-01,4706.0,93541.0,111546.0
2008-08-01,5566.0,109895.0,130778.0
2008-09-01,5092.0,100620.0,118710.0
2008-10-01,3597.0,70845.0,89606.0
2008-11-01,0.0,0.0,0.0
2008-12-01,2626.0,51821.0,75492.0
2009-01-01,3385.0,67068.0,76602.0
2009-02-01,2908.0,57319.0,66843.0
2009-03-01,4663.0,92048.0,106280.0
2009-04-01,5215.0,103325.0,126934.0
2009-05-01,5226.0,103923.0,118310.0
2009-06-01,4823.0,96843.0,103933.0
2009-07-01,5500.0,109017.0,131240.0
2009-08-01,4527.0,90115.0,100614.0
2009-09-01,5077.0,100374.0,103659.0
2009-10-01,3113.0,61974.0,68927.0
2009-11-01,5159.0,102043.0,107465.0
2009-12-01,5770.0,114427.0,133973.0
2010-01-01,4838.0,98055.0,104520.0
2010-02-01,4041.0,80717.0,90430.0
2010-03-01,3982.0,79435.0,87759.0
2010-04-01,4682.0,91566.0,91566.0
2010-05-01,4927.0,97809.0,100140.0
2010-06-01,5006.0,98969.0,111771.0
2010-07-01,4450.0,88376.0,98105.0
2010-08-01,4413.0,87779.0,96570.0
2010-09-01,4601.0,91731.0,101325.0
2010-10-01,4480.0,88815.0,96108.0
2010-11-01,4303.0,85566.0,97319.0
2010-12-01,4790.0,95596.0,106068.0
2011-01-01,4964.0,99039.0,105855.0
2011-02-01,5060.0,100690.0,110024.0
2011-03-01,4370.0,87322.0,97644.0
2011-04-01,1062.0,21396.0,25035.0
2011-05-01,5069.0,101200.0,120744.0
2011-06-01,4198.0,83598.0,93325.0
2011-07-01,2197.0,43863.0,49583.0
2011-08-01,5304.0,106189.0,134484.0
2011-09-01,1626.0,32340.0,40098.0
2011-10-01,5119.0,102342.0,131377.0
2011-11-01,4340.0,87217.0,104670.0
2011-12-01,5120.0,103009.0,126759.0
2012-01-01,3194.0,64591.0,76203.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,3743.0,75114.0,83778.0
2012-05-01,4050.0,82439.0,97569.0
2012-06-01,846.0,17742.0,34295.0
2012-07-01,4553.0,92329.0,109000.0
2012-08-01,3409.0,69106.0,78537.0
2012-09-01,2670.0,52611.0,59093.0
2012-10-01,4586.0,91819.0,102823.0
2012-11-01,5300.0,105205.0,119484.0
2012-12-01,5033.0,100023.0,109799.0
2013-01-01,5767.0,114902.0,122179.0
2013-02-01,650.0,97546.0,101912.0
2013-03-01,428.0,8590.0,9323.0
2013-04-01,5223.0,104010.0,113680.0
2013-05-01,3633.0,72391.0,76977.0
2013-06-01,3800.0,76010.0,81707.0
2013-07-01,1208.0,24171.0,26757.0
2013-08-01,4252.0,85302.0,89232.0
2013-09-01,773.0,15494.0,15837.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0
