measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,91.039,840.0,840.0
2016-02-01,137.155,1266.0,1266.0
2016-03-01,159.415,1472.0,1472.0
2016-04-01,162.302,1498.0,1498.0
2016-05-01,299.418,2764.0,2764.0
2016-06-01,531.267,4905.0,4905.0
2016-07-01,879.409,8119.0,8119.0
2016-08-01,946.686,8740.0,8740.0
2016-09-01,935.203,8634.0,8634.0
2016-10-01,747.958,6905.0,6905.0
2016-11-01,681.724,6294.0,6294.0
2016-12-01,496.424,4583.0,4583.0
2017-01-01,268.622,2475.0,2475.0
2017-02-01,302.942,2791.0,2791.0
2017-03-01,518.985,4781.0,4781.0
2017-04-01,572.868,5278.0,5278.0
2017-05-01,615.697,5672.0,5672.0
2017-06-01,671.077,6183.0,6183.0
2017-07-01,488.985,4505.0,4505.0
2017-08-01,537.466,4952.0,4952.0
2017-09-01,514.46,4740.0,4740.0
2017-10-01,489.384,4509.0,4509.0
2017-11-01,308.808,2845.0,2845.0
2017-12-01,287.706,2651.0,2651.0
2018-01-01,333.043,3032.0,3032.0
2018-02-01,391.665,3566.0,3566.0
2018-03-01,506.464,4611.0,4611.0
2018-04-01,613.784,5588.0,5588.0
2018-05-01,707.315,6439.0,6439.0
2018-06-01,760.121,6920.0,6920.0
2018-07-01,662.54,6032.0,6032.0
2018-08-01,661.485,6022.0,6022.0
2018-09-01,635.768,5788.0,5788.0
2018-10-01,474.081,4316.0,4316.0
2018-11-01,390.788,3558.0,3558.0
2018-12-01,282.946,2576.0,2576.0
2019-01-01,323.544,2881.0,2881.0
2019-02-01,340.92,3036.0,3036.0
2019-03-01,507.874,4523.0,4523.0
2019-04-01,597.882,5324.0,5324.0
2019-05-01,636.52,5668.0,5668.0
2019-06-01,715.966,6376.0,6376.0
2019-07-01,677.69,6035.0,6035.0
2019-08-01,689.878,6143.0,6143.0
2019-09-01,569.471,5071.0,5071.0
2019-10-01,559.764,4985.0,4985.0
2019-11-01,347.904,3098.0,3098.0
2019-12-01,253.587,2258.0,2258.0
2020-01-01,327.503,2871.0,2871.0
2020-02-01,452.914,3971.0,3971.0
2020-03-01,499.936,4383.0,4383.0
2020-04-01,627.398,5500.0,5500.0
2020-05-01,677.695,5941.0,5941.0
2020-06-01,742.904,6513.0,6513.0
2020-07-01,765.292,6709.0,6709.0
2020-08-01,726.458,6369.0,6369.0
2020-09-01,616.855,5408.0,5408.0
2020-10-01,533.737,4679.0,4679.0
2020-11-01,318.349,2791.0,2791.0
2020-12-01,280.959,2463.0,2463.0
2021-01-01,297.057,2627.0,2627.0
2021-02-01,358.618,3172.0,3172.0
2021-03-01,481.888,4262.0,4262.0
2021-04-01,604.061,5342.0,5342.0
2021-05-01,672.581,5948.0,5948.0
2021-06-01,640.078,5661.0,5661.0
2021-07-01,558.075,4936.0,4936.0
2021-08-01,605.476,5355.0,5355.0
2021-09-01,598.52,5293.0,5293.0
2021-10-01,398.656,3526.0,3526.0
2021-11-01,323.845,2864.0,2864.0
2021-12-01,236.145,2088.0,2088.0
2022-01-01,335.089,1143.0,1143.0
2022-02-01,398.351,1359.0,1359.0
2022-03-01,476.839,1627.0,1627.0
2022-04-01,549.147,1874.0,1874.0
2022-05-01,650.573,2220.0,2220.0
2022-06-01,661.331,2256.0,2256.0
2022-07-01,604.761,2063.0,2063.0
2022-08-01,538.09,1836.0,1836.0
2022-09-01,517.207,1765.0,1765.0
2022-10-01,472.748,1613.0,1613.0
2022-11-01,320.277,1093.0,1093.0
2022-12-01,218.587,746.0,746.0
2023-01-01,167.0,570.0,570.0
2023-02-01,513.0,1750.0,1750.0
2023-03-01,356.0,1215.0,1215.0
2023-04-01,679.0,2317.0,2317.0
2023-05-01,625.0,2133.0,2133.0
2023-06-01,623.0,2126.0,2126.0
2023-07-01,615.0,2098.0,2098.0
2023-08-01,524.0,1788.0,1788.0
2023-09-01,622.0,2122.0,2122.0
2023-10-01,560.0,1911.0,1911.0
2023-11-01,481.0,1641.0,1641.0
2023-12-01,383.0,1307.0,1307.0
2024-01-01,347.0,1184.0,1184.0
2024-02-01,398.0,1358.0,1358.0
2024-03-01,462.0,1576.0,1576.0
2024-04-01,613.0,2092.0,2092.0
2024-05-01,656.0,2238.0,2238.0
2024-06-01,620.0,2115.0,2115.0
2024-07-01,593.0,2023.0,2023.0
2024-08-01,585.0,1996.0,1996.0
2024-09-01,586.0,1999.0,1999.0
2024-10-01,537.0,1832.0,1832.0
2024-11-01,436.0,1488.0,1488.0
2024-12-01,412.0,1406.0,1406.0
