measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-19.0,0.0,0.0
2024-02-01,-8.0,0.0,0.0
2024-03-01,-13.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,-14.0,0.0,0.0
2024-06-01,-13.0,0.0,0.0
2024-07-01,-20.0,0.0,0.0
2024-08-01,-21.0,0.0,0.0
2024-09-01,-17.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,-22.0,0.0,0.0
2024-12-01,-19.0,0.0,0.0
