measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2017-07-01,-157.832,0.0,0.0
2017-08-01,-158.02,0.0,0.0
2017-09-01,-148.605,0.0,0.0
2017-10-01,-124.919,0.0,0.0
2017-11-01,-149.573,0.0,0.0
2017-12-01,-162.051,0.0,0.0
2018-01-01,-45.66,0.0,0.0
2018-02-01,-36.024,0.0,0.0
2018-03-01,-51.286,0.0,0.0
2018-04-01,-57.639,0.0,0.0
2018-05-01,-54.807,0.0,0.0
2018-06-01,-55.029,0.0,0.0
2018-07-01,-55.23,0.0,0.0
2018-08-01,-55.646,0.0,0.0
2018-09-01,-51.876,0.0,0.0
2018-10-01,-53.406,0.0,0.0
2018-11-01,-51.204,0.0,0.0
2018-12-01,-51.193,0.0,0.0
2019-01-01,-4.483,0.0,0.0
2019-02-01,-3.583,0.0,0.0
2019-03-01,-4.133,0.0,0.0
2019-04-01,-3.847,0.0,0.0
2019-05-01,-3.43,0.0,0.0
2019-06-01,-4.113,0.0,0.0
2019-07-01,-4.223,0.0,0.0
2019-08-01,-4.571,0.0,0.0
2019-09-01,-4.149,0.0,0.0
2019-10-01,-4.543,0.0,0.0
2019-11-01,-3.787,0.0,0.0
2019-12-01,-4.138,0.0,0.0
2020-01-01,-4.987,0.0,0.0
2020-02-01,-4.065,0.0,0.0
2020-03-01,-5.796,0.0,0.0
2020-04-01,-5.189,0.0,0.0
2020-05-01,-4.979,0.0,0.0
2020-06-01,-4.529,0.0,0.0
2020-07-01,-5.32,0.0,0.0
2020-08-01,-5.241,0.0,0.0
2020-09-01,-5.605,0.0,0.0
2020-10-01,-5.952,0.0,0.0
2020-11-01,-5.746,0.0,0.0
2020-12-01,-5.591,0.0,0.0
