measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,,,,,,,20521.0,274019.0,274019.0
2003-02-01,,,,,,,17273.0,234606.0,234606.0
2003-03-01,,,,,,,21250.0,270913.0,270913.0
2003-04-01,,,,,,,13288.0,183897.0,183897.0
2003-05-01,,,,,,,8783.0,124368.0,124368.0
2003-06-01,,,,,,,13700.0,178051.0,178051.0
2003-07-01,,,,,,,14594.0,186625.0,186625.0
2003-08-01,,,,,,,20393.0,266610.0,266610.0
2003-09-01,,,,,,,18771.0,247048.0,247048.0
2003-10-01,,,,,,,21664.0,284911.0,284911.0
2003-11-01,,,,,,,15291.0,200995.0,200995.0
2003-12-01,,,,,,,17024.0,222825.0,222825.0
2004-01-01,,,,,,,14894.15,190785.0,190785.0
2004-02-01,,,,,,,13634.19,174646.0,174646.0
2004-03-01,,,,,,,14761.325,189084.0,189084.0
2004-04-01,,,,,,,15121.054,193692.0,193692.0
2004-05-01,,,,,,,17250.127,220964.0,220964.0
2004-06-01,,,,,,,15199.232,194693.0,194693.0
2004-07-01,,,,,,,16488.856,211212.0,211212.0
2004-08-01,,,,,,,17124.527000000002,219355.0,219355.0
2004-09-01,,,,,,,16386.463,209901.0,209901.0
2004-10-01,,,,,,,16707.487,214013.0,214013.0
2004-11-01,,,,,,,16186.075,207334.0,207334.0
2004-12-01,,,,,,,15755.514,201819.0,201819.0
2005-01-01,0.0,0.0,0.0,,,,14957.911,196086.17,196086.17
2005-02-01,0.0,0.0,0.0,,,,12041.305,157851.82,157851.82
2005-03-01,0.0,0.0,0.0,,,,14063.109,184356.04,184356.04
2005-04-01,0.0,0.0,0.0,,,,13816.338,181121.07,181121.07
2005-05-01,0.0,0.0,0.0,,,,16141.491,211601.96,211601.96
2005-06-01,0.0,0.0,0.0,,,,21682.192,284236.09,284236.09
2005-07-01,0.0,0.0,0.0,,,,26686.497,349838.5,349838.5
2005-08-01,0.0,0.0,0.0,,,,29011.146,380312.78,380312.78
2005-09-01,0.0,0.0,0.0,,,,26915.095,352835.24,352835.24
2005-10-01,0.0,0.0,0.0,,,,19314.738,253200.67,253200.67
2005-11-01,0.0,0.0,0.0,,,,12840.074,168323.04,168323.04
2005-12-01,0.0,0.0,0.0,,,,22596.103,296216.73,296216.73
2006-01-01,0.0,0.0,0.0,,,,16452.433,220098.0,220098.0
2006-02-01,0.0,0.0,0.0,,,,12085.798,161682.0,161682.0
2006-03-01,0.0,0.0,0.0,,,,10794.212,144403.0,144403.0
2006-04-01,0.0,0.0,0.0,,,,17833.377,238572.0,238572.0
2006-05-01,0.0,0.0,0.0,,,,17283.642,231218.0,231218.0
2006-06-01,0.0,0.0,0.0,,,,25159.052,336574.0,336574.0
2006-07-01,0.0,0.0,0.0,,,,25499.774,341132.0,341132.0
2006-08-01,0.0,0.0,0.0,,,,40661.619,543965.0,543965.0
2006-09-01,0.0,0.0,0.0,,,,20255.671,270977.0,270977.0
2006-10-01,0.0,0.0,0.0,,,,19605.946,262285.0,262285.0
2006-11-01,0.0,0.0,0.0,,,,17449.472999999998,233436.0,233436.0
2006-12-01,0.0,0.0,0.0,,,,12739.002,170420.0,170420.0
2007-01-01,0.0,0.0,0.0,,,,22084.0,296297.0,296297.0
2007-02-01,0.0,0.0,0.0,,,,20186.0,266241.0,266241.0
2007-03-01,0.0,0.0,0.0,,,,22196.0,301095.0,301095.0
2007-04-01,0.0,0.0,0.0,,,,19932.0,271616.0,271616.0
2007-05-01,0.0,0.0,0.0,,,,17038.0,229704.0,229704.0
2007-06-01,0.0,0.0,0.0,,,,10579.0,141645.0,141645.0
2007-07-01,0.0,0.0,0.0,,,,10219.0,133902.0,133902.0
2007-08-01,0.0,0.0,0.0,,,,22476.0,286512.0,286512.0
2007-09-01,0.0,0.0,0.0,,,,20320.0,263484.0,263484.0
2007-10-01,0.0,0.0,0.0,,,,12573.0,170201.0,170201.0
2007-11-01,0.0,0.0,0.0,,,,21932.0,285162.0,285162.0
2007-12-01,0.0,0.0,0.0,,,,21699.0,280396.0,280396.0
2008-01-01,0.0,0.0,0.0,,,,12845.0,168940.0,168940.0
2008-02-01,0.0,0.0,0.0,,,,21394.0,279017.0,279017.0
2008-03-01,0.0,0.0,0.0,,,,22471.0,293884.0,293884.0
2008-04-01,0.0,0.0,0.0,,,,18711.0,246560.0,246560.0
2008-05-01,0.0,0.0,0.0,,,,20990.0,275535.0,275535.0
2008-06-01,0.0,0.0,0.0,,,,17049.0,225910.0,225910.0
2008-07-01,0.0,0.0,0.0,,,,14753.0,192907.0,192907.0
2008-08-01,0.0,0.0,0.0,,,,11193.0,155897.0,155897.0
2008-09-01,0.0,0.0,0.0,,,,18051.0,242307.0,242307.0
2008-10-01,0.0,0.0,0.0,,,,22968.0,307866.0,307866.0
2008-11-01,0.0,0.0,0.0,,,,21948.0,294856.0,294856.0
2008-12-01,0.0,0.0,0.0,,,,14768.0,199958.0,199958.0
2009-01-01,0.0,0.0,0.0,,,,21204.0,281063.0,281063.0
2009-02-01,0.0,0.0,0.0,,,,18303.0,251508.0,251508.0
2009-03-01,0.0,0.0,0.0,,,,22996.0,309964.0,309964.0
2009-04-01,0.0,0.0,0.0,,,,20571.0,278800.0,278800.0
2009-05-01,0.0,0.0,0.0,,,,18463.0,252882.0,252882.0
2009-06-01,0.0,0.0,0.0,,,,8640.0,123025.0,123025.0
2009-07-01,0.0,0.0,0.0,,,,11187.0,154927.0,154927.0
2009-08-01,0.0,0.0,0.0,,,,14622.0,184501.0,184501.0
2009-09-01,0.0,0.0,0.0,,,,14945.0,188338.0,188338.0
2009-10-01,0.0,0.0,0.0,,,,20387.0,264343.0,264343.0
2009-11-01,0.0,0.0,0.0,,,,17832.0,231836.0,231836.0
2009-12-01,0.0,0.0,0.0,,,,19418.0,252839.0,252839.0
2010-01-01,0.0,0.0,0.0,,,,20698.0,269007.0,269007.0
2010-02-01,0.0,0.0,0.0,,,,17892.0,235190.0,235190.0
2010-03-01,0.0,0.0,0.0,,,,18425.0,241406.0,241406.0
2010-04-01,0.0,0.0,0.0,,,,17480.0,227294.0,227294.0
2010-05-01,0.0,0.0,0.0,,,,18694.0,242856.0,242856.0
2010-06-01,0.0,0.0,0.0,,,,11637.0,150402.0,150402.0
2010-07-01,0.0,0.0,0.0,,,,7868.0,103711.0,103711.0
2010-08-01,0.0,0.0,0.0,,,,18192.0,234239.0,234239.0
2010-09-01,0.0,0.0,0.0,,,,18743.0,243242.0,243242.0
2010-10-01,0.0,0.0,0.0,,,,17889.0,233948.0,233948.0
2010-11-01,0.0,0.0,0.0,,,,18212.0,235118.0,235118.0
2010-12-01,0.0,0.0,0.0,,,,18912.0,246536.0,246536.0
2011-01-01,0.0,0.0,0.0,,,,18315.0,237012.0,237012.0
2011-02-01,0.0,0.0,0.0,,,,16197.0,211535.0,211535.0
2011-03-01,0.0,0.0,0.0,,,,18548.0,247835.0,247835.0
2011-04-01,0.0,0.0,0.0,,,,18279.0,244530.0,244530.0
2011-05-01,0.0,0.0,0.0,,,,17114.0,225669.0,225669.0
2011-06-01,0.0,0.0,0.0,,,,9100.0,120699.0,120699.0
2011-07-01,0.0,0.0,0.0,,,,10294.0,133028.0,133028.0
2011-08-01,0.0,0.0,0.0,,,,13387.0,169783.0,169783.0
2011-09-01,0.0,0.0,0.0,,,,18313.0,237521.0,237521.0
2011-10-01,0.0,0.0,0.0,,,,18965.0,245822.0,245822.0
2011-11-01,0.0,0.0,0.0,,,,18170.0,235617.0,235617.0
2011-12-01,0.0,0.0,0.0,,,,18708.0,243217.0,243217.0
2012-01-01,0.0,0.0,0.0,,,,19048.0,246135.0,246135.0
2012-02-01,0.0,0.0,0.0,,,,17526.0,227152.0,227152.0
2012-03-01,0.0,0.0,0.0,,,,18681.0,242704.0,242704.0
2012-04-01,0.0,0.0,0.0,,,,14520.0,188703.0,188703.0
2012-05-01,0.0,0.0,0.0,,,,14776.0,193635.0,193635.0
2012-06-01,0.0,0.0,0.0,,,,14083.0,189845.0,189845.0
2012-07-01,0.0,0.0,0.0,,,,5388.0,76207.0,76207.0
2012-08-01,0.0,0.0,0.0,,,,10964.0,142209.0,142209.0
2012-09-01,0.0,0.0,0.0,,,,12955.0,174297.0,174297.0
2012-10-01,0.0,0.0,0.0,,,,14602.0,194252.0,194252.0
2012-11-01,0.0,0.0,0.0,,,,15852.0,210374.0,210374.0
2012-12-01,0.0,0.0,0.0,,,,15590.0,206347.0,206347.0
2013-01-01,0.0,0.0,0.0,,,,16126.0,215422.0,215422.0
2013-02-01,0.0,0.0,0.0,,,,13661.0,184225.0,184225.0
2013-03-01,0.0,0.0,0.0,,,,18022.0,237812.0,237812.0
2013-04-01,0.0,0.0,0.0,,,,15975.0,213093.0,213093.0
2013-05-01,0.0,0.0,0.0,,,,18205.0,243022.0,243022.0
2013-06-01,0.0,0.0,0.0,,,,16262.0,218672.0,218672.0
2013-07-01,0.0,0.0,0.0,,,,7350.0,99815.0,99815.0
2013-08-01,0.0,0.0,0.0,,,,11263.0,146920.0,146920.0
2013-09-01,0.0,0.0,0.0,,,,15601.0,202967.0,202967.0
2013-10-01,0.0,0.0,0.0,,,,18419.0,236181.0,236181.0
2013-11-01,0.0,0.0,0.0,,,,14501.0,185467.0,185467.0
2013-12-01,0.0,0.0,0.0,,,,6111.0,79412.0,79412.0
2014-01-01,0.0,0.0,0.0,,,,14070.0,184187.0,184187.0
2014-02-01,0.0,0.0,0.0,,,,14876.0,194947.0,194947.0
2014-03-01,0.0,0.0,0.0,,,,16145.0,213362.0,213362.0
2014-04-01,0.0,0.0,0.0,,,,16254.0,214254.0,214254.0
2014-05-01,0.0,0.0,0.0,,,,12641.0,168600.0,168600.0
2014-06-01,0.0,0.0,0.0,,,,16231.0,212656.0,212656.0
2014-07-01,0.0,0.0,0.0,,,,13949.0,183954.0,183954.0
2014-08-01,0.0,0.0,0.0,,,,7767.0,105755.0,105755.0
2014-09-01,0.0,0.0,0.0,,,,15724.0,208772.0,208772.0
2014-10-01,0.0,0.0,0.0,,,,13235.0,175549.0,175549.0
2014-11-01,0.0,0.0,0.0,,,,14755.0,196829.0,196829.0
2014-12-01,0.0,0.0,0.0,,,,15027.0,201399.0,201399.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,9080.0,124186.0,124186.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,14176.0,189429.0,189429.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,16214.0,216148.0,216148.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,15345.0,204534.0,204534.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16862.0,225544.0,225544.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,17834.0,236863.0,236863.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,15954.0,210192.0,210192.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7922.0,108154.0,108154.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,10773.0,145351.0,145351.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,16175.0,214946.0,214946.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,16030.0,215926.0,215926.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,21084.0,278253.0,278253.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,23320.0,310338.0,310338.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,21985.0,295891.0,295891.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,21218.0,280571.0,280571.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,18782.0,242426.0,242426.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,23139.0,307072.0,307072.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,21840.0,291414.0,291414.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,21653.0,287730.0,287730.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,14457.0,191967.0,191967.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13015.0,170687.0,170687.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,17415.0,231901.0,231901.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,16567.0,220180.0,220180.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,15283.0,208838.0,208838.0
