measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-12-01,0.0,0.0,0.0,68.0,601.0,601.0
2022-01-01,0.0,0.0,0.0,213.892,730.0,730.0
2022-02-01,0.0,0.0,0.0,140.761,480.0,480.0
2022-03-01,0.0,0.0,0.0,210.076,717.0,717.0
2022-04-01,0.0,0.0,0.0,256.671,876.0,876.0
2022-05-01,0.0,0.0,0.0,288.887,986.0,986.0
2022-06-01,0.0,0.0,0.0,290.574,991.0,991.0
2022-07-01,0.0,0.0,0.0,320.749,1094.0,1094.0
2022-08-01,0.0,0.0,0.0,282.941,965.0,965.0
2022-09-01,0.0,0.0,0.0,234.571,800.0,800.0
2022-10-01,0.0,0.0,0.0,185.935,634.0,634.0
2022-11-01,0.0,0.0,0.0,153.363,523.0,523.0
2022-12-01,-1.0,0.0,0.0,99.58,340.0,340.0
2023-01-01,-1.0,0.0,0.0,815.0,2781.0,2781.0
2023-02-01,-1.0,0.0,0.0,822.0,2805.0,2805.0
2023-03-01,-1.0,0.0,0.0,824.0,2811.0,2811.0
2023-04-01,-1.0,0.0,0.0,832.0,2839.0,2839.0
2023-05-01,-1.0,0.0,0.0,801.0,2733.0,2733.0
2023-06-01,-1.0,0.0,0.0,802.0,2736.0,2736.0
2023-07-01,-1.0,0.0,0.0,798.0,2723.0,2723.0
2023-08-01,-1.0,0.0,0.0,775.0,2644.0,2644.0
2023-09-01,-1.0,0.0,0.0,815.0,2781.0,2781.0
2023-10-01,-1.0,0.0,0.0,822.0,2805.0,2805.0
2023-11-01,-1.0,0.0,0.0,834.0,2846.0,2846.0
2023-12-01,-1.0,0.0,0.0,841.0,2869.0,2869.0
2024-01-01,-7.0,0.0,0.0,495.0,1689.0,1689.0
2024-02-01,-8.0,0.0,0.0,714.0,2436.0,2436.0
2024-03-01,-4.0,0.0,0.0,791.0,2699.0,2699.0
2024-04-01,-4.0,0.0,0.0,917.0,3129.0,3129.0
2024-05-01,-6.0,0.0,0.0,1010.0,3446.0,3446.0
2024-06-01,-3.0,0.0,0.0,1133.0,3866.0,3866.0
2024-07-01,-3.0,0.0,0.0,926.0,3160.0,3160.0
2024-08-01,-2.0,0.0,0.0,900.0,3071.0,3071.0
2024-09-01,-4.0,0.0,0.0,842.0,2873.0,2873.0
2024-10-01,-1.0,0.0,0.0,905.0,3088.0,3088.0
2024-11-01,-1.0,0.0,0.0,684.0,2334.0,2334.0
2024-12-01,-3.0,0.0,0.0,504.0,1720.0,1720.0
