measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,-2.693,0.0,0.0,155.232,530.0,530.0
2022-02-01,-2.381,0.0,0.0,194.646,664.0,664.0
2022-03-01,-2.763,0.0,0.0,272.164,929.0,929.0
2022-04-01,-2.821,0.0,0.0,318.143,1086.0,1086.0
2022-05-01,-3.197,0.0,0.0,317.277,1083.0,1083.0
2022-06-01,-3.056,0.0,0.0,336.524,1148.0,1148.0
2022-07-01,-3.111,0.0,0.0,347.893,1187.0,1187.0
2022-08-01,-3.108,0.0,0.0,346.273,1181.0,1181.0
2022-09-01,-2.976,0.0,0.0,293.003,1000.0,1000.0
2022-10-01,-2.917,0.0,0.0,285.376,974.0,974.0
2022-11-01,-2.922,0.0,0.0,205.065,700.0,700.0
2022-12-01,-3.055,0.0,0.0,156.404,534.0,534.0
2023-01-01,-3.0,0.0,0.0,39.0,133.0,133.0
2023-02-01,-7.0,0.0,0.0,106.0,362.0,362.0
2023-03-01,0.0,0.0,0.0,222.0,757.0,757.0
2023-04-01,-2.0,0.0,0.0,304.0,1037.0,1037.0
2023-05-01,-5.0,0.0,0.0,339.0,1157.0,1157.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,99.0,338.0,338.0
2023-08-01,-1.0,0.0,0.0,302.0,1030.0,1030.0
2023-09-01,-3.0,0.0,0.0,241.0,822.0,822.0
2023-10-01,-3.0,0.0,0.0,190.0,648.0,648.0
2023-11-01,-5.0,0.0,0.0,169.0,577.0,577.0
2023-12-01,0.0,0.0,0.0,94.0,321.0,321.0
2024-01-01,0.0,0.0,0.0,86.0,293.0,293.0
2024-02-01,0.0,0.0,0.0,256.0,873.0,873.0
2024-03-01,0.0,0.0,0.0,262.0,894.0,894.0
2024-04-01,0.0,0.0,0.0,227.0,775.0,775.0
2024-05-01,0.0,0.0,0.0,359.0,1225.0,1225.0
2024-06-01,0.0,0.0,0.0,413.0,1409.0,1409.0
2024-07-01,4.0,0.0,0.0,414.0,1413.0,1413.0
2024-08-01,-6.0,0.0,0.0,371.0,1266.0,1266.0
2024-09-01,-7.0,0.0,0.0,326.0,1112.0,1112.0
2024-10-01,-3.0,0.0,0.0,319.0,1088.0,1088.0
2024-11-01,-17.0,0.0,0.0,187.0,638.0,638.0
2024-12-01,-4.0,0.0,0.0,120.0,409.0,409.0
