measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-12-01,117.0,1035.0,1035.0
2022-01-01,296.13,1010.0,1010.0
2022-02-01,371.323,1267.0,1267.0
2022-03-01,519.202,1772.0,1772.0
2022-04-01,606.917,2071.0,2071.0
2022-05-01,605.265,2065.0,2065.0
2022-06-01,641.981,2190.0,2190.0
2022-07-01,663.67,2264.0,2264.0
2022-08-01,660.579,2254.0,2254.0
2022-09-01,558.956,1907.0,1907.0
2022-10-01,544.408,1858.0,1858.0
2022-11-01,391.2,1335.0,1335.0
2022-12-01,298.369,1018.0,1018.0
2023-01-01,87.0,297.0,297.0
2023-02-01,326.0,1112.0,1112.0
2023-03-01,523.0,1784.0,1784.0
2023-04-01,744.0,2539.0,2539.0
2023-05-01,951.0,3245.0,3245.0
2023-06-01,766.0,2614.0,2614.0
2023-07-01,837.0,2856.0,2856.0
2023-08-01,729.0,2487.0,2487.0
2023-09-01,664.0,2266.0,2266.0
2023-10-01,439.0,1498.0,1498.0
2023-11-01,323.0,1102.0,1102.0
2023-12-01,170.0,580.0,580.0
2024-01-01,118.0,403.0,403.0
2024-02-01,449.0,1532.0,1532.0
2024-03-01,570.0,1945.0,1945.0
2024-04-01,569.0,1941.0,1941.0
2024-05-01,822.0,2805.0,2805.0
2024-06-01,765.0,2610.0,2610.0
2024-07-01,891.0,3040.0,3040.0
2024-08-01,743.0,2535.0,2535.0
2024-09-01,676.0,2307.0,2307.0
2024-10-01,614.0,2095.0,2095.0
2024-11-01,338.0,1153.0,1153.0
2024-12-01,164.0,560.0,560.0
