measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-05-01,168.724,1536.0,1536.0
2018-06-01,154.601,1407.0,1407.0
2018-07-01,188.423,1715.0,1715.0
2018-08-01,146.404,1333.0,1333.0
2018-09-01,120.487,1097.0,1097.0
2018-10-01,88.288,804.0,804.0
2018-11-01,49.043,446.0,446.0
2018-12-01,37.03,337.0,337.0
2019-01-01,74.116,660.0,660.0
2019-02-01,46.686,416.0,416.0
2019-03-01,135.342,1205.0,1205.0
2019-04-01,166.704,1484.0,1484.0
2019-05-01,208.132,1853.0,1853.0
2019-06-01,238.071,2120.0,2120.0
2019-07-01,235.57,2098.0,2098.0
2019-08-01,222.609,1982.0,1982.0
2019-09-01,148.397,1321.0,1321.0
2019-10-01,111.994,997.0,997.0
2019-11-01,68.175,607.0,607.0
2019-12-01,59.204,527.0,527.0
2020-01-01,60.325,529.0,529.0
2020-02-01,133.779,1173.0,1173.0
2020-03-01,162.313,1423.0,1423.0
2020-04-01,214.59,1881.0,1881.0
2020-05-01,223.217,1957.0,1957.0
2020-06-01,241.943,2121.0,2121.0
2020-07-01,233.298,2045.0,2045.0
2020-08-01,231.011,2025.0,2025.0
2020-09-01,162.903,1428.0,1428.0
2020-10-01,121.911,1069.0,1069.0
2020-11-01,93.298,818.0,818.0
2020-12-01,58.412,512.0,512.0
2021-01-01,75.254,666.0,666.0
2021-02-01,112.754,997.0,997.0
2021-03-01,193.245,1709.0,1709.0
2021-04-01,174.649,1545.0,1545.0
2021-05-01,221.734,1961.0,1961.0
2021-06-01,275.555,2437.0,2437.0
2021-07-01,250.207,2213.0,2213.0
2021-08-01,230.357,2037.0,2037.0
2021-09-01,196.201,1735.0,1735.0
2021-10-01,131.613,1164.0,1164.0
2021-11-01,80.911,716.0,716.0
2021-12-01,51.52,456.0,456.0
2022-01-01,84.292,288.0,288.0
2022-02-01,126.818,433.0,433.0
2022-03-01,166.66,569.0,569.0
2022-04-01,141.155,482.0,482.0
2022-05-01,208.473,711.0,711.0
2022-06-01,261.393,892.0,892.0
2022-07-01,254.12,867.0,867.0
2022-08-01,224.642,766.0,766.0
2022-09-01,210.811,719.0,719.0
2022-10-01,140.571,480.0,480.0
2022-11-01,75.759,258.0,258.0
2022-12-01,36.306,124.0,124.0
2023-01-01,71.0,242.0,242.0
2023-02-01,147.0,502.0,502.0
2023-03-01,189.0,645.0,645.0
2023-04-01,184.0,628.0,628.0
2023-05-01,223.0,761.0,761.0
2023-06-01,227.0,775.0,775.0
2023-07-01,238.0,812.0,812.0
2023-08-01,218.0,744.0,744.0
2023-09-01,138.0,471.0,471.0
2023-10-01,138.0,471.0,471.0
2023-11-01,120.0,409.0,409.0
2023-12-01,76.0,259.0,259.0
2024-01-01,68.0,232.0,232.0
2024-02-01,125.0,427.0,427.0
2024-03-01,178.0,607.0,607.0
2024-04-01,172.0,587.0,587.0
2024-05-01,214.0,730.0,730.0
2024-06-01,174.0,594.0,594.0
2024-07-01,214.0,730.0,730.0
2024-08-01,183.0,624.0,624.0
2024-09-01,212.0,723.0,723.0
2024-10-01,170.0,580.0,580.0
2024-11-01,88.0,300.0,300.0
2024-12-01,58.0,198.0,198.0
