measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2004-01-01,172.848,2005.97,2094.71
2004-02-01,117.135,1359.4,1419.54
2004-03-01,55.031000000000006,638.66,666.91
2004-04-01,117.976,1369.17,1429.73
2004-05-01,233.519,2710.09,2829.99
2004-06-01,409.765,4755.5,4965.88
2004-07-01,462.955,5372.8,5610.48
2004-08-01,303.18,3518.55,3674.2
2004-09-01,191.118,2218.0,2316.13
2004-10-01,253.872,2946.3,3076.63
2004-11-01,220.627,2560.48,2673.75
2004-12-01,267.715,3106.96,3244.4
