measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2013-01-01,1234.693,17361.0,17361.0
2013-02-01,975.26,13713.0,13713.0
2013-03-01,1049.862,14762.0,14762.0
2013-04-01,1131.605,15911.0,15911.0
2013-05-01,1218.104,17128.0,17128.0
2013-06-01,1503.608,21142.0,21142.0
2013-07-01,1667.442,23446.0,23446.0
2013-08-01,1855.889,26095.0,26095.0
2013-09-01,1570.188,22078.0,22078.0
2013-10-01,1228.566,17275.0,17275.0
2013-11-01,1201.03,16887.0,16887.0
2013-12-01,1313.253,18465.0,18465.0
2014-01-01,1036.96,14533.0,17405.0
2014-02-01,904.93,12683.0,15188.0
2014-03-01,918.385,12872.0,15414.0
2014-04-01,949.835,13312.0,15942.0
2014-05-01,1051.123,14732.0,17642.0
2014-06-01,1227.649,17206.0,20605.0
2014-07-01,1426.289,19990.0,23938.0
2014-08-01,1588.994,22270.0,26669.0
2014-09-01,1291.803,18105.0,21681.0
2014-10-01,1131.42,15857.0,18989.0
2014-11-01,981.442,13755.0,16472.0
2014-12-01,1072.17,15027.0,17995.0
2015-01-01,1015.982,14341.0,16409.0
2015-02-01,920.871,12999.0,14873.0
2015-03-01,1043.947,14736.0,16861.0
2015-04-01,967.34,13655.0,15623.0
2015-05-01,1005.901,14199.0,16246.0
2015-06-01,1183.619,16708.0,19117.0
2015-07-01,1403.54,19812.0,22668.0
2015-08-01,1442.032,20355.0,23290.0
2015-09-01,1209.115,17068.0,19528.0
2015-10-01,1053.366,14869.0,17013.0
2015-11-01,914.905,12915.0,14777.0
2015-12-01,1031.382,14559.0,16658.0
2016-01-01,1232.399,9575.0,16467.0
2016-02-01,1076.197,8361.0,14379.0
2016-03-01,1211.329,9411.0,16185.0
2016-04-01,1155.89,8980.0,15444.0
2016-05-01,1291.671,10035.0,17258.0
2016-06-01,1444.366,11221.0,19298.0
2016-07-01,1614.546,12544.0,21572.0
2016-08-01,1662.036,12913.0,22207.0
2016-09-01,1404.057,10908.0,18760.0
2016-10-01,1106.42,8596.0,14783.0
2016-11-01,989.493,7688.0,13221.0
2016-12-01,921.596,7160.0,12314.0
2017-01-01,889.697,7132.0,14301.0
2017-02-01,788.473,6320.0,12674.0
2017-03-01,929.002,7447.0,14933.0
2017-04-01,918.318,7361.0,14761.0
2017-05-01,1048.008,8401.0,16846.0
2017-06-01,1342.432,10761.0,21579.0
2017-07-01,1646.826,13201.0,26472.0
2017-08-01,1572.119,12602.0,25271.0
2017-09-01,1159.416,9294.0,18637.0
2017-10-01,1024.595,8213.0,16470.0
2017-11-01,852.114,6831.0,13697.0
