measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-01-01,1163.239,7752.0,7752.0
2019-02-01,1111.961,7410.0,7410.0
2019-03-01,1035.181,6898.0,6898.0
2019-04-01,910.88,6069.0,6069.0
2019-05-01,883.036,5884.0,5884.0
2019-06-01,1176.348,7838.0,7838.0
2019-07-01,2001.929,13340.0,13340.0
2019-08-01,1750.103,11661.0,11661.0
2019-09-01,1250.262,8331.0,8331.0
2019-10-01,1054.213,7025.0,7025.0
2019-11-01,1113.108,7417.0,7417.0
2019-12-01,1241.74,8274.0,8274.0
2020-01-01,1119.607,8123.0,8123.0
2020-02-01,1051.928,7631.0,7631.0
2020-03-01,1029.791,7471.0,7471.0
2020-04-01,734.813,5331.0,5331.0
2020-05-01,858.623,6229.0,6229.0
2020-06-01,1365.862,9909.0,9909.0
2020-07-01,1966.707,14268.0,14268.0
2020-08-01,1751.796,12709.0,12709.0
2020-09-01,1374.607,9973.0,9973.0
2020-10-01,1029.444,7469.0,7469.0
2020-11-01,1061.201,7699.0,7699.0
2020-12-01,1081.621,7847.0,7847.0
2021-01-01,1002.202,7479.0,7479.0
2021-02-01,842.278,6287.0,6287.0
2021-03-01,830.434,6199.0,6199.0
2021-04-01,706.301,5272.0,5272.0
2021-05-01,893.251,6667.0,6667.0
2021-06-01,1269.357,9475.0,9475.0
2021-07-01,1412.311,10542.0,10542.0
2021-08-01,1536.662,11470.0,11470.0
2021-09-01,1045.08,7800.0,7800.0
2021-10-01,1033.997,7718.0,7718.0
2021-11-01,1041.822,7777.0,7777.0
2021-12-01,1032.305,7705.0,7705.0
2022-01-01,820.798,5838.0,5838.0
2022-02-01,754.4,5364.0,5364.0
2022-03-01,826.237,5875.0,5875.0
2022-04-01,904.649,6433.0,6433.0
2022-05-01,1060.798,7544.0,7544.0
2022-06-01,1111.466,7903.0,7903.0
2022-07-01,1500.235,10668.0,10668.0
2022-08-01,1494.39,10627.0,10627.0
2022-09-01,1013.831,7209.0,7209.0
2022-10-01,953.164,6777.0,6777.0
2022-11-01,881.299,6267.0,6267.0
2022-12-01,940.733,6690.0,6690.0
2023-01-01,1035.338,7513.0,7513.0
2023-02-01,933.318,6773.0,6773.0
2023-03-01,905.752,6572.0,6572.0
2023-04-01,800.244,5807.0,5807.0
2023-05-01,904.526,6564.0,6564.0
2023-06-01,1203.269,8731.0,8731.0
2023-07-01,1750.646,12704.0,12704.0
2023-08-01,1377.281,9994.0,9994.0
2023-09-01,1242.474,9017.0,9017.0
2023-10-01,974.374,7071.0,7071.0
2023-11-01,1169.952,8490.0,8490.0
2023-12-01,1119.826,8127.0,8127.0
2024-01-01,1211.0,8789.0,8789.0
2024-02-01,1114.0,8099.0,8099.0
2024-03-01,1181.0,8577.0,8577.0
2024-04-01,1132.0,8256.0,8256.0
2024-05-01,1145.0,8385.0,8385.0
2024-06-01,1080.0,7934.0,7934.0
2024-07-01,1200.0,8762.0,8762.0
2024-08-01,1185.0,8717.0,8717.0
2024-09-01,1135.0,8323.0,8323.0
2024-10-01,1040.0,8694.0,8694.0
2024-11-01,957.0,8391.0,8391.0
2024-12-01,1232.0,8900.0,8900.0
