measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,9004.0,82123.0,82123.0
2003-02-01,13861.0,131021.0,131021.0
2003-03-01,15267.0,142469.0,142469.0
2003-04-01,5218.0,48678.0,48678.0
2003-05-01,6914.0,58812.0,58812.0
2003-06-01,3188.0,30659.0,30659.0
2003-07-01,20390.0,199963.0,199963.0
2003-08-01,13843.0,136952.0,136952.0
2003-09-01,1643.0,17053.0,17053.0
2003-10-01,5907.0,57185.0,57185.0
2003-11-01,6131.0,62908.0,62908.0
2003-12-01,3742.0,39082.0,39082.0
2004-01-01,3224.5,30879.0,30879.0
2004-02-01,3224.5,30879.0,30879.0
2004-03-01,3224.5,30879.0,30879.0
2004-04-01,3224.5,30879.0,30879.0
2004-05-01,3224.5,30879.0,30879.0
2004-06-01,3224.5,30879.0,30879.0
2004-07-01,3224.5,30879.0,30879.0
2004-08-01,3224.5,30879.0,30879.0
2004-09-01,3224.5,30879.0,30879.0
2004-10-01,3224.5,30879.0,30879.0
2004-11-01,3224.5,30879.0,30879.0
2004-12-01,3224.5,30879.0,30879.0
2005-01-01,3463.199,35947.67,35947.67
2005-02-01,3125.898,32446.52,32446.52
2005-03-01,3373.478,35016.37,35016.37
2005-04-01,3389.679,35184.54,35184.54
2005-05-01,3722.905,38643.39,38643.39
2005-06-01,4781.8550000000005,49635.18,49635.18
2005-07-01,6123.254,63558.78,63558.78
2005-08-01,6345.64,65867.12,65867.12
2005-09-01,4785.967000000001,49677.87,49677.87
2005-10-01,3714.835,38559.63,38559.63
2005-11-01,3314.52,34404.39,34404.39
2005-12-01,3781.77,39254.4,39254.4
2006-01-01,1897.949,19725.0,19725.0
2006-02-01,2251.743,23401.0,23401.0
2006-03-01,2568.319,26691.0,26691.0
2006-04-01,2872.722,29855.0,29855.0
2006-05-01,3327.329,34579.0,34579.0
2006-06-01,4239.9220000000005,44064.0,44064.0
2006-07-01,5330.5070000000005,55398.0,55398.0
2006-08-01,5397.732,56096.0,56096.0
2006-09-01,3672.6290000000004,38168.0,38168.0
2006-10-01,3325.241,34558.0,34558.0
2006-11-01,2469.5080000000003,25665.0,25665.0
2006-12-01,2574.3990000000003,26755.0,26755.0
2007-01-01,9256.174,87985.0,87985.0
2007-02-01,7399.779,70338.0,70338.0
2007-03-01,6588.098,62623.0,62623.0
2007-04-01,7399.745000000001,70338.0,70338.0
2007-05-01,8610.977,81852.0,81852.0
2007-06-01,10810.107,102755.0,102755.0
2007-07-01,11738.064,111576.0,111576.0
2007-08-01,10988.798,104453.0,104453.0
2007-09-01,11964.499,113729.0,113729.0
2007-10-01,10756.386,102244.0,102244.0
2007-11-01,8901.466,84613.0,84613.0
2007-12-01,9698.906,92192.0,92192.0
2008-01-01,9895.535,89770.0,89770.0
2008-02-01,9114.636,82686.0,82686.0
2008-03-01,9864.36,89487.0,89487.0
2008-04-01,8523.978000000001,77328.0,77328.0
2008-05-01,7533.412,68342.0,68342.0
2008-06-01,8234.839,74705.0,74705.0
2008-07-01,12526.641,113639.0,113639.0
2008-08-01,11516.823,104479.0,104479.0
2008-09-01,9998.109,90700.0,90700.0
2008-10-01,10689.148,96970.0,96970.0
2008-11-01,9293.266,84306.0,84306.0
2008-12-01,10352.253,93914.0,93914.0
2009-01-01,3840.786,34832.0,34832.0
2009-02-01,4001.683,36291.0,36291.0
2009-03-01,4592.563,41650.0,41650.0
2009-04-01,4370.823,39639.0,39639.0
2009-05-01,3453.541,31321.0,31321.0
2009-06-01,3680.231,33376.0,33376.0
2009-07-01,4708.405000000001,42700.0,42700.0
2009-08-01,4434.986,40221.0,40221.0
2009-09-01,3498.4320000000002,31727.0,31727.0
2009-10-01,2287.156,20742.0,20742.0
2009-11-01,2961.56,26859.0,26859.0
2009-12-01,4569.834,41444.0,41444.0
2010-01-01,2382.724,33274.0,33274.0
2010-02-01,2167.33,30266.0,30266.0
2010-03-01,2267.4320000000002,31665.0,31665.0
2010-04-01,1788.333,24973.0,24973.0
2010-05-01,1538.386,21483.0,21483.0
2010-06-01,2355.3830000000003,32893.0,32893.0
2010-07-01,2699.6490000000003,37700.0,37700.0
2010-08-01,2491.167,34788.0,34788.0
2010-09-01,1876.217,26201.0,26201.0
2010-10-01,1678.4270000000001,23439.0,23439.0
2010-11-01,1751.804,24463.0,24463.0
2010-12-01,1839.1480000000001,25684.0,25684.0
2011-01-01,3065.92,29869.0,29869.0
2011-02-01,2763.6,26924.0,26924.0
2011-03-01,2374.556,23134.0,23134.0
2011-04-01,2874.934,28008.0,28008.0
2011-05-01,3032.92,29548.0,29548.0
2011-06-01,3222.782,31397.0,31397.0
2011-07-01,4434.983,43207.0,43207.0
2011-08-01,3724.305,36283.0,36283.0
2011-09-01,2164.326,21085.0,21085.0
