measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-12-01,122.0,1070.0,1070.0
2021-01-01,68.5,606.0,606.0
2021-02-01,102.632,908.0,908.0
2021-03-01,175.897,1556.0,1556.0
2021-04-01,158.971,1406.0,1406.0
2021-05-01,201.829,1785.0,1785.0
2021-06-01,250.819,2218.0,2218.0
2021-07-01,227.746,2014.0,2014.0
2021-08-01,209.678,1854.0,1854.0
2021-09-01,178.588,1579.0,1579.0
2021-10-01,119.798,1059.0,1059.0
2021-11-01,73.647,651.0,651.0
2021-12-01,46.895,415.0,415.0
2022-01-01,85.076,290.0,290.0
2022-02-01,128.001,437.0,437.0
2022-03-01,168.213,574.0,574.0
2022-04-01,142.471,486.0,486.0
2022-05-01,210.417,718.0,718.0
2022-06-01,263.829,900.0,900.0
2022-07-01,256.489,875.0,875.0
2022-08-01,226.736,774.0,774.0
2022-09-01,212.776,726.0,726.0
2022-10-01,141.881,484.0,484.0
2022-11-01,76.466,261.0,261.0
2022-12-01,36.645,125.0,125.0
2023-01-01,72.0,246.0,246.0
2023-02-01,129.0,440.0,440.0
2023-03-01,174.0,594.0,594.0
2023-04-01,197.0,672.0,672.0
2023-05-01,252.0,860.0,860.0
2023-06-01,241.0,822.0,822.0
2023-07-01,273.0,931.0,931.0
2023-08-01,251.0,856.0,856.0
2023-09-01,174.0,594.0,594.0
2023-10-01,125.0,427.0,427.0
2023-11-01,93.0,317.0,317.0
2023-12-01,52.0,177.0,177.0
2024-01-01,61.0,208.0,208.0
2024-02-01,150.0,512.0,512.0
2024-03-01,195.0,665.0,665.0
2024-04-01,186.0,635.0,635.0
2024-05-01,229.0,781.0,781.0
2024-06-01,154.0,525.0,525.0
2024-07-01,210.0,717.0,717.0
2024-08-01,182.0,621.0,621.0
2024-09-01,219.0,747.0,747.0
2024-10-01,161.0,549.0,549.0
2024-11-01,63.0,215.0,215.0
2024-12-01,46.0,157.0,157.0
