measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-08-01,,,,,,,22.401,558.0,558.0,-12.662,17.0,17.0,38.713,829.0,829.0,-31.0,1580.0,1580.0,-87.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-09-01,,,,,,,23.186,575.0,575.0,-13.105,17.0,17.0,93.366,1998.0,1998.0,-13.0,2778.0,2778.0,-87.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2011-10-01,,,,,,,15.401,383.0,383.0,-8.705,12.0,12.0,93.366,1998.0,1998.0,12.0,3522.0,3522.0,47.0,1886.0,1886.0,0.0,0.0,0.0,,,,,,,,,
2011-11-01,,,,,,,16.935,418.0,418.0,-9.572,12.0,12.0,314.257,6728.0,6728.0,69.0,7463.0,7463.0,174.0,3754.0,3754.0,0.0,0.0,0.0,,,,,,,,,
2011-12-01,,,,,,,8.359,209.0,209.0,-4.724,6.0,6.0,0.0,0.0,0.0,-54.0,0.0,0.0,-76.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-01-01,,,,,,,6.499,116.0,116.0,-14.952,35.0,35.0,0.0,0.0,0.0,-24.0,0.0,0.0,-69.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-02-01,,,,,,,2.867,46.0,46.0,-6.597,23.0,23.0,165.891,2852.0,2852.0,148.0,2803.0,2803.0,-64.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-03-01,,,,,,,5.945,99.0,99.0,-13.678,41.0,41.0,179.473,3087.0,3087.0,160.0,3070.0,3070.0,-94.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-04-01,,,,,,,7.914,133.0,133.0,-18.209,58.0,58.0,1975.169,33968.0,33968.0,2013.0,34855.0,34855.0,211.0,2896.0,2896.0,0.0,0.0,0.0,,,,,,,,,
2012-05-01,,,,,,,11.04,186.0,186.0,-25.402,81.0,81.0,1828.681,31449.0,31449.0,1860.0,30809.0,30809.0,175.0,3140.0,3140.0,0.0,0.0,0.0,,,,,,,,,
2012-06-01,,,,,,,22.088,371.0,371.0,-50.823,157.0,157.0,585.954,10077.0,10077.0,583.0,10298.0,10298.0,-88.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-07-01,,,,,,,20.6,348.0,348.0,-47.399,151.0,151.0,502.523,8642.0,8642.0,494.0,8413.0,8413.0,179.0,3051.0,3051.0,0.0,0.0,0.0,,,,,,,,,
2012-08-01,,,,,,,16.561,278.0,278.0,-38.106,122.0,122.0,0.0,0.0,0.0,-23.0,0.0,0.0,-79.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-09-01,,,,,,,6.242,104.0,104.0,-14.362,46.0,46.0,0.0,0.0,0.0,-22.0,0.0,0.0,-25.0,768.0,768.0,,,,0.0,0.0,0.0,,,,,,
2012-10-01,,,,,,,8.203,139.0,139.0,-18.873,58.0,58.0,152.309,2619.0,2619.0,137.0,2640.0,2640.0,-98.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2012-11-01,,,,,,,2.118,35.0,35.0,-4.874,17.0,17.0,0.0,0.0,0.0,-8.0,0.0,0.0,-16.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2012-12-01,,,,,,,2.923,52.0,52.0,-6.725,23.0,23.0,0.0,0.0,0.0,-11.0,0.0,0.0,-21.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,3034.0,3034.0,,,,,,,,,,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,2111.0,2111.0,33.0,0.0,0.0,1831.0,25688.0,25688.0,,,,,,,,,,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,4811.0,4811.0,70.0,0.0,0.0,512.0,7729.0,7729.0,,,,,,,,,,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2658.0,2658.0,29.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-01-01,,,,,,,39.763,1183.0,1183.0,0.0,23.0,23.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-02-01,,,,,,,22.743,673.0,673.0,0.0,12.0,12.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-03-01,,,,,,,70.596,2088.0,2088.0,0.0,35.0,35.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,187.683,5551.0,5551.0,0.0,87.0,87.0,334.0,6120.0,6120.0,41.0,6120.0,6120.0,128.0,2302.0,2302.0,,,,,,,,,,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,75.064,2221.0,2221.0,0.0,35.0,35.0,306.0,5847.0,5847.0,61.0,5847.0,5847.0,84.0,1444.0,1444.0,,,,,,,,,,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,63.703,1885.0,1885.0,0.0,29.0,29.0,558.0,10187.0,10187.0,154.0,10187.0,10187.0,37.0,499.0,499.0,,,,,,,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,59.601,1763.0,1763.0,0.0,29.0,29.0,348.0,4732.0,4732.0,49.0,4732.0,4732.0,242.0,5315.0,5315.0,,,,,,,,,,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,53.209,1572.0,1572.0,0.0,23.0,23.0,1150.0,16206.0,16206.0,307.0,16206.0,16206.0,750.0,14655.0,14655.0,,,,,,,,,,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13.545,400.0,400.0,0.0,6.0,6.0,202.0,5752.0,5752.0,73.0,5752.0,5752.0,59.0,897.0,897.0,,,,,,,,,,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,34.058,1009.0,1009.0,0.0,17.0,17.0,2204.0,30523.0,30523.0,896.0,30523.0,30523.0,1662.0,31939.0,31939.0,,,,,,,,,,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,52.597,1554.0,1554.0,0.0,23.0,23.0,1169.0,13364.0,13364.0,415.0,13364.0,13364.0,1717.0,25385.0,25385.0,,,,,,,,,,0.0,0.0,0.0
2014-12-01,,,,,,,30.438,899.0,899.0,0.0,12.0,12.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-19.129,0.0,0.0,-52.933,0.0,0.0,25.0,726.0,726.0,-73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-10.055,0.0,0.0,-27.826,0.0,0.0,-14.0,2074.0,2074.0,-4.0,0.0,0.0,245.0,4150.0,4150.0,,,,,,,,,,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-5.324,0.0,0.0,-14.734,0.0,0.0,575.0,9242.0,9242.0,155.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-9.623,0.0,0.0,-26.628,0.0,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-5.943,0.0,0.0,-16.445,0.0,0.0,496.0,6920.0,6920.0,137.0,0.0,0.0,322.0,6870.0,6870.0,,,,,,,,,,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-15.047,0.0,0.0,-41.639,0.0,0.0,817.0,13265.0,13265.0,248.0,0.0,0.0,26.0,873.0,873.0,,,,,,,,,,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-5.717,0.0,0.0,-15.822,0.0,0.0,354.0,5930.0,5930.0,81.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-5.832,0.0,0.0,-16.137,0.0,0.0,297.0,4950.0,4950.0,41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-7.114,0.0,0.0,-19.687,0.0,0.0,302.0,4651.0,4651.0,60.0,0.0,0.0,146.0,2339.0,2339.0,,,,,,,,,,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-7.281,0.0,0.0,-20.147,0.0,0.0,439.0,7353.0,7353.0,106.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-20.984,0.0,0.0,-58.069,0.0,0.0,734.0,7286.0,7286.0,183.0,0.0,0.0,55.0,1105.0,1105.0,,,,,,,,,,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-3.951,0.0,0.0,-10.933,0.0,0.0,182.0,3272.0,3272.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-01-01,-13.023,121.0,121.0,-44.767,0.0,0.0,4.145,197.0,197.0,-13.552,5.0,5.0,-2.977,28.0,28.0,-10.233,0.0,0.0,83.0,1206.0,1206.0,,,,,,,,,,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.632,74.0,74.0,-5.336,5.0,5.0,-15.0,0.0,0.0,-59.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3.567,165.0,165.0,-11.663,5.0,5.0,-10.0,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4.446,207.0,207.0,-14.535,11.0,11.0,106.0,965.0,965.0,10.0,0.0,0.0,36.0,1626.0,1626.0,,,,,,,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2.37,112.0,112.0,-7.751,5.0,5.0,5.0,1050.0,1050.0,-32.0,0.0,0.0,66.0,645.0,645.0,,,,,,,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8.092,372.0,372.0,-26.459,16.0,16.0,679.0,11629.0,11629.0,168.0,0.0,0.0,260.0,4324.0,4324.0,,,,,,,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,24.529,1128.0,1128.0,-80.2,53.0,53.0,922.0,11724.0,11724.0,276.0,0.0,0.0,1123.0,2218.0,2218.0,,,,,,,,,,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18.133,835.0,835.0,-59.288,43.0,43.0,530.0,6984.0,6984.0,79.0,0.0,0.0,273.0,4861.0,4861.0,,,,,,,,,,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2.423,112.0,112.0,-7.923,5.0,5.0,487.0,6892.0,6892.0,72.0,0.0,0.0,256.0,4224.0,4224.0,,,,,,,,,,0.0,0.0,0.0
2016-10-01,5.82,75.0,75.0,-0.718,0.0,0.0,6.631,303.0,303.0,-21.681,16.0,16.0,213.18,2757.0,2757.0,-26.282,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,8.48,388.0,388.0,-27.727,21.0,21.0,-10.0,0.0,0.0,-61.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4.552,207.0,207.0,-14.885,11.0,11.0,-14.0,0.0,0.0,-41.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7.271,137.0,137.0,8.529,114.0,114.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,14.294,274.0,274.0,16.768,205.0,205.0,1.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,22.198,422.0,422.0,26.04,314.0,314.0,64.0,1601.0,1601.0,0.0,0.0,0.0,2.0,40.0,40.0,,,,,,,,,,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13.536,257.0,257.0,15.879,194.0,194.0,403.0,1650.0,1650.0,78.0,0.0,0.0,497.0,10183.0,10183.0,,,,,,,,,,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,8.266,160.0,160.0,9.696,120.0,120.0,889.0,5741.0,5741.0,275.0,0.0,0.0,738.0,7892.0,7892.0,,,,,,,,,,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5.734,108.0,108.0,6.726,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4.997,97.0,97.0,5.862,68.0,68.0,163.0,1688.0,1688.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5.952,114.0,114.0,6.982,86.0,86.0,449.0,7402.0,7402.0,114.0,0.0,0.0,501.0,6465.0,6465.0,,,,,,,,,,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,5.766,108.0,108.0,6.765,80.0,80.0,1119.0,19579.0,19579.0,416.0,0.0,0.0,236.0,3278.0,3278.0,,,,,,,,,,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3.39,63.0,63.0,3.977,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,4701.0,4701.0,,,,,,,,,,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6.082,114.0,114.0,7.135,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,,,,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6.514,125.0,125.0,7.641,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,,,,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,113.347,3608.0,3608.0,0.0,46.0,46.0,114.0,7827.0,7827.0,0.0,0.0,0.0,36.0,1732.0,1732.0,,,,,,,,,,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12.475,399.0,399.0,0.0,6.0,6.0,326.0,3882.0,3882.0,65.0,0.0,0.0,51.0,973.0,973.0,,,,,,,,,,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,25.325,809.0,809.0,0.0,11.0,11.0,1262.0,13721.0,13721.0,138.0,0.0,0.0,771.0,14574.0,14574.0,,,,,,,,,,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,35.272,1123.0,1123.0,0.0,17.0,17.0,55.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,50.218,1602.0,1602.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,5712.0,5712.0,,,,,,,,,,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,49.248,1573.0,1573.0,0.0,23.0,23.0,155.0,3451.0,3451.0,2.0,0.0,0.0,42.0,1160.0,1160.0,,,,,,,,,,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,26.508,844.0,844.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,57.83,1847.0,1847.0,0.0,23.0,23.0,302.0,1983.0,1983.0,5.0,0.0,0.0,232.0,6157.0,6157.0,,,,,,,,,,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,86.884,2770.0,2770.0,0.0,40.0,40.0,1858.0,14069.0,14069.0,411.0,0.0,0.0,1356.0,36229.0,36229.0,,,,,,,,,,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,41.542,1322.0,1322.0,0.0,17.0,17.0,1061.0,4259.0,4259.0,257.0,0.0,0.0,1214.0,28433.0,28433.0,,,,,,,,,,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,17.096,547.0,547.0,0.0,6.0,6.0,742.0,11891.0,11891.0,183.0,0.0,0.0,110.0,1497.0,1497.0,,,,,,,,,,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,44.255,1414.0,1414.0,0.0,17.0,17.0,123.0,2598.0,2598.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4.341,151.0,151.0,0.0,0.0,0.0,-11.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,6.738,220.0,220.0,0.0,0.0,0.0,-9.0,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-03-01,-0.476,23.0,23.0,-1.745,0.0,0.0,16.679,544.0,544.0,0.0,0.0,0.0,-8.524,415.0,415.0,-31.255,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,11.618,382.0,382.0,0.0,0.0,0.0,866.0,2810.0,2810.0,149.0,0.0,0.0,88.0,13055.0,13055.0,,,,,,,,,,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10.065,330.0,330.0,0.0,0.0,0.0,750.0,13230.0,13230.0,179.0,0.0,0.0,237.0,4095.0,4095.0,,,,,,,,,,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12.157,400.0,400.0,0.0,0.0,0.0,1340.0,22934.0,22934.0,449.0,0.0,0.0,182.0,2525.0,2525.0,,,,,,,,,,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,28.313,926.0,926.0,0.0,0.0,0.0,376.0,6598.0,6598.0,55.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,27.568,903.0,903.0,0.0,0.0,0.0,-10.0,0.0,0.0,-67.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8.563,278.0,278.0,0.0,0.0,0.0,32.0,8128.0,8128.0,94.0,0.0,0.0,124.0,1725.0,1725.0,,,,,,,,,,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,19.325,631.0,631.0,0.0,0.0,0.0,279.0,4462.0,4462.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7.455,243.0,243.0,0.0,0.0,0.0,-9.0,0.0,0.0,-32.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13.178,434.0,434.0,-38.0,41.0,41.0,-10.0,0.0,0.0,-66.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-01-01,-0.003,0.0,0.0,0.0,0.0,0.0,-12.417,58.0,58.0,-5.416,12.0,12.0,-10.997,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-02-01,-0.002,0.0,0.0,0.0,0.0,0.0,-9.62,46.0,46.0,-4.196,12.0,12.0,-8.998,0.0,0.0,-64.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-03-01,-0.002,0.0,0.0,0.0,0.0,0.0,-5.182,29.0,29.0,-2.26,6.0,6.0,-9.998,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-5.215,29.0,29.0,-2.275,6.0,6.0,484.0,8534.0,8534.0,140.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-05-01,-0.002,0.0,0.0,0.0,0.0,0.0,-9.093,46.0,46.0,-3.966,12.0,12.0,-9.998,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-9.713,46.0,46.0,-4.237,12.0,12.0,320.0,5121.0,5121.0,29.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-8.325,41.0,41.0,-3.631,12.0,12.0,75.0,1426.0,1426.0,-44.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-7.1,35.0,35.0,-3.097,12.0,12.0,131.0,2132.0,2132.0,-611.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-09-01,140.045,1430.0,1430.0,-23.22,0.0,0.0,-6.512,35.0,35.0,-2.84,6.0,6.0,52.955,541.0,541.0,-8.78,0.0,0.0,140.0,3349.0,3349.0,,,,,,,,,,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-8.646,46.0,46.0,-3.771,12.0,12.0,4196.0,74737.0,74737.0,1723.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-4.363,23.0,23.0,-1.903,6.0,6.0,49.0,1932.0,1932.0,-55.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
